File,Channel,Nuclei,x,y,z,Value,FWHM,SNR,Label,dilation,version,xi,yi,zi,cell_ID,lamin_dist,lamin_dist_norm,centr_dist,centr_dist_norm,compartment,xnorm,ynorm,znorm,G1,Allele,angle
1,Cy5,1,304.2290871,89.89672931,7.834688173,4.445129321,4.51208184,12.83272391,0,0,7.0.2,304,90,8,,,,,,,,,,,,
1,Cy5,1,257.2369746,76.65182653,6.114636478,3.445129321,3.86530265,13.42795074,0,0,7.0.2,257,77,6,,,,,,,,,,,,
1,Cy5,4,85.89096185,215.9716649,5.241252173,4.222457258,3.658344741,4.456516309,0,0,7.0.2,86,216,5,,,,,,,,,,,,
1,Cy5,4,78.95920545,271.977338,3.500235329,3.631743184,3.917711368,18.06852766,0,0,7.0.2,79,272,4,,,,,,,,,,,,
1,Cy5,5,278.7850511,237.0077538,6.677601897,5.245595522,3.760055503,10.8451687,0,0,7.0.2,279,237,7,,,,,,,,,,,,
1,Cy5,5,238.8795287,202.8651884,9.86976015,3.638728888,3.181787018,15.82254092,0,0,7.0.2,239,203,10,,,,,,,,,,,,
1,Cy5,7,788.6921281,301.5876514,4.435175012,4.959043653,3.656673288,10.38514831,0,0,7.0.2,789,302,4,10,1109.026434,0.180410397,5038.879677,0.819589603,1,0.193050448,0.83740346,-0.728720083,0,2,35.74758144
1,Cy5,7,776,274,4,2.475139222,1.890256789,4.657071599,0,0,7.0.2,776,274,4,10,1200,0.301724445,2777.138815,0.698275555,1,0.188440744,0.177294976,-0.754318613,0,1,35.74758144
1,Cy5,9,377.9944528,328.5270365,7.311373345,5.43329687,4.057980263,8.719922457,0,0,7.0.2,378,329,7,,,,,,,,,,,,
1,Cy5,9,378.9561731,269.3475838,9.424011062,5.215197858,3.667848604,20.22487513,0,0,7.0.2,379,269,9,,,,,,,,,,,,
1,Cy5,10,531.9946272,282.0720093,7.33269582,10.24261752,3.289253624,33.45156127,0,0,7.0.2,532,282,7,5,1179.361211,0.225453956,4052.46507,0.774546044,1,-0.143865009,-0.557546934,-0.655088555,0,-1,
1,Cy5,10,515.1430306,364.5022697,6.387301874,6.271896786,4.276772203,10.75139219,0,0,7.0.2,515,365,6,5,1858.431647,0.356255716,3359.365044,0.643744284,2,-0.724510223,0.105220955,-0.710699963,0,-1,
1,Cy5,10,512.1662401,326.24341,5.332056312,5.65970682,3.521403913,11.02727208,0,0,7.0.2,512,326,5,5,1599.616894,0.367814537,2748.729641,0.632185463,2,-0.518696208,-0.310150032,-0.772773232,0,-1,
1,Cy5,11,978.8999268,364.3701247,9.689711076,6.604908565,4.679360712,11.4773495,0,0,7.0.2,979,364,10,12,1410.982237,0.307237281,3182.345436,0.692762719,1,0.316856276,0.56724624,-0.546515538,0,-1,
1,Cy5,11,930,383,6,5.604908565,4.126403706,7.323071765,0,0,7.0.2,930,383,6,12,1800,0.366089883,3116.825308,0.633910117,2,-0.520225515,0.23464967,-0.763557366,0,-1,
1,Cy5,11,929.1890849,383.5791118,6.122234592,5.604908565,4.480173267,4.792462009,0,0,7.0.2,929,384,6,12,1832.201972,0.367499623,3153.0899,0.632500377,2,-0.537059898,0.233105132,-0.756367095,0,-1,
1,Cy5,11,973,364,10,2.068675042,4.103810423,2.08469369,0,0,7.0.2,973,364,10,12,2077.257808,0.444673328,2594.166533,0.555326672,1,0.244472892,0.488639811,-0.528263248,0,-1,
1,Cy5,12,405.8871246,415.5244517,5.133439841,3.565492265,4.022932557,8.154044599,0,0,7.0.2,406,416,5,,,,,,,,,,,,
1,Cy5,12,343.3641206,396.2208936,5.078488539,2.877694662,3.005131869,10.82145357,0,0,7.0.2,343,396,5,,,,,,,,,,,,
1,Cy5,12,343.1923478,367.9919233,8.410490613,2.111162302,4.479653098,5.335310279,0,0,7.0.2,343,368,8,,,,,,,,,,,,
1,Cy5,13,252.9849547,397.455671,7.198689545,3.715298639,3.472881096,13.41244508,0,0,7.0.2,253,397,7,,,,,,,,,,,,
1,Cy5,13,244.8661426,399.2232755,8.151721341,3.2752457,3.45744804,8.235164009,0,0,7.0.2,245,399,8,,,,,,,,,,,,
1,Cy5,14,742.976009,459.3947916,6.06249496,6.091879163,3.116098563,8.208791067,0,0,7.0.2,743,459,6,8,1818.748488,0.398785281,2741.664729,0.601214719,1,-0.397836369,0.47137115,-0.477505236,0,2,27.46210881
1,Cy5,14,725.6670394,455.096898,8.291618702,2.999224175,4.980364821,5.003193754,0,0,7.0.2,726,455,8,8,2487.485611,0.557618864,1971.806412,0.442381136,2,-0.507892323,0.117281535,-0.34638031,0,1,27.46210881
1,Cy5,15,446.3966907,478.5303698,3.464769924,6.023657449,2.675902067,13.74831133,0,0,7.0.2,446,479,3,,,,,,,,,,,,
