nuclei,fov,original_nuclei,n_pairs,DonorFile,AcceptorFile,FretFile,X_A,Y_A,Z_A,X_D,Y_D,Z_D,Fret,Acceptor,Donor,Pair
4,1,4,2,/Volumes/AM/iAM725/a488_001.tif,/Volumes/AM/iAM725/a594_001.tif,/Volumes/AM/iAM725/a488fret_001.tif,280,701,22,274,703,23,3324,9420,15324,1
4,1,4,2,/Volumes/AM/iAM725/a488_001.tif,/Volumes/AM/iAM725/a594_001.tif,/Volumes/AM/iAM725/a488fret_001.tif,225,738,19,221,741,17,2919,3591,16708,2
6,2,1,2,/Volumes/AM/iAM725/a488_002.tif,/Volumes/AM/iAM725/a594_002.tif,/Volumes/AM/iAM725/a488fret_002.tif,95,89,35,91,88,36,4981,8093,11854,1
6,2,1,2,/Volumes/AM/iAM725/a488_002.tif,/Volumes/AM/iAM725/a594_002.tif,/Volumes/AM/iAM725/a488fret_002.tif,90,86,26,96,83,26,4136,3011,6395,2
8,2,3,2,/Volumes/AM/iAM725/a488_002.tif,/Volumes/AM/iAM725/a594_002.tif,/Volumes/AM/iAM725/a488fret_002.tif,618,236,25,615,232,23,3255,4213,5421,1
8,2,3,2,/Volumes/AM/iAM725/a488_002.tif,/Volumes/AM/iAM725/a594_002.tif,/Volumes/AM/iAM725/a488fret_002.tif,636,233,18,637,233,21,2419,1814,4334,2
9,2,4,2,/Volumes/AM/iAM725/a488_002.tif,/Volumes/AM/iAM725/a594_002.tif,/Volumes/AM/iAM725/a488fret_002.tif,37,195,37,33,195,38,5919,12205,15903,1
9,2,4,2,/Volumes/AM/iAM725/a488_002.tif,/Volumes/AM/iAM725/a594_002.tif,/Volumes/AM/iAM725/a488fret_002.tif,39,199,26,38,194,28,4228,3052,6950,2
11,2,6,2,/Volumes/AM/iAM725/a488_002.tif,/Volumes/AM/iAM725/a594_002.tif,/Volumes/AM/iAM725/a488fret_002.tif,296,861,19,296,866,17,2263,1795,7094,1
11,2,6,2,/Volumes/AM/iAM725/a488_002.tif,/Volumes/AM/iAM725/a594_002.tif,/Volumes/AM/iAM725/a488fret_002.tif,301,836,18,301,835,15,3932,14384,4356,2
12,3,1,2,/Volumes/AM/iAM725/a488_003.tif,/Volumes/AM/iAM725/a594_003.tif,/Volumes/AM/iAM725/a488fret_003.tif,713,226,23,715,227,25,3238,8564,12581,1
12,3,1,2,/Volumes/AM/iAM725/a488_003.tif,/Volumes/AM/iAM725/a594_003.tif,/Volumes/AM/iAM725/a488fret_003.tif,693,243,17,696,238,18,2273,2015,4731,2
13,3,2,2,/Volumes/AM/iAM725/a488_003.tif,/Volumes/AM/iAM725/a594_003.tif,/Volumes/AM/iAM725/a488fret_003.tif,458,286,20,454,289,18,2144,3260,28964,1
13,3,2,2,/Volumes/AM/iAM725/a488_003.tif,/Volumes/AM/iAM725/a594_003.tif,/Volumes/AM/iAM725/a488fret_003.tif,361,322,19,366,321,21,2425,5008,4265,2
14,3,3,2,/Volumes/AM/iAM725/a488_003.tif,/Volumes/AM/iAM725/a594_003.tif,/Volumes/AM/iAM725/a488fret_003.tif,689,560,21,687,556,19,2324,2772,18130,1
14,3,3,2,/Volumes/AM/iAM725/a488_003.tif,/Volumes/AM/iAM725/a594_003.tif,/Volumes/AM/iAM725/a488fret_003.tif,591,580,21,587,582,19,2291,2262,11648,2
15,3,4,2,/Volumes/AM/iAM725/a488_003.tif,/Volumes/AM/iAM725/a594_003.tif,/Volumes/AM/iAM725/a488fret_003.tif,215,618,21,214,623,19,2383,1741,11662,1
15,3,4,2,/Volumes/AM/iAM725/a488_003.tif,/Volumes/AM/iAM725/a594_003.tif,/Volumes/AM/iAM725/a488fret_003.tif,226,675,25,226,676,28,2604,4618,3763,2
16,3,5,2,/Volumes/AM/iAM725/a488_003.tif,/Volumes/AM/iAM725/a594_003.tif,/Volumes/AM/iAM725/a488fret_003.tif,631,809,24,629,810,25,3711,11945,18705,1
16,3,5,2,/Volumes/AM/iAM725/a488_003.tif,/Volumes/AM/iAM725/a594_003.tif,/Volumes/AM/iAM725/a488fret_003.tif,654,755,21,652,759,19,2460,4547,30021,2
17,3,6,2,/Volumes/AM/iAM725/a488_003.tif,/Volumes/AM/iAM725/a594_003.tif,/Volumes/AM/iAM725/a488fret_003.tif,496,810,21,493,812,22,3434,9566,13038,1
17,3,6,2,/Volumes/AM/iAM725/a488_003.tif,/Volumes/AM/iAM725/a594_003.tif,/Volumes/AM/iAM725/a488fret_003.tif,523,842,20,522,846,18,2901,4327,22184,2
19,4,2,2,/Volumes/AM/iAM725/a488_004.tif,/Volumes/AM/iAM725/a594_004.tif,/Volumes/AM/iAM725/a488fret_004.tif,776,452,17,779,456,15,2057,1646,4013,1
19,4,2,2,/Volumes/AM/iAM725/a488_004.tif,/Volumes/AM/iAM725/a594_004.tif,/Volumes/AM/iAM725/a488fret_004.tif,798,453,21,797,458,19,2023,2345,13463,2
23,5,1,2,/Volumes/AM/iAM725/a488_005.tif,/Volumes/AM/iAM725/a594_005.tif,/Volumes/AM/iAM725/a488fret_005.tif,436,295,22,433,294,23,4239,13417,17816,1
23,5,1,2,/Volumes/AM/iAM725/a488_005.tif,/Volumes/AM/iAM725/a594_005.tif,/Volumes/AM/iAM725/a488fret_005.tif,520,287,24,519,291,22,2526,3255,23385,2
24,5,2,2,/Volumes/AM/iAM725/a488_005.tif,/Volumes/AM/iAM725/a594_005.tif,/Volumes/AM/iAM725/a488fret_005.tif,698,436,22,700,439,20,1863,2074,14335,1
24,5,2,2,/Volumes/AM/iAM725/a488_005.tif,/Volumes/AM/iAM725/a594_005.tif,/Volumes/AM/iAM725/a488fret_005.tif,734,507,23,731,511,21,2337,2657,20630,2
25,5,3,2,/Volumes/AM/iAM725/a488_005.tif,/Volumes/AM/iAM725/a594_005.tif,/Volumes/AM/iAM725/a488fret_005.tif,474,668,23,472,672,21,2400,4014,16514,1
25,5,3,2,/Volumes/AM/iAM725/a488_005.tif,/Volumes/AM/iAM725/a594_005.tif,/Volumes/AM/iAM725/a488fret_005.tif,497,574,23,496,569,21,2215,1975,12365,2
27,6,1,2,/Volumes/AM/iAM725/a488_006.tif,/Volumes/AM/iAM725/a594_006.tif,/Volumes/AM/iAM725/a488fret_006.tif,480,254,28,475,251,27,2927,3457,8294,1
27,6,1,2,/Volumes/AM/iAM725/a488_006.tif,/Volumes/AM/iAM725/a594_006.tif,/Volumes/AM/iAM725/a488fret_006.tif,456,245,29,449,245,29,2526,1993,4331,2
28,6,2,2,/Volumes/AM/iAM725/a488_006.tif,/Volumes/AM/iAM725/a594_006.tif,/Volumes/AM/iAM725/a488fret_006.tif,399,340,18,404,339,20,2697,2198,17931,1
28,6,2,2,/Volumes/AM/iAM725/a488_006.tif,/Volumes/AM/iAM725/a594_006.tif,/Volumes/AM/iAM725/a488fret_006.tif,398,331,26,393,332,28,2399,1799,3813,2
29,6,3,2,/Volumes/AM/iAM725/a488_006.tif,/Volumes/AM/iAM725/a594_006.tif,/Volumes/AM/iAM725/a488fret_006.tif,319,570,21,316,570,22,3681,11600,14821,1
29,6,3,2,/Volumes/AM/iAM725/a488_006.tif,/Volumes/AM/iAM725/a594_006.tif,/Volumes/AM/iAM725/a488fret_006.tif,362,534,21,362,535,24,3245,10845,3865,2
30,6,4,2,/Volumes/AM/iAM725/a488_006.tif,/Volumes/AM/iAM725/a594_006.tif,/Volumes/AM/iAM725/a488fret_006.tif,663,638,31,660,634,29,3593,5350,12845,1
30,6,4,2,/Volumes/AM/iAM725/a488_006.tif,/Volumes/AM/iAM725/a594_006.tif,/Volumes/AM/iAM725/a488fret_006.tif,651,624,41,647,629,42,4529,2386,6109,2
33,7,2,2,/Volumes/AM/iAM725/a488_007.tif,/Volumes/AM/iAM725/a594_007.tif,/Volumes/AM/iAM725/a488fret_007.tif,242,534,19,238,531,19,2990,8449,10681,1
33,7,2,2,/Volumes/AM/iAM725/a488_007.tif,/Volumes/AM/iAM725/a594_007.tif,/Volumes/AM/iAM725/a488fret_007.tif,239,518,26,240,523,28,2251,1897,3711,2
34,7,3,2,/Volumes/AM/iAM725/a488_007.tif,/Volumes/AM/iAM725/a594_007.tif,/Volumes/AM/iAM725/a488fret_007.tif,452,502,21,454,500,19,2336,2098,9205,1
34,7,3,2,/Volumes/AM/iAM725/a488_007.tif,/Volumes/AM/iAM725/a594_007.tif,/Volumes/AM/iAM725/a488fret_007.tif,454,481,17,454,480,20,3146,8794,4138,2
35,7,4,2,/Volumes/AM/iAM725/a488_007.tif,/Volumes/AM/iAM725/a594_007.tif,/Volumes/AM/iAM725/a488fret_007.tif,469,640,22,465,637,20,2401,2784,15843,1
35,7,4,2,/Volumes/AM/iAM725/a488_007.tif,/Volumes/AM/iAM725/a594_007.tif,/Volumes/AM/iAM725/a488fret_007.tif,556,603,25,552,606,23,2220,2014,10839,2
36,7,5,2,/Volumes/AM/iAM725/a488_007.tif,/Volumes/AM/iAM725/a594_007.tif,/Volumes/AM/iAM725/a488fret_007.tif,666,762,22,663,766,20,2208,2375,15805,1
36,7,5,2,/Volumes/AM/iAM725/a488_007.tif,/Volumes/AM/iAM725/a594_007.tif,/Volumes/AM/iAM725/a488fret_007.tif,670,774,31,667,778,29,1953,1776,4221,2
39,8,3,2,/Volumes/AM/iAM725/a488_008.tif,/Volumes/AM/iAM725/a594_008.tif,/Volumes/AM/iAM725/a488fret_008.tif,550,371,23,545,372,21,2855,3018,20106,1
39,8,3,2,/Volumes/AM/iAM725/a488_008.tif,/Volumes/AM/iAM725/a594_008.tif,/Volumes/AM/iAM725/a488fret_008.tif,527,376,24,527,377,27,3063,8356,6875,2
40,8,4,2,/Volumes/AM/iAM725/a488_008.tif,/Volumes/AM/iAM725/a594_008.tif,/Volumes/AM/iAM725/a488fret_008.tif,746,422,23,741,426,23,2500,2464,6256,1
40,8,4,2,/Volumes/AM/iAM725/a488_008.tif,/Volumes/AM/iAM725/a594_008.tif,/Volumes/AM/iAM725/a488fret_008.tif,783,478,24,779,475,26,2829,3966,10889,2
42,8,6,2,/Volumes/AM/iAM725/a488_008.tif,/Volumes/AM/iAM725/a594_008.tif,/Volumes/AM/iAM725/a488fret_008.tif,919,653,22,917,654,24,3499,11094,13442,1
42,8,6,2,/Volumes/AM/iAM725/a488_008.tif,/Volumes/AM/iAM725/a594_008.tif,/Volumes/AM/iAM725/a488fret_008.tif,885,699,24,884,693,24,3315,5635,10118,2
45,9,1,2,/Volumes/AM/iAM725/a488_009.tif,/Volumes/AM/iAM725/a594_009.tif,/Volumes/AM/iAM725/a488fret_009.tif,129,93,22,128,89,20,2196,2551,11370,1
45,9,1,2,/Volumes/AM/iAM725/a488_009.tif,/Volumes/AM/iAM725/a594_009.tif,/Volumes/AM/iAM725/a488fret_009.tif,163,96,18,163,91,20,1835,1595,3199,2
46,9,2,2,/Volumes/AM/iAM725/a488_009.tif,/Volumes/AM/iAM725/a594_009.tif,/Volumes/AM/iAM725/a488fret_009.tif,575,248,19,571,249,21,2934,6615,11691,1
46,9,2,2,/Volumes/AM/iAM725/a488_009.tif,/Volumes/AM/iAM725/a594_009.tif,/Volumes/AM/iAM725/a488fret_009.tif,545,248,18,540,247,20,2579,4502,3839,2
47,9,3,2,/Volumes/AM/iAM725/a488_009.tif,/Volumes/AM/iAM725/a594_009.tif,/Volumes/AM/iAM725/a488fret_009.tif,718,613,24,714,616,22,2426,2681,3985,1
47,9,3,2,/Volumes/AM/iAM725/a488_009.tif,/Volumes/AM/iAM725/a594_009.tif,/Volumes/AM/iAM725/a488fret_009.tif,724,654,27,719,653,25,2417,2981,13671,2
48,9,4,2,/Volumes/AM/iAM725/a488_009.tif,/Volumes/AM/iAM725/a594_009.tif,/Volumes/AM/iAM725/a488fret_009.tif,377,635,19,373,637,21,3004,8984,12052,1
48,9,4,2,/Volumes/AM/iAM725/a488_009.tif,/Volumes/AM/iAM725/a594_009.tif,/Volumes/AM/iAM725/a488fret_009.tif,437,619,17,437,620,20,1915,1652,4111,2
49,9,5,2,/Volumes/AM/iAM725/a488_009.tif,/Volumes/AM/iAM725/a594_009.tif,/Volumes/AM/iAM725/a488fret_009.tif,210,701,18,206,700,20,2569,5988,10434,1
49,9,5,2,/Volumes/AM/iAM725/a488_009.tif,/Volumes/AM/iAM725/a594_009.tif,/Volumes/AM/iAM725/a488fret_009.tif,200,707,28,193,707,28,2128,1982,4201,2
54,10,4,2,/Volumes/AM/iAM725/a488_010.tif,/Volumes/AM/iAM725/a594_010.tif,/Volumes/AM/iAM725/a488fret_010.tif,334,871,18,331,873,19,3699,12955,17415,1
54,10,4,2,/Volumes/AM/iAM725/a488_010.tif,/Volumes/AM/iAM725/a594_010.tif,/Volumes/AM/iAM725/a488fret_010.tif,333,857,27,337,862,26,2039,1773,3904,2
