nuclei,fov,original_nuclei,n_pairs,DonorFile,AcceptorFile,FretFile,X_A,Y_A,Z_A,X_D,Y_D,Z_D,Fret,Acceptor,Donor,Pair
1,1,1,2,/Volumes/projects/FRET-FISH/iAM611/a488_001.tif,/Volumes/projects/FRET-FISH/iAM611/a594_001.tif,/Volumes/projects/FRET-FISH/iAM611/a488fret_001.tif,103,141,30,98,142,28,3891,1439,3830,1
1,1,1,2,/Volumes/projects/FRET-FISH/iAM611/a488_001.tif,/Volumes/projects/FRET-FISH/iAM611/a594_001.tif,/Volumes/projects/FRET-FISH/iAM611/a488fret_001.tif,144,170,21,144,169,24,3822,2640,3839,2
3,1,3,2,/Volumes/projects/FRET-FISH/iAM611/a488_001.tif,/Volumes/projects/FRET-FISH/iAM611/a594_001.tif,/Volumes/projects/FRET-FISH/iAM611/a488fret_001.tif,457,484,35,453,481,37,2979,1301,3615,1
3,1,3,2,/Volumes/projects/FRET-FISH/iAM611/a488_001.tif,/Volumes/projects/FRET-FISH/iAM611/a594_001.tif,/Volumes/projects/FRET-FISH/iAM611/a488fret_001.tif,391,455,29,391,455,32,2783,1303,3386,2
4,1,4,2,/Volumes/projects/FRET-FISH/iAM611/a488_001.tif,/Volumes/projects/FRET-FISH/iAM611/a594_001.tif,/Volumes/projects/FRET-FISH/iAM611/a488fret_001.tif,752,491,16,758,493,17,3443,1454,4237,1
4,1,4,2,/Volumes/projects/FRET-FISH/iAM611/a488_001.tif,/Volumes/projects/FRET-FISH/iAM611/a594_001.tif,/Volumes/projects/FRET-FISH/iAM611/a488fret_001.tif,753,490,45,755,496,44,3509,1510,4181,2
7,1,7,2,/Volumes/projects/FRET-FISH/iAM611/a488_001.tif,/Volumes/projects/FRET-FISH/iAM611/a594_001.tif,/Volumes/projects/FRET-FISH/iAM611/a488fret_001.tif,320,592,43,325,588,42,3555,1410,3921,1
7,1,7,2,/Volumes/projects/FRET-FISH/iAM611/a488_001.tif,/Volumes/projects/FRET-FISH/iAM611/a594_001.tif,/Volumes/projects/FRET-FISH/iAM611/a488fret_001.tif,316,588,16,321,592,17,3517,1423,3795,2
9,2,1,2,/Volumes/projects/FRET-FISH/iAM611/a488_002.tif,/Volumes/projects/FRET-FISH/iAM611/a594_002.tif,/Volumes/projects/FRET-FISH/iAM611/a488fret_002.tif,140,5,25,136,10,26,2314,1308,2930,1
9,2,1,2,/Volumes/projects/FRET-FISH/iAM611/a488_002.tif,/Volumes/projects/FRET-FISH/iAM611/a594_002.tif,/Volumes/projects/FRET-FISH/iAM611/a488fret_002.tif,165,61,17,170,60,19,2402,1143,2835,2
11,2,3,2,/Volumes/projects/FRET-FISH/iAM611/a488_002.tif,/Volumes/projects/FRET-FISH/iAM611/a594_002.tif,/Volumes/projects/FRET-FISH/iAM611/a488fret_002.tif,541,219,31,545,216,29,2740,1438,3959,1
11,2,3,2,/Volumes/projects/FRET-FISH/iAM611/a488_002.tif,/Volumes/projects/FRET-FISH/iAM611/a594_002.tif,/Volumes/projects/FRET-FISH/iAM611/a488fret_002.tif,536,281,38,536,276,40,3607,1496,3862,2
