nuclei,fov,original_nuclei,n_pairs,DonorFile,AcceptorFile,FretFile,X_A,Y_A,Z_A,X_D,Y_D,Z_D,Fret,Acceptor,Donor,Pair
1,1,1,2,/Users/anamota/Desktop/iAM730/a488_001.tif,/Users/anamota/Desktop/iAM730/a594_001.tif,/Users/anamota/Desktop/iAM730/a488fret_001.tif,624,461,14,619,460,12,3121,5374,40990,1
1,1,1,2,/Users/anamota/Desktop/iAM730/a488_001.tif,/Users/anamota/Desktop/iAM730/a594_001.tif,/Users/anamota/Desktop/iAM730/a488fret_001.tif,648,457,13,647,462,15,3748,4943,26512,2
2,1,2,2,/Users/anamota/Desktop/iAM730/a488_001.tif,/Users/anamota/Desktop/iAM730/a594_001.tif,/Users/anamota/Desktop/iAM730/a488fret_001.tif,463,551,19,464,545,18,3668,5392,33603,1
2,1,2,2,/Users/anamota/Desktop/iAM730/a488_001.tif,/Users/anamota/Desktop/iAM730/a594_001.tif,/Users/anamota/Desktop/iAM730/a488fret_001.tif,451,512,21,446,513,23,3830,4581,16012,2
3,1,3,2,/Users/anamota/Desktop/iAM730/a488_001.tif,/Users/anamota/Desktop/iAM730/a594_001.tif,/Users/anamota/Desktop/iAM730/a488fret_001.tif,222,631,13,216,631,14,3412,4577,16022,1
3,1,3,2,/Users/anamota/Desktop/iAM730/a488_001.tif,/Users/anamota/Desktop/iAM730/a594_001.tif,/Users/anamota/Desktop/iAM730/a488fret_001.tif,281,613,12,282,618,14,2831,4712,13854,2
4,2,1,2,/Users/anamota/Desktop/iAM730/a488_002.tif,/Users/anamota/Desktop/iAM730/a594_002.tif,/Users/anamota/Desktop/iAM730/a488fret_002.tif,677,336,18,677,337,16,3623,4886,25893,1
4,2,1,2,/Users/anamota/Desktop/iAM730/a488_002.tif,/Users/anamota/Desktop/iAM730/a594_002.tif,/Users/anamota/Desktop/iAM730/a488fret_002.tif,649,401,19,644,402,17,2922,4215,22760,2
5,2,2,2,/Users/anamota/Desktop/iAM730/a488_002.tif,/Users/anamota/Desktop/iAM730/a594_002.tif,/Users/anamota/Desktop/iAM730/a488fret_002.tif,250,411,22,246,414,20,3848,8203,17433,1
5,2,2,2,/Users/anamota/Desktop/iAM730/a488_002.tif,/Users/anamota/Desktop/iAM730/a594_002.tif,/Users/anamota/Desktop/iAM730/a488fret_002.tif,282,437,16,286,434,14,3637,5456,17223,2
7,2,4,2,/Users/anamota/Desktop/iAM730/a488_002.tif,/Users/anamota/Desktop/iAM730/a594_002.tif,/Users/anamota/Desktop/iAM730/a488fret_002.tif,252,673,24,247,672,22,3772,6879,29366,1
7,2,4,2,/Users/anamota/Desktop/iAM730/a488_002.tif,/Users/anamota/Desktop/iAM730/a594_002.tif,/Users/anamota/Desktop/iAM730/a488fret_002.tif,241,648,15,240,648,18,3638,7502,20083,2
14,4,3,2,/Users/anamota/Desktop/iAM730/a488_004.tif,/Users/anamota/Desktop/iAM730/a594_004.tif,/Users/anamota/Desktop/iAM730/a488fret_004.tif,127,797,14,127,801,12,3187,5635,24888,1
14,4,3,2,/Users/anamota/Desktop/iAM730/a488_004.tif,/Users/anamota/Desktop/iAM730/a594_004.tif,/Users/anamota/Desktop/iAM730/a488fret_004.tif,131,738,12,132,733,14,3250,4231,11867,2
16,5,1,2,/Users/anamota/Desktop/iAM730/a488_005.tif,/Users/anamota/Desktop/iAM730/a594_005.tif,/Users/anamota/Desktop/iAM730/a488fret_005.tif,194,288,8,190,285,8,4739,15042,27463,1
