nuclei,fov,original_nuclei,n_pairs,DonorFile,AcceptorFile,FretFile,X_A,Y_A,Z_A,X_D,Y_D,Z_D,Fret,Acceptor,Donor,Pair
1,1,1,2,/Users/anamota/Desktop/iAM594/a488_001.tif,/Users/anamota/Desktop/iAM594/a594_001.tif,/Users/anamota/Desktop/iAM594/a488fret_001.tif,757,91,26,751,89,25,1867,1658,3886,1
1,1,1,2,/Users/anamota/Desktop/iAM594/a488_001.tif,/Users/anamota/Desktop/iAM594/a594_001.tif,/Users/anamota/Desktop/iAM594/a488fret_001.tif,769,104,31,764,103,29,1796,2986,12063,2
10,1,10,2,/Users/anamota/Desktop/iAM594/a488_001.tif,/Users/anamota/Desktop/iAM594/a594_001.tif,/Users/anamota/Desktop/iAM594/a488fret_001.tif,180,619,23,176,622,21,2140,2597,13374,1
10,1,10,2,/Users/anamota/Desktop/iAM594/a488_001.tif,/Users/anamota/Desktop/iAM594/a594_001.tif,/Users/anamota/Desktop/iAM594/a488fret_001.tif,127,567,31,127,568,28,1765,1990,8567,2
13,1,13,2,/Users/anamota/Desktop/iAM594/a488_001.tif,/Users/anamota/Desktop/iAM594/a594_001.tif,/Users/anamota/Desktop/iAM594/a488fret_001.tif,191,761,24,187,763,25,2529,8366,11206,1
13,1,13,2,/Users/anamota/Desktop/iAM594/a488_001.tif,/Users/anamota/Desktop/iAM594/a594_001.tif,/Users/anamota/Desktop/iAM594/a488fret_001.tif,198,809,22,200,805,20,3945,19253,12611,2
19,2,3,2,/Users/anamota/Desktop/iAM594/a488_002.tif,/Users/anamota/Desktop/iAM594/a594_002.tif,/Users/anamota/Desktop/iAM594/a488fret_002.tif,662,283,24,659,278,23,2879,5220,16207,1
19,2,3,2,/Users/anamota/Desktop/iAM594/a488_002.tif,/Users/anamota/Desktop/iAM594/a594_002.tif,/Users/anamota/Desktop/iAM594/a488fret_002.tif,713,342,30,712,336,31,3147,11730,11281,2
25,2,9,2,/Users/anamota/Desktop/iAM594/a488_002.tif,/Users/anamota/Desktop/iAM594/a594_002.tif,/Users/anamota/Desktop/iAM594/a488fret_002.tif,199,535,32,197,538,30,2116,3066,16395,1
25,2,9,2,/Users/anamota/Desktop/iAM594/a488_002.tif,/Users/anamota/Desktop/iAM594/a594_002.tif,/Users/anamota/Desktop/iAM594/a488fret_002.tif,192,551,23,186,550,24,3078,8062,7556,2
26,2,10,2,/Users/anamota/Desktop/iAM594/a488_002.tif,/Users/anamota/Desktop/iAM594/a594_002.tif,/Users/anamota/Desktop/iAM594/a488fret_002.tif,479,628,26,475,631,24,2476,3729,20833,1
26,2,10,2,/Users/anamota/Desktop/iAM594/a488_002.tif,/Users/anamota/Desktop/iAM594/a594_002.tif,/Users/anamota/Desktop/iAM594/a488fret_002.tif,521,529,19,521,528,22,2356,2945,14238,2
27,2,11,2,/Users/anamota/Desktop/iAM594/a488_002.tif,/Users/anamota/Desktop/iAM594/a594_002.tif,/Users/anamota/Desktop/iAM594/a488fret_002.tif,653,602,26,650,600,28,2636,6797,10100,1
27,2,11,2,/Users/anamota/Desktop/iAM594/a488_002.tif,/Users/anamota/Desktop/iAM594/a594_002.tif,/Users/anamota/Desktop/iAM594/a488fret_002.tif,592,676,33,590,679,31,1968,2450,13014,2
30,2,14,2,/Users/anamota/Desktop/iAM594/a488_002.tif,/Users/anamota/Desktop/iAM594/a594_002.tif,/Users/anamota/Desktop/iAM594/a488fret_002.tif,481,966,29,480,970,31,2315,4625,7835,1
30,2,14,2,/Users/anamota/Desktop/iAM594/a488_002.tif,/Users/anamota/Desktop/iAM594/a594_002.tif,/Users/anamota/Desktop/iAM594/a488fret_002.tif,498,890,27,496,886,25,1923,2496,25574,2
32,3,1,2,/Users/anamota/Desktop/iAM594/a488_003.tif,/Users/anamota/Desktop/iAM594/a594_003.tif,/Users/anamota/Desktop/iAM594/a488fret_003.tif,726,287,29,726,284,27,1988,2277,11652,1
32,3,1,2,/Users/anamota/Desktop/iAM594/a488_003.tif,/Users/anamota/Desktop/iAM594/a594_003.tif,/Users/anamota/Desktop/iAM594/a488fret_003.tif,730,308,37,736,311,37,2860,5003,10070,2
35,3,4,2,/Users/anamota/Desktop/iAM594/a488_003.tif,/Users/anamota/Desktop/iAM594/a594_003.tif,/Users/anamota/Desktop/iAM594/a488fret_003.tif,531,423,25,528,428,26,3041,12733,14076,1
35,3,4,2,/Users/anamota/Desktop/iAM594/a488_003.tif,/Users/anamota/Desktop/iAM594/a594_003.tif,/Users/anamota/Desktop/iAM594/a488fret_003.tif,540,435,32,540,440,34,2045,2275,6262,2
36,3,5,2,/Users/anamota/Desktop/iAM594/a488_003.tif,/Users/anamota/Desktop/iAM594/a594_003.tif,/Users/anamota/Desktop/iAM594/a488fret_003.tif,721,515,30,724,511,28,2074,3152,15026,1
36,3,5,2,/Users/anamota/Desktop/iAM594/a488_003.tif,/Users/anamota/Desktop/iAM594/a594_003.tif,/Users/anamota/Desktop/iAM594/a488fret_003.tif,688,472,36,689,472,33,2188,2886,15257,2
37,3,6,2,/Users/anamota/Desktop/iAM594/a488_003.tif,/Users/anamota/Desktop/iAM594/a594_003.tif,/Users/anamota/Desktop/iAM594/a488fret_003.tif,428,366,40,424,363,38,2387,4059,14192,1
37,3,6,2,/Users/anamota/Desktop/iAM594/a488_003.tif,/Users/anamota/Desktop/iAM594/a594_003.tif,/Users/anamota/Desktop/iAM594/a488fret_003.tif,380,529,30,375,528,28,2275,2576,10184,2
38,3,7,2,/Users/anamota/Desktop/iAM594/a488_003.tif,/Users/anamota/Desktop/iAM594/a594_003.tif,/Users/anamota/Desktop/iAM594/a488fret_003.tif,918,516,30,916,513,28,2766,8454,15886,1
38,3,7,2,/Users/anamota/Desktop/iAM594/a488_003.tif,/Users/anamota/Desktop/iAM594/a594_003.tif,/Users/anamota/Desktop/iAM594/a488fret_003.tif,897,525,30,892,526,28,1985,2695,18746,2
41,3,10,2,/Users/anamota/Desktop/iAM594/a488_003.tif,/Users/anamota/Desktop/iAM594/a594_003.tif,/Users/anamota/Desktop/iAM594/a488fret_003.tif,483,755,29,480,758,27,2681,2659,13422,1
41,3,10,2,/Users/anamota/Desktop/iAM594/a488_003.tif,/Users/anamota/Desktop/iAM594/a594_003.tif,/Users/anamota/Desktop/iAM594/a488fret_003.tif,497,780,31,497,779,28,2227,2974,12100,2
42,3,11,2,/Users/anamota/Desktop/iAM594/a488_003.tif,/Users/anamota/Desktop/iAM594/a594_003.tif,/Users/anamota/Desktop/iAM594/a488fret_003.tif,643,858,30,643,854,29,2008,2827,6886,1
