nuclei,fov,original_nuclei,n_pairs,DonorFile,AcceptorFile,FretFile,X_A,Y_A,Z_A,X_D,Y_D,Z_D,Fret,Acceptor,Donor,Pair,dlamin_A,dlamin_D
28,2,12,2,/Volumes/projects/FRET-FISH/iAM594/a488_002.tif,/Volumes/projects/FRET-FISH/iAM594/a594_002.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_002.tif,709,707,24,715,709,23,1949,1627,3960,1,2,2
28,2,12,2,/Volumes/projects/FRET-FISH/iAM594/a488_002.tif,/Volumes/projects/FRET-FISH/iAM594/a594_002.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_002.tif,666,745,25,667,745,28,2497,6859,4364,2,30.675724029541,30.675724029541
29,2,13,2,/Volumes/projects/FRET-FISH/iAM594/a488_002.tif,/Volumes/projects/FRET-FISH/iAM594/a594_002.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_002.tif,830,850,26,829,854,24,2076,3258,17635,1,32.9848442077637,32.9848442077637
29,2,13,2,/Volumes/projects/FRET-FISH/iAM594/a488_002.tif,/Volumes/projects/FRET-FISH/iAM594/a594_002.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_002.tif,867,818,28,862,819,26,1776,4364,17753,2,8.9442720413208,8.9442720413208
31,2,15,2,/Volumes/projects/FRET-FISH/iAM594/a488_002.tif,/Volumes/projects/FRET-FISH/iAM594/a594_002.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_002.tif,219,849,22,216,849,23,2140,3142,6598,1,20.8806133270264,20.8806133270264
31,2,15,2,/Volumes/projects/FRET-FISH/iAM594/a488_002.tif,/Volumes/projects/FRET-FISH/iAM594/a594_002.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_002.tif,171,898,26,172,892,25,1794,1661,12901,2,17.2046508789062,17.2046508789062
33,3,2,2,/Volumes/projects/FRET-FISH/iAM594/a488_003.tif,/Volumes/projects/FRET-FISH/iAM594/a594_003.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_003.tif,321,292,25,318,291,25,3098,10650,11015,1,36.4965744018555,36.4965744018555
33,3,2,2,/Volumes/projects/FRET-FISH/iAM594/a488_003.tif,/Volumes/projects/FRET-FISH/iAM594/a594_003.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_003.tif,301,333,23,296,331,24,2209,2103,3436,2,9.48683261871338,9.48683261871338
34,3,3,2,/Volumes/projects/FRET-FISH/iAM594/a488_003.tif,/Volumes/projects/FRET-FISH/iAM594/a594_003.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_003.tif,209,310,23,206,310,24,2691,4923,7601,1,24,24
34,3,3,2,/Volumes/projects/FRET-FISH/iAM594/a488_003.tif,/Volumes/projects/FRET-FISH/iAM594/a594_003.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_003.tif,216,288,30,210,291,30,2045,2004,5237,2,2,2
39,3,8,2,/Volumes/projects/FRET-FISH/iAM594/a488_003.tif,/Volumes/projects/FRET-FISH/iAM594/a594_003.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_003.tif,541,673,32,539,674,32,2754,9124,12848,1,29.068883895874,29.068883895874
39,3,8,2,/Volumes/projects/FRET-FISH/iAM594/a488_003.tif,/Volumes/projects/FRET-FISH/iAM594/a594_003.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_003.tif,520,648,24,520,646,26,2291,3495,4342,2,27.1661548614502,27.1661548614502
40,3,9,2,/Volumes/projects/FRET-FISH/iAM594/a488_003.tif,/Volumes/projects/FRET-FISH/iAM594/a594_003.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_003.tif,226,725,30,223,725,30,3031,11669,16201,1,15.8113880157471,15.8113880157471
40,3,9,2,/Volumes/projects/FRET-FISH/iAM594/a488_003.tif,/Volumes/projects/FRET-FISH/iAM594/a594_003.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_003.tif,174,740,23,174,741,26,2605,5485,3857,2,15.2643375396729,15.2643375396729
44,3,13,2,/Volumes/projects/FRET-FISH/iAM594/a488_003.tif,/Volumes/projects/FRET-FISH/iAM594/a594_003.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_003.tif,887,954,25,882,954,23,2305,6402,3722,1,13,13
44,3,13,2,/Volumes/projects/FRET-FISH/iAM594/a488_003.tif,/Volumes/projects/FRET-FISH/iAM594/a594_003.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_003.tif,931,1014,29,932,1009,27,2333,5081,6953,2,5,5
46,4,2,2,/Volumes/projects/FRET-FISH/iAM594/a488_004.tif,/Volumes/projects/FRET-FISH/iAM594/a594_004.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_004.tif,930,224,27,926,223,25,1814,2034,6681,1,1.41421353816986,1.41421353816986
46,4,2,2,/Volumes/projects/FRET-FISH/iAM594/a488_004.tif,/Volumes/projects/FRET-FISH/iAM594/a594_004.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_004.tif,883,151,30,878,150,28,1940,2132,7483,2,45.8039283752441,45.8039283752441
48,4,4,2,/Volumes/projects/FRET-FISH/iAM594/a488_004.tif,/Volumes/projects/FRET-FISH/iAM594/a594_004.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_004.tif,570,260,27,574,265,26,2032,1991,10977,1,6,6
48,4,4,2,/Volumes/projects/FRET-FISH/iAM594/a488_004.tif,/Volumes/projects/FRET-FISH/iAM594/a594_004.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_004.tif,545,320,27,538,320,27,2095,1898,3398,2,28.844409942627,28.844409942627
49,4,5,2,/Volumes/projects/FRET-FISH/iAM594/a488_004.tif,/Volumes/projects/FRET-FISH/iAM594/a594_004.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_004.tif,133,345,33,139,342,33,2690,7636,5336,1,21.8403301239014,21.8403301239014
49,4,5,2,/Volumes/projects/FRET-FISH/iAM594/a488_004.tif,/Volumes/projects/FRET-FISH/iAM594/a594_004.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_004.tif,129,365,35,128,360,33,1863,2511,7525,2,18.6815414428711,18.6815414428711
51,4,7,2,/Volumes/projects/FRET-FISH/iAM594/a488_004.tif,/Volumes/projects/FRET-FISH/iAM594/a594_004.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_004.tif,291,423,26,295,419,27,2082,2245,15249,1,21.2132034301758,21.2132034301758
51,4,7,2,/Volumes/projects/FRET-FISH/iAM594/a488_004.tif,/Volumes/projects/FRET-FISH/iAM594/a594_004.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_004.tif,333,445,29,329,442,27,1877,1859,4363,2,34.2052612304688,34.2052612304688
53,4,9,2,/Volumes/projects/FRET-FISH/iAM594/a488_004.tif,/Volumes/projects/FRET-FISH/iAM594/a594_004.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_004.tif,458,661,26,464,659,27,1912,2121,20156,1,15.5241746902466,15.5241746902466
53,4,9,2,/Volumes/projects/FRET-FISH/iAM594/a488_004.tif,/Volumes/projects/FRET-FISH/iAM594/a594_004.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_004.tif,461,646,32,454,646,32,2495,5292,3982,2,17.1172428131104,17.1172428131104
55,4,11,2,/Volumes/projects/FRET-FISH/iAM594/a488_004.tif,/Volumes/projects/FRET-FISH/iAM594/a594_004.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_004.tif,627,777,34,625,774,32,1901,3058,13472,1,11.6619033813477,11.6619033813477
55,4,11,2,/Volumes/projects/FRET-FISH/iAM594/a488_004.tif,/Volumes/projects/FRET-FISH/iAM594/a594_004.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_004.tif,618,814,32,615,817,30,1703,2583,7733,2,18.3847770690918,18.3847770690918
56,4,12,2,/Volumes/projects/FRET-FISH/iAM594/a488_004.tif,/Volumes/projects/FRET-FISH/iAM594/a594_004.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_004.tif,929,814,28,931,818,29,1814,3455,14694,1,33.5261077880859,33.5261077880859
56,4,12,2,/Volumes/projects/FRET-FISH/iAM594/a488_004.tif,/Volumes/projects/FRET-FISH/iAM594/a594_004.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_004.tif,896,854,24,891,854,26,1855,4728,8277,2,30.3644523620605,30.3644523620605
58,4,14,2,/Volumes/projects/FRET-FISH/iAM594/a488_004.tif,/Volumes/projects/FRET-FISH/iAM594/a594_004.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_004.tif,433,950,32,430,951,33,2781,10297,16536,1,22.0227146148682,22.0227146148682
58,4,14,2,/Volumes/projects/FRET-FISH/iAM594/a488_004.tif,/Volumes/projects/FRET-FISH/iAM594/a594_004.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_004.tif,390,935,27,388,941,26,2636,11218,8392,2,17.4642486572266,17.4642486572266
59,5,1,2,/Volumes/projects/FRET-FISH/iAM594/a488_005.tif,/Volumes/projects/FRET-FISH/iAM594/a594_005.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_005.tif,321,41,27,323,45,25,2886,11543,7898,1,9.21954441070557,9.21954441070557
59,5,1,2,/Volumes/projects/FRET-FISH/iAM594/a488_005.tif,/Volumes/projects/FRET-FISH/iAM594/a594_005.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_005.tif,377,104,23,374,108,25,2291,1952,3814,2,15.5563488006592,15.5563488006592
60,5,2,2,/Volumes/projects/FRET-FISH/iAM594/a488_005.tif,/Volumes/projects/FRET-FISH/iAM594/a594_005.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_005.tif,211,292,29,210,292,32,2701,6553,5377,1,5,5
60,5,2,2,/Volumes/projects/FRET-FISH/iAM594/a488_005.tif,/Volumes/projects/FRET-FISH/iAM594/a594_005.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_005.tif,226,280,34,225,280,37,2268,5028,4442,2,13,13
61,5,3,2,/Volumes/projects/FRET-FISH/iAM594/a488_005.tif,/Volumes/projects/FRET-FISH/iAM594/a594_005.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_005.tif,699,314,21,704,313,23,1831,2091,13635,1,39.3573379516602,39.3573379516602
61,5,3,2,/Volumes/projects/FRET-FISH/iAM594/a488_005.tif,/Volumes/projects/FRET-FISH/iAM594/a594_005.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_005.tif,765,302,22,766,302,19,3203,16710,3838,2,13.4536237716675,13.4536237716675
63,5,5,2,/Volumes/projects/FRET-FISH/iAM594/a488_005.tif,/Volumes/projects/FRET-FISH/iAM594/a594_005.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_005.tif,690,403,29,688,407,27,1995,2975,20384,1,18,18
63,5,5,2,/Volumes/projects/FRET-FISH/iAM594/a488_005.tif,/Volumes/projects/FRET-FISH/iAM594/a594_005.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_005.tif,676,373,21,674,367,22,1929,1892,3665,2,12.2065553665161,12.2065553665161
64,5,6,2,/Volumes/projects/FRET-FISH/iAM594/a488_005.tif,/Volumes/projects/FRET-FISH/iAM594/a594_005.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_005.tif,308,508,26,305,508,27,3981,14419,21401,1,17,17
64,5,6,2,/Volumes/projects/FRET-FISH/iAM594/a488_005.tif,/Volumes/projects/FRET-FISH/iAM594/a594_005.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_005.tif,347,452,29,343,455,27,2627,2578,11288,2,18,18
65,5,7,2,/Volumes/projects/FRET-FISH/iAM594/a488_005.tif,/Volumes/projects/FRET-FISH/iAM594/a594_005.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_005.tif,839,442,34,837,444,32,1681,1997,7521,1,4,4
65,5,7,2,/Volumes/projects/FRET-FISH/iAM594/a488_005.tif,/Volumes/projects/FRET-FISH/iAM594/a594_005.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_005.tif,827,456,27,826,461,25,1859,1818,12051,2,8.48528099060059,8.48528099060059
66,5,8,2,/Volumes/projects/FRET-FISH/iAM594/a488_005.tif,/Volumes/projects/FRET-FISH/iAM594/a594_005.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_005.tif,632,542,29,630,545,27,2170,2221,9134,1,30.870698928833,30.870698928833
66,5,8,2,/Volumes/projects/FRET-FISH/iAM594/a488_005.tif,/Volumes/projects/FRET-FISH/iAM594/a594_005.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_005.tif,606,577,30,602,579,28,2154,2158,9559,2,21.2132034301758,21.2132034301758
67,5,9,2,/Volumes/projects/FRET-FISH/iAM594/a488_005.tif,/Volumes/projects/FRET-FISH/iAM594/a594_005.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_005.tif,784,760,23,779,756,22,1812,1714,6630,1,47.1274871826172,47.1274871826172
67,5,9,2,/Volumes/projects/FRET-FISH/iAM594/a488_005.tif,/Volumes/projects/FRET-FISH/iAM594/a594_005.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_005.tif,796,740,26,791,739,24,1802,2141,12867,2,41.1946601867676,41.1946601867676
68,5,10,2,/Volumes/projects/FRET-FISH/iAM594/a488_005.tif,/Volumes/projects/FRET-FISH/iAM594/a594_005.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_005.tif,577,830,29,573,827,27,1826,2258,14775,1,5,5
68,5,10,2,/Volumes/projects/FRET-FISH/iAM594/a488_005.tif,/Volumes/projects/FRET-FISH/iAM594/a594_005.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_005.tif,581,772,23,582,772,26,2776,8911,6463,2,21.0950222015381,21.0950222015381
69,5,11,2,/Volumes/projects/FRET-FISH/iAM594/a488_005.tif,/Volumes/projects/FRET-FISH/iAM594/a594_005.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_005.tif,266,817,33,266,820,31,2072,2366,7158,1,29.7321376800537,29.7321376800537
69,5,11,2,/Volumes/projects/FRET-FISH/iAM594/a488_005.tif,/Volumes/projects/FRET-FISH/iAM594/a594_005.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_005.tif,260,776,25,261,776,22,2027,2815,20191,2,14.3178215026855,14.3178215026855
70,5,12,2,/Volumes/projects/FRET-FISH/iAM594/a488_005.tif,/Volumes/projects/FRET-FISH/iAM594/a594_005.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_005.tif,484,914,24,487,918,26,2374,6926,3662,1,7.28010988235474,7.28010988235474
70,5,12,2,/Volumes/projects/FRET-FISH/iAM594/a488_005.tif,/Volumes/projects/FRET-FISH/iAM594/a594_005.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_005.tif,580,909,31,575,908,29,1982,1975,8415,2,24.6981773376465,24.6981773376465
71,6,1,2,/Volumes/projects/FRET-FISH/iAM594/a488_006.tif,/Volumes/projects/FRET-FISH/iAM594/a594_006.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_006.tif,561,106,25,565,109,23,1735,1821,3723,1,26.8328151702881,26.8328151702881
71,6,1,2,/Volumes/projects/FRET-FISH/iAM594/a488_006.tif,/Volumes/projects/FRET-FISH/iAM594/a594_006.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_006.tif,558,130,28,562,135,27,2134,1930,3621,2,38.8973007202148,38.8973007202148
76,6,6,2,/Volumes/projects/FRET-FISH/iAM594/a488_006.tif,/Volumes/projects/FRET-FISH/iAM594/a594_006.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_006.tif,286,493,23,283,493,23,4313,17207,25885,1,7,7
76,6,6,2,/Volumes/projects/FRET-FISH/iAM594/a488_006.tif,/Volumes/projects/FRET-FISH/iAM594/a594_006.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_006.tif,264,442,23,267,439,25,1898,2218,15635,2,22.3606796264648,22.3606796264648
77,6,7,2,/Volumes/projects/FRET-FISH/iAM594/a488_006.tif,/Volumes/projects/FRET-FISH/iAM594/a594_006.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_006.tif,526,562,23,530,560,25,2031,2000,4388,1,42.296573638916,42.296573638916
77,6,7,2,/Volumes/projects/FRET-FISH/iAM594/a488_006.tif,/Volumes/projects/FRET-FISH/iAM594/a594_006.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_006.tif,546,557,31,547,557,34,2539,6092,3833,2,33.6005935668945,33.6005935668945
78,6,8,2,/Volumes/projects/FRET-FISH/iAM594/a488_006.tif,/Volumes/projects/FRET-FISH/iAM594/a594_006.tif,/Volumes/projects/FRET-FISH/iAM594/a488fret_006.tif,652,653,24,649,656,22,2076,2841,12360,1,25.059928894043,25.059928894043
