nuclei,fov,original_nuclei,n_pairs,DonorFile,AcceptorFile,FretFile,X_A,Y_A,Z_A,X_D,Y_D,Z_D,Fret,Acceptor,Donor,Pair,dlamin_A,dlamin_D
81,9,4,2,/Volumes/projects/FRET-FISH/iAM602/a488_009.tif,/Volumes/projects/FRET-FISH/iAM602/a594_009.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_009.tif,387,423,14,384,423,15,2389,4813,8241,2,45.1884956359863,45.1884956359863
82,9,5,2,/Volumes/projects/FRET-FISH/iAM602/a488_009.tif,/Volumes/projects/FRET-FISH/iAM602/a594_009.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_009.tif,625,518,21,627,524,20,2456,3140,8537,1,19.6977157592773,19.6977157592773
82,9,5,2,/Volumes/projects/FRET-FISH/iAM602/a488_009.tif,/Volumes/projects/FRET-FISH/iAM602/a594_009.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_009.tif,620,533,15,615,532,13,3858,13046,4289,2,9.43398094177246,9.43398094177246
84,9,7,2,/Volumes/projects/FRET-FISH/iAM602/a488_009.tif,/Volumes/projects/FRET-FISH/iAM602/a594_009.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_009.tif,433,542,16,437,538,15,2587,5690,3292,1,20.3960781097412,20.3960781097412
84,9,7,2,/Volumes/projects/FRET-FISH/iAM602/a488_009.tif,/Volumes/projects/FRET-FISH/iAM602/a594_009.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_009.tif,486,487,17,480,490,17,2378,2698,3422,2,17.2626762390137,17.2626762390137
85,9,8,2,/Volumes/projects/FRET-FISH/iAM602/a488_009.tif,/Volumes/projects/FRET-FISH/iAM602/a594_009.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_009.tif,167,714,20,169,711,19,2379,5310,7709,1,13.4536237716675,13.4536237716675
85,9,8,2,/Volumes/projects/FRET-FISH/iAM602/a488_009.tif,/Volumes/projects/FRET-FISH/iAM602/a594_009.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_009.tif,137,664,19,133,667,17,2274,2867,7394,2,31,31
86,9,9,2,/Volumes/projects/FRET-FISH/iAM602/a488_009.tif,/Volumes/projects/FRET-FISH/iAM602/a594_009.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_009.tif,623,646,14,618,649,14,2773,8668,10933,1,11,11
86,9,9,2,/Volumes/projects/FRET-FISH/iAM602/a488_009.tif,/Volumes/projects/FRET-FISH/iAM602/a594_009.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_009.tif,580,654,18,585,653,16,2382,3093,13583,2,9.89949512481689,9.89949512481689
87,9,10,2,/Volumes/projects/FRET-FISH/iAM602/a488_009.tif,/Volumes/projects/FRET-FISH/iAM602/a594_009.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_009.tif,297,881,14,294,883,15,2599,8429,11220,1,6,6
87,9,10,2,/Volumes/projects/FRET-FISH/iAM602/a488_009.tif,/Volumes/projects/FRET-FISH/iAM602/a594_009.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_009.tif,288,845,15,293,841,14,2054,2324,2997,2,13.6014709472656,13.6014709472656
89,10,2,2,/Volumes/projects/FRET-FISH/iAM602/a488_010.tif,/Volumes/projects/FRET-FISH/iAM602/a594_010.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_010.tif,814,270,23,817,267,21,1965,2450,6547,1,12,12
89,10,2,2,/Volumes/projects/FRET-FISH/iAM602/a488_010.tif,/Volumes/projects/FRET-FISH/iAM602/a594_010.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_010.tif,776,281,23,774,287,23,2322,2613,6980,2,29.068883895874,29.068883895874
92,10,5,2,/Volumes/projects/FRET-FISH/iAM602/a488_010.tif,/Volumes/projects/FRET-FISH/iAM602/a594_010.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_010.tif,478,504,15,483,504,14,3528,10398,3668,1,38.4707679748535,38.4707679748535
92,10,5,2,/Volumes/projects/FRET-FISH/iAM602/a488_010.tif,/Volumes/projects/FRET-FISH/iAM602/a594_010.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_010.tif,482,499,24,475,499,24,2399,2699,3662,2,34,34
94,10,7,2,/Volumes/projects/FRET-FISH/iAM602/a488_010.tif,/Volumes/projects/FRET-FISH/iAM602/a594_010.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_010.tif,174,764,14,170,765,15,2829,9879,10572,1,9.84885787963867,9.84885787963867
94,10,7,2,/Volumes/projects/FRET-FISH/iAM602/a488_010.tif,/Volumes/projects/FRET-FISH/iAM602/a594_010.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_010.tif,223,748,17,219,747,19,2670,6448,4848,2,5.38516473770142,5.38516473770142
97,11,2,2,/Volumes/projects/FRET-FISH/iAM602/a488_011.tif,/Volumes/projects/FRET-FISH/iAM602/a594_011.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_011.tif,136,224,15,136,219,13,1946,2567,2798,1,28.6356430053711,28.6356430053711
97,11,2,2,/Volumes/projects/FRET-FISH/iAM602/a488_011.tif,/Volumes/projects/FRET-FISH/iAM602/a594_011.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_011.tif,89,197,17,88,192,15,2760,7092,4663,2,14.7648229598999,14.7648229598999
98,11,3,2,/Volumes/projects/FRET-FISH/iAM602/a488_011.tif,/Volumes/projects/FRET-FISH/iAM602/a594_011.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_011.tif,413,337,22,418,336,23,2579,7059,3164,1,12.0415945053101,12.0415945053101
98,11,3,2,/Volumes/projects/FRET-FISH/iAM602/a488_011.tif,/Volumes/projects/FRET-FISH/iAM602/a594_011.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_011.tif,427,290,17,427,297,17,2310,6143,3117,2,4.4721360206604,4.4721360206604
99,11,4,2,/Volumes/projects/FRET-FISH/iAM602/a488_011.tif,/Volumes/projects/FRET-FISH/iAM602/a594_011.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_011.tif,416,500,16,413,499,18,2675,6970,8962,1,20.0249843597412,20.0249843597412
99,11,4,2,/Volumes/projects/FRET-FISH/iAM602/a488_011.tif,/Volumes/projects/FRET-FISH/iAM602/a594_011.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_011.tif,376,432,15,380,429,13,2240,3589,3132,2,38.4707679748535,38.4707679748535
100,11,5,2,/Volumes/projects/FRET-FISH/iAM602/a488_011.tif,/Volumes/projects/FRET-FISH/iAM602/a594_011.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_011.tif,732,558,19,738,557,19,2072,4737,5309,1,4.4721360206604,4.4721360206604
100,11,5,2,/Volumes/projects/FRET-FISH/iAM602/a488_011.tif,/Volumes/projects/FRET-FISH/iAM602/a594_011.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_011.tif,751,510,17,751,511,14,1959,2727,3582,2,32.6496543884277,32.6496543884277
102,11,7,2,/Volumes/projects/FRET-FISH/iAM602/a488_011.tif,/Volumes/projects/FRET-FISH/iAM602/a594_011.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_011.tif,743,749,21,744,752,23,1816,4169,3211,1,7.21110248565674,7.21110248565674
102,11,7,2,/Volumes/projects/FRET-FISH/iAM602/a488_011.tif,/Volumes/projects/FRET-FISH/iAM602/a594_011.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_011.tif,680,734,18,685,735,16,1747,2162,3488,2,17.4642486572266,17.4642486572266
105,12,2,2,/Volumes/projects/FRET-FISH/iAM602/a488_012.tif,/Volumes/projects/FRET-FISH/iAM602/a594_012.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_012.tif,521,190,20,525,193,22,1939,2435,8215,1,17.4642486572266,17.4642486572266
105,12,2,2,/Volumes/projects/FRET-FISH/iAM602/a488_012.tif,/Volumes/projects/FRET-FISH/iAM602/a594_012.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_012.tif,564,154,18,560,157,16,2052,5338,3778,2,11.7046995162964,11.7046995162964
108,12,5,2,/Volumes/projects/FRET-FISH/iAM602/a488_012.tif,/Volumes/projects/FRET-FISH/iAM602/a594_012.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_012.tif,167,335,16,164,332,18,2950,11237,7947,1,8.48528099060059,8.48528099060059
108,12,5,2,/Volumes/projects/FRET-FISH/iAM602/a488_012.tif,/Volumes/projects/FRET-FISH/iAM602/a594_012.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_012.tif,110,353,19,110,354,22,2760,7687,3530,2,39.8246154785156,39.8246154785156
110,12,7,2,/Volumes/projects/FRET-FISH/iAM602/a488_012.tif,/Volumes/projects/FRET-FISH/iAM602/a594_012.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_012.tif,412,516,17,414,522,17,2025,3780,11912,1,4,4
110,12,7,2,/Volumes/projects/FRET-FISH/iAM602/a488_012.tif,/Volumes/projects/FRET-FISH/iAM602/a594_012.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_012.tif,382,527,18,382,527,15,2371,2594,3695,2,9.84885787963867,9.84885787963867
112,12,9,2,/Volumes/projects/FRET-FISH/iAM602/a488_012.tif,/Volumes/projects/FRET-FISH/iAM602/a594_012.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_012.tif,163,730,19,167,728,21,2665,7478,2973,1,16.4924221038818,16.4924221038818
112,12,9,2,/Volumes/projects/FRET-FISH/iAM602/a488_012.tif,/Volumes/projects/FRET-FISH/iAM602/a594_012.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_012.tif,189,748,16,189,743,14,2286,2344,2974,2,37.161808013916,37.161808013916
113,12,10,2,/Volumes/projects/FRET-FISH/iAM602/a488_012.tif,/Volumes/projects/FRET-FISH/iAM602/a594_012.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_012.tif,230,863,15,230,869,16,2655,4685,9258,1,22.8035087585449,22.8035087585449
113,12,10,2,/Volumes/projects/FRET-FISH/iAM602/a488_012.tif,/Volumes/projects/FRET-FISH/iAM602/a594_012.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_012.tif,198,841,20,197,836,22,2111,2441,3146,2,29,29
119,13,6,2,/Volumes/projects/FRET-FISH/iAM602/a488_013.tif,/Volumes/projects/FRET-FISH/iAM602/a594_013.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_013.tif,796,658,22,793,660,24,2330,5154,5477,1,30.066593170166,30.066593170166
119,13,6,2,/Volumes/projects/FRET-FISH/iAM602/a488_013.tif,/Volumes/projects/FRET-FISH/iAM602/a594_013.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_013.tif,815,607,25,819,608,23,2316,3347,13274,2,8,8
121,13,8,2,/Volumes/projects/FRET-FISH/iAM602/a488_013.tif,/Volumes/projects/FRET-FISH/iAM602/a594_013.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_013.tif,191,754,30,188,758,28,2210,3318,10388,1,19.9248580932617,19.9248580932617
121,13,8,2,/Volumes/projects/FRET-FISH/iAM602/a488_013.tif,/Volumes/projects/FRET-FISH/iAM602/a594_013.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_013.tif,248,726,27,248,726,30,2690,6598,3936,2,37.3363075256348,37.3363075256348
122,13,9,2,/Volumes/projects/FRET-FISH/iAM602/a488_013.tif,/Volumes/projects/FRET-FISH/iAM602/a594_013.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_013.tif,76,791,17,78,788,19,2092,2183,6569,1,40.4598579406738,40.4598579406738
122,13,9,2,/Volumes/projects/FRET-FISH/iAM602/a488_013.tif,/Volumes/projects/FRET-FISH/iAM602/a594_013.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_013.tif,94,758,15,91,764,15,2124,2514,3111,2,3.16227769851685,3.16227769851685
123,13,10,2,/Volumes/projects/FRET-FISH/iAM602/a488_013.tif,/Volumes/projects/FRET-FISH/iAM602/a594_013.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_013.tif,385,879,18,382,882,16,1983,2599,6693,1,36.4005508422852,36.4005508422852
123,13,10,2,/Volumes/projects/FRET-FISH/iAM602/a488_013.tif,/Volumes/projects/FRET-FISH/iAM602/a594_013.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_013.tif,369,854,17,369,854,20,2521,7999,3483,2,17.4642486572266,17.4642486572266
124,14,1,2,/Volumes/projects/FRET-FISH/iAM602/a488_014.tif,/Volumes/projects/FRET-FISH/iAM602/a594_014.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_014.tif,415,108,18,418,113,17,2668,7932,3159,1,39.6988677978516,39.6988677978516
124,14,1,2,/Volumes/projects/FRET-FISH/iAM602/a488_014.tif,/Volumes/projects/FRET-FISH/iAM602/a594_014.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_014.tif,413,120,25,413,125,27,2015,2596,3130,2,29.8328685760498,29.8328685760498
125,14,2,2,/Volumes/projects/FRET-FISH/iAM602/a488_014.tif,/Volumes/projects/FRET-FISH/iAM602/a594_014.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_014.tif,193,128,24,191,130,22,2033,2405,5152,1,19.7230834960938,19.7230834960938
125,14,2,2,/Volumes/projects/FRET-FISH/iAM602/a488_014.tif,/Volumes/projects/FRET-FISH/iAM602/a594_014.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_014.tif,198,95,23,197,95,26,2484,3934,2957,2,20.1246109008789,20.1246109008789
126,14,3,2,/Volumes/projects/FRET-FISH/iAM602/a488_014.tif,/Volumes/projects/FRET-FISH/iAM602/a594_014.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_014.tif,510,271,18,506,268,16,2217,3130,12405,1,26.4007568359375,26.4007568359375
126,14,3,2,/Volumes/projects/FRET-FISH/iAM602/a488_014.tif,/Volumes/projects/FRET-FISH/iAM602/a594_014.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_014.tif,605,232,20,605,233,23,1970,2365,3016,2,21.0950222015381,21.0950222015381
127,14,4,2,/Volumes/projects/FRET-FISH/iAM602/a488_014.tif,/Volumes/projects/FRET-FISH/iAM602/a594_014.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_014.tif,494,447,17,496,447,15,2204,3025,13247,1,8.5440034866333,8.5440034866333
127,14,4,2,/Volumes/projects/FRET-FISH/iAM602/a488_014.tif,/Volumes/projects/FRET-FISH/iAM602/a594_014.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_014.tif,569,419,22,565,416,20,1987,2277,3761,2,13.152946472168,13.152946472168
129,14,6,2,/Volumes/projects/FRET-FISH/iAM602/a488_014.tif,/Volumes/projects/FRET-FISH/iAM602/a594_014.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_014.tif,771,637,21,767,637,19,2061,2418,8777,1,9.43398094177246,9.43398094177246
129,14,6,2,/Volumes/projects/FRET-FISH/iAM602/a488_014.tif,/Volumes/projects/FRET-FISH/iAM602/a594_014.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_014.tif,791,636,16,790,631,14,1640,2021,3483,2,18.1107711791992,18.1107711791992
130,14,7,2,/Volumes/projects/FRET-FISH/iAM602/a488_014.tif,/Volumes/projects/FRET-FISH/iAM602/a594_014.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_014.tif,615,647,15,613,643,13,2349,4760,7502,1,8.9442720413208,8.9442720413208
130,14,7,2,/Volumes/projects/FRET-FISH/iAM602/a488_014.tif,/Volumes/projects/FRET-FISH/iAM602/a594_014.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_014.tif,566,611,17,565,611,14,1736,2292,3366,2,36.2353401184082,36.2353401184082
131,14,8,2,/Volumes/projects/FRET-FISH/iAM602/a488_014.tif,/Volumes/projects/FRET-FISH/iAM602/a594_014.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_014.tif,401,893,13,405,897,14,1783,2325,4140,1,27.1661548614502,27.1661548614502
131,14,8,2,/Volumes/projects/FRET-FISH/iAM602/a488_014.tif,/Volumes/projects/FRET-FISH/iAM602/a594_014.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_014.tif,467,936,16,463,933,18,3096,11450,9334,2,2.82842707633972,2.82842707633972
134,15,3,2,/Volumes/projects/FRET-FISH/iAM602/a488_015.tif,/Volumes/projects/FRET-FISH/iAM602/a594_015.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_015.tif,165,250,17,162,250,18,3667,18955,15820,1,13.0384044647217,13.0384044647217
134,15,3,2,/Volumes/projects/FRET-FISH/iAM602/a488_015.tif,/Volumes/projects/FRET-FISH/iAM602/a594_015.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_015.tif,125,226,18,124,226,21,2245,3216,3205,2,24.3310508728027,24.3310508728027
135,15,4,2,/Volumes/projects/FRET-FISH/iAM602/a488_015.tif,/Volumes/projects/FRET-FISH/iAM602/a594_015.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_015.tif,718,280,20,719,279,18,2270,3876,14558,1,7,7
135,15,4,2,/Volumes/projects/FRET-FISH/iAM602/a488_015.tif,/Volumes/projects/FRET-FISH/iAM602/a594_015.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_015.tif,702,240,15,702,239,18,2118,2489,3581,2,21.931713104248,21.931713104248
138,15,7,2,/Volumes/projects/FRET-FISH/iAM602/a488_015.tif,/Volumes/projects/FRET-FISH/iAM602/a594_015.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_015.tif,544,491,16,545,489,14,2876,6075,3608,1,17,17
138,15,7,2,/Volumes/projects/FRET-FISH/iAM602/a488_015.tif,/Volumes/projects/FRET-FISH/iAM602/a594_015.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_015.tif,502,561,22,497,560,20,2398,4511,12999,2,32.5729942321777,32.5729942321777
139,15,8,2,/Volumes/projects/FRET-FISH/iAM602/a488_015.tif,/Volumes/projects/FRET-FISH/iAM602/a594_015.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_015.tif,322,562,23,326,566,22,2394,3983,6278,1,25,25
139,15,8,2,/Volumes/projects/FRET-FISH/iAM602/a488_015.tif,/Volumes/projects/FRET-FISH/iAM602/a594_015.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_015.tif,399,565,18,393,563,17,2721,4282,10135,2,6.70820379257202,6.70820379257202
140,15,9,2,/Volumes/projects/FRET-FISH/iAM602/a488_015.tif,/Volumes/projects/FRET-FISH/iAM602/a594_015.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_015.tif,96,559,17,92,562,15,2635,4828,10027,1,9.48683261871338,9.48683261871338
140,15,9,2,/Volumes/projects/FRET-FISH/iAM602/a488_015.tif,/Volumes/projects/FRET-FISH/iAM602/a594_015.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_015.tif,106,600,17,102,595,18,3321,8924,9127,2,34.7131080627441,34.7131080627441
142,15,11,2,/Volumes/projects/FRET-FISH/iAM602/a488_015.tif,/Volumes/projects/FRET-FISH/iAM602/a594_015.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_015.tif,194,684,18,190,685,19,2847,8326,8003,1,14.4222049713135,14.4222049713135
142,15,11,2,/Volumes/projects/FRET-FISH/iAM602/a488_015.tif,/Volumes/projects/FRET-FISH/iAM602/a594_015.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_015.tif,226,690,14,227,695,12,2455,2481,3090,2,18.6815414428711,18.6815414428711
143,15,12,2,/Volumes/projects/FRET-FISH/iAM602/a488_015.tif,/Volumes/projects/FRET-FISH/iAM602/a594_015.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_015.tif,296,847,25,292,850,23,2583,3974,9811,1,32.6496543884277,32.6496543884277
143,15,12,2,/Volumes/projects/FRET-FISH/iAM602/a488_015.tif,/Volumes/projects/FRET-FISH/iAM602/a594_015.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_015.tif,276,908,21,276,908,18,2192,2781,6662,2,9.05538558959961,9.05538558959961
144,15,13,2,/Volumes/projects/FRET-FISH/iAM602/a488_015.tif,/Volumes/projects/FRET-FISH/iAM602/a594_015.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_015.tif,486,911,19,487,917,20,2431,4775,9275,1,51.2445106506348,51.2445106506348
144,15,13,2,/Volumes/projects/FRET-FISH/iAM602/a488_015.tif,/Volumes/projects/FRET-FISH/iAM602/a594_015.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_015.tif,485,943,19,481,940,21,2088,4841,4558,2,33.5261077880859,33.5261077880859
145,16,1,2,/Volumes/projects/FRET-FISH/iAM602/a488_016.tif,/Volumes/projects/FRET-FISH/iAM602/a594_016.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_016.tif,247,86,18,249,92,17,2869,4932,3403,1,39.3573379516602,39.3573379516602
145,16,1,2,/Volumes/projects/FRET-FISH/iAM602/a488_016.tif,/Volumes/projects/FRET-FISH/iAM602/a594_016.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_016.tif,243,92,29,243,91,26,2249,2349,4371,2,43.3243598937988,43.3243598937988
146,16,2,2,/Volumes/projects/FRET-FISH/iAM602/a488_016.tif,/Volumes/projects/FRET-FISH/iAM602/a594_016.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_016.tif,408,184,21,405,180,19,2809,3400,16065,1,12.806248664856,12.806248664856
146,16,2,2,/Volumes/projects/FRET-FISH/iAM602/a488_016.tif,/Volumes/projects/FRET-FISH/iAM602/a594_016.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_016.tif,400,246,14,395,246,16,2451,6107,3486,2,23.7065391540527,23.7065391540527
147,16,3,2,/Volumes/projects/FRET-FISH/iAM602/a488_016.tif,/Volumes/projects/FRET-FISH/iAM602/a594_016.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_016.tif,601,248,14,603,242,15,1783,2466,3203,1,19.2093734741211,19.2093734741211
147,16,3,2,/Volumes/projects/FRET-FISH/iAM602/a488_016.tif,/Volumes/projects/FRET-FISH/iAM602/a594_016.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_016.tif,645,247,19,650,251,20,1786,2241,12731,2,7.21110248565674,7.21110248565674
148,16,4,2,/Volumes/projects/FRET-FISH/iAM602/a488_016.tif,/Volumes/projects/FRET-FISH/iAM602/a594_016.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_016.tif,1000,476,17,995,473,18,1827,4653,5192,1,3.16227769851685,3.16227769851685
148,16,4,2,/Volumes/projects/FRET-FISH/iAM602/a488_016.tif,/Volumes/projects/FRET-FISH/iAM602/a594_016.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_016.tif,933,408,21,928,412,22,1645,2315,6622,2,14.4222049713135,14.4222049713135
150,16,6,2,/Volumes/projects/FRET-FISH/iAM602/a488_016.tif,/Volumes/projects/FRET-FISH/iAM602/a594_016.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_016.tif,392,513,22,395,516,20,2516,3915,9035,1,8.06225776672363,8.06225776672363
150,16,6,2,/Volumes/projects/FRET-FISH/iAM602/a488_016.tif,/Volumes/projects/FRET-FISH/iAM602/a594_016.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_016.tif,361,476,18,362,476,21,1950,2401,2976,2,10.7703294754028,10.7703294754028
151,16,7,2,/Volumes/projects/FRET-FISH/iAM602/a488_016.tif,/Volumes/projects/FRET-FISH/iAM602/a594_016.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_016.tif,605,604,23,610,606,22,2899,8384,4282,1,18,18
151,16,7,2,/Volumes/projects/FRET-FISH/iAM602/a488_016.tif,/Volumes/projects/FRET-FISH/iAM602/a594_016.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_016.tif,609,543,21,604,542,19,1955,2516,3669,2,17,17
152,16,8,2,/Volumes/projects/FRET-FISH/iAM602/a488_016.tif,/Volumes/projects/FRET-FISH/iAM602/a594_016.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_016.tif,831,658,22,827,655,20,1966,2496,11537,1,7.81024980545044,7.81024980545044
152,16,8,2,/Volumes/projects/FRET-FISH/iAM602/a488_016.tif,/Volumes/projects/FRET-FISH/iAM602/a594_016.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_016.tif,765,614,21,761,611,19,2026,2469,3452,2,38.9101524353027,38.9101524353027
153,16,9,2,/Volumes/projects/FRET-FISH/iAM602/a488_016.tif,/Volumes/projects/FRET-FISH/iAM602/a594_016.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_016.tif,225,740,17,222,744,19,2872,6544,3805,1,7.07106781005859,7.07106781005859
153,16,9,2,/Volumes/projects/FRET-FISH/iAM602/a488_016.tif,/Volumes/projects/FRET-FISH/iAM602/a594_016.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_016.tif,259,748,16,264,749,14,2096,2199,3010,2,9.84885787963867,9.84885787963867
155,16,11,2,/Volumes/projects/FRET-FISH/iAM602/a488_016.tif,/Volumes/projects/FRET-FISH/iAM602/a594_016.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_016.tif,348,926,21,346,923,19,2210,4169,16252,1,11.1803398132324,11.1803398132324
155,16,11,2,/Volumes/projects/FRET-FISH/iAM602/a488_016.tif,/Volumes/projects/FRET-FISH/iAM602/a594_016.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_016.tif,305,876,19,304,881,21,2457,4510,3074,2,23.0867919921875,23.0867919921875
156,16,12,2,/Volumes/projects/FRET-FISH/iAM602/a488_016.tif,/Volumes/projects/FRET-FISH/iAM602/a594_016.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_016.tif,904,952,19,899,948,19,2180,8626,3779,1,4,4
156,16,12,2,/Volumes/projects/FRET-FISH/iAM602/a488_016.tif,/Volumes/projects/FRET-FISH/iAM602/a594_016.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_016.tif,861,906,36,861,907,33,2846,2149,2983,2,39.9624824523926,39.9624824523926
158,17,2,2,/Volumes/projects/FRET-FISH/iAM602/a488_017.tif,/Volumes/projects/FRET-FISH/iAM602/a594_017.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_017.tif,174,198,23,171,197,23,3040,9641,10376,1,39.217342376709,39.217342376709
158,17,2,2,/Volumes/projects/FRET-FISH/iAM602/a488_017.tif,/Volumes/projects/FRET-FISH/iAM602/a594_017.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_017.tif,201,216,16,206,212,17,2259,2832,3271,2,25.4950981140137,25.4950981140137
159,17,3,2,/Volumes/projects/FRET-FISH/iAM602/a488_017.tif,/Volumes/projects/FRET-FISH/iAM602/a594_017.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_017.tif,707,292,24,704,293,22,2556,8107,13683,1,17,17
159,17,3,2,/Volumes/projects/FRET-FISH/iAM602/a488_017.tif,/Volumes/projects/FRET-FISH/iAM602/a594_017.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_017.tif,721,289,15,719,283,16,1962,2866,3713,2,31,31
160,17,4,2,/Volumes/projects/FRET-FISH/iAM602/a488_017.tif,/Volumes/projects/FRET-FISH/iAM602/a594_017.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_017.tif,342,362,20,342,359,22,2578,6332,8865,1,10.2956304550171,10.2956304550171
160,17,4,2,/Volumes/projects/FRET-FISH/iAM602/a488_017.tif,/Volumes/projects/FRET-FISH/iAM602/a594_017.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_017.tif,403,321,17,400,324,15,2141,3338,7099,2,11.1803398132324,11.1803398132324
