nuclei,fov,original_nuclei,n_pairs,DonorFile,AcceptorFile,FretFile,X_A,Y_A,Z_A,X_D,Y_D,Z_D,Fret,Acceptor,Donor,Pair,dlamin_A,dlamin_D
11,2,1,2,/Volumes/projects/FRET-FISH/iAM602/a488_002.tif,/Volumes/projects/FRET-FISH/iAM602/a594_002.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_002.tif,180,162,13,175,162,14,3442,7121,9865,1,5.38516473770142,5.38516473770142
11,2,1,2,/Volumes/projects/FRET-FISH/iAM602/a488_002.tif,/Volumes/projects/FRET-FISH/iAM602/a594_002.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_002.tif,126,174,16,121,174,14,2435,4956,6021,2,23,23
12,2,2,2,/Volumes/projects/FRET-FISH/iAM602/a488_002.tif,/Volumes/projects/FRET-FISH/iAM602/a594_002.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_002.tif,301,96,13,303,90,14,2331,2361,3812,1,15.5563488006592,15.5563488006592
12,2,2,2,/Volumes/projects/FRET-FISH/iAM602/a488_002.tif,/Volumes/projects/FRET-FISH/iAM602/a594_002.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_002.tif,240,150,18,240,151,21,2717,9301,3790,2,22,22
13,2,3,2,/Volumes/projects/FRET-FISH/iAM602/a488_002.tif,/Volumes/projects/FRET-FISH/iAM602/a594_002.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_002.tif,481,241,21,475,239,22,2886,5310,6765,1,12.5299644470215,12.5299644470215
13,2,3,2,/Volumes/projects/FRET-FISH/iAM602/a488_002.tif,/Volumes/projects/FRET-FISH/iAM602/a594_002.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_002.tif,500,236,23,502,242,24,2197,3382,3355,2,20,20
16,2,6,2,/Volumes/projects/FRET-FISH/iAM602/a488_002.tif,/Volumes/projects/FRET-FISH/iAM602/a594_002.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_002.tif,726,451,30,725,448,28,2257,2628,5305,1,28.1780052185059,28.1780052185059
16,2,6,2,/Volumes/projects/FRET-FISH/iAM602/a488_002.tif,/Volumes/projects/FRET-FISH/iAM602/a594_002.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_002.tif,705,436,19,699,438,20,2616,3845,15624,2,13,13
17,2,7,2,/Volumes/projects/FRET-FISH/iAM602/a488_002.tif,/Volumes/projects/FRET-FISH/iAM602/a594_002.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_002.tif,599,572,19,600,574,21,2682,4986,9648,1,6.32455539703369,6.32455539703369
17,2,7,2,/Volumes/projects/FRET-FISH/iAM602/a488_002.tif,/Volumes/projects/FRET-FISH/iAM602/a594_002.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_002.tif,547,545,17,542,541,16,2331,2843,5185,2,24.6981773376465,24.6981773376465
20,2,10,2,/Volumes/projects/FRET-FISH/iAM602/a488_002.tif,/Volumes/projects/FRET-FISH/iAM602/a594_002.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_002.tif,737,697,15,741,701,14,2671,5820,15765,1,10,10
20,2,10,2,/Volumes/projects/FRET-FISH/iAM602/a488_002.tif,/Volumes/projects/FRET-FISH/iAM602/a594_002.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_002.tif,734,762,13,731,768,13,2554,2427,3611,2,23,23
23,3,1,2,/Volumes/projects/FRET-FISH/iAM602/a488_003.tif,/Volumes/projects/FRET-FISH/iAM602/a594_003.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_003.tif,842,134,19,837,134,17,1994,2251,5079,1,4,4
23,3,1,2,/Volumes/projects/FRET-FISH/iAM602/a488_003.tif,/Volumes/projects/FRET-FISH/iAM602/a594_003.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_003.tif,772,152,17,777,152,15,2129,2576,3069,2,23.7697277069092,23.7697277069092
25,3,3,2,/Volumes/projects/FRET-FISH/iAM602/a488_003.tif,/Volumes/projects/FRET-FISH/iAM602/a594_003.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_003.tif,675,443,19,669,444,18,2043,2386,8322,1,11.3137083053589,11.3137083053589
25,3,3,2,/Volumes/projects/FRET-FISH/iAM602/a488_003.tif,/Volumes/projects/FRET-FISH/iAM602/a594_003.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_003.tif,724,431,16,720,436,17,1970,2475,3446,2,27.892650604248,27.892650604248
26,3,4,2,/Volumes/projects/FRET-FISH/iAM602/a488_003.tif,/Volumes/projects/FRET-FISH/iAM602/a594_003.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_003.tif,365,459,21,360,460,23,3122,10154,4828,1,6.32455539703369,6.32455539703369
26,3,4,2,/Volumes/projects/FRET-FISH/iAM602/a488_003.tif,/Volumes/projects/FRET-FISH/iAM602/a594_003.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_003.tif,334,523,15,341,523,15,2230,2645,3375,2,22.2036037445068,22.2036037445068
28,3,6,2,/Volumes/projects/FRET-FISH/iAM602/a488_003.tif,/Volumes/projects/FRET-FISH/iAM602/a594_003.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_003.tif,811,531,26,811,528,24,2018,2528,7833,1,44,44
28,3,6,2,/Volumes/projects/FRET-FISH/iAM602/a488_003.tif,/Volumes/projects/FRET-FISH/iAM602/a594_003.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_003.tif,786,531,20,782,530,22,2035,3539,3271,2,19,19
32,3,10,2,/Volumes/projects/FRET-FISH/iAM602/a488_003.tif,/Volumes/projects/FRET-FISH/iAM602/a594_003.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_003.tif,952,844,17,949,839,16,2157,3069,3084,1,32.8937683105469,32.8937683105469
32,3,10,2,/Volumes/projects/FRET-FISH/iAM602/a488_003.tif,/Volumes/projects/FRET-FISH/iAM602/a594_003.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_003.tif,999,845,29,995,847,27,1713,2554,6270,2,24,24
34,4,2,2,/Volumes/projects/FRET-FISH/iAM602/a488_004.tif,/Volumes/projects/FRET-FISH/iAM602/a594_004.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_004.tif,842,200,22,842,205,20,2160,2396,6601,1,25.4950981140137,25.4950981140137
34,4,2,2,/Volumes/projects/FRET-FISH/iAM602/a488_004.tif,/Volumes/projects/FRET-FISH/iAM602/a594_004.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_004.tif,831,176,26,826,176,24,2061,2437,6421,2,18.0277557373047,18.0277557373047
35,4,3,2,/Volumes/projects/FRET-FISH/iAM602/a488_004.tif,/Volumes/projects/FRET-FISH/iAM602/a594_004.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_004.tif,464,377,30,461,374,28,2311,3945,7997,1,42.7200202941895,42.7200202941895
35,4,3,2,/Volumes/projects/FRET-FISH/iAM602/a488_004.tif,/Volumes/projects/FRET-FISH/iAM602/a594_004.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_004.tif,452,369,23,448,366,21,2408,3143,6438,2,47.8016738891602,47.8016738891602
38,4,6,2,/Volumes/projects/FRET-FISH/iAM602/a488_004.tif,/Volumes/projects/FRET-FISH/iAM602/a594_004.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_004.tif,604,727,19,602,728,19,2876,12573,16367,1,3,3
38,4,6,2,/Volumes/projects/FRET-FISH/iAM602/a488_004.tif,/Volumes/projects/FRET-FISH/iAM602/a594_004.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_004.tif,603,740,28,601,743,26,1983,2746,6511,2,16,16
39,4,7,2,/Volumes/projects/FRET-FISH/iAM602/a488_004.tif,/Volumes/projects/FRET-FISH/iAM602/a594_004.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_004.tif,433,855,16,438,851,16,2629,6626,3463,1,10.4403066635132,10.4403066635132
39,4,7,2,/Volumes/projects/FRET-FISH/iAM602/a488_004.tif,/Volumes/projects/FRET-FISH/iAM602/a594_004.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_004.tif,422,915,18,424,909,19,2052,2426,13544,2,22,22
40,5,1,2,/Volumes/projects/FRET-FISH/iAM602/a488_005.tif,/Volumes/projects/FRET-FISH/iAM602/a594_005.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_005.tif,668,246,16,665,251,17,2022,2750,7359,1,27.2029418945312,27.2029418945312
40,5,1,2,/Volumes/projects/FRET-FISH/iAM602/a488_005.tif,/Volumes/projects/FRET-FISH/iAM602/a594_005.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_005.tif,663,242,26,660,248,26,2106,2903,7110,2,27.2029418945312,27.2029418945312
41,5,2,2,/Volumes/projects/FRET-FISH/iAM602/a488_005.tif,/Volumes/projects/FRET-FISH/iAM602/a594_005.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_005.tif,408,194,22,408,194,20,2276,3332,11110,1,4,4
41,5,2,2,/Volumes/projects/FRET-FISH/iAM602/a488_005.tif,/Volumes/projects/FRET-FISH/iAM602/a594_005.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_005.tif,365,230,18,362,234,16,1813,2589,9241,2,16.2788200378418,16.2788200378418
45,5,6,2,/Volumes/projects/FRET-FISH/iAM602/a488_005.tif,/Volumes/projects/FRET-FISH/iAM602/a594_005.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_005.tif,368,684,17,373,685,18,1996,2476,9788,1,12.5299644470215,12.5299644470215
45,5,6,2,/Volumes/projects/FRET-FISH/iAM602/a488_005.tif,/Volumes/projects/FRET-FISH/iAM602/a594_005.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_005.tif,452,696,22,448,699,20,1850,2988,12255,2,2,2
46,5,7,2,/Volumes/projects/FRET-FISH/iAM602/a488_005.tif,/Volumes/projects/FRET-FISH/iAM602/a594_005.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_005.tif,608,787,14,603,783,15,1734,2251,3182,1,15.5563488006592,15.5563488006592
46,5,7,2,/Volumes/projects/FRET-FISH/iAM602/a488_005.tif,/Volumes/projects/FRET-FISH/iAM602/a594_005.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_005.tif,632,853,17,632,852,20,1712,2681,8360,2,12.0830459594727,12.0830459594727
47,5,8,2,/Volumes/projects/FRET-FISH/iAM602/a488_005.tif,/Volumes/projects/FRET-FISH/iAM602/a594_005.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_005.tif,357,857,22,356,857,25,2209,2864,2927,1,13.416407585144,13.416407585144
47,5,8,2,/Volumes/projects/FRET-FISH/iAM602/a488_005.tif,/Volumes/projects/FRET-FISH/iAM602/a594_005.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_005.tif,333,835,21,332,835,18,2020,2659,2903,2,14.4222049713135,14.4222049713135
49,6,2,2,/Volumes/projects/FRET-FISH/iAM602/a488_006.tif,/Volumes/projects/FRET-FISH/iAM602/a594_006.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_006.tif,754,101,22,753,97,20,2191,3646,9760,1,13.6014709472656,13.6014709472656
49,6,2,2,/Volumes/projects/FRET-FISH/iAM602/a488_006.tif,/Volumes/projects/FRET-FISH/iAM602/a594_006.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_006.tif,700,123,17,695,124,15,2211,2696,16635,2,23.0867919921875,23.0867919921875
53,6,6,2,/Volumes/projects/FRET-FISH/iAM602/a488_006.tif,/Volumes/projects/FRET-FISH/iAM602/a594_006.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_006.tif,723,661,16,725,657,18,2422,2262,11346,1,17.4928550720215,17.4928550720215
53,6,6,2,/Volumes/projects/FRET-FISH/iAM602/a488_006.tif,/Volumes/projects/FRET-FISH/iAM602/a594_006.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_006.tif,657,676,13,652,675,15,2704,2506,3807,2,17.2626762390137,17.2626762390137
55,6,8,2,/Volumes/projects/FRET-FISH/iAM602/a488_006.tif,/Volumes/projects/FRET-FISH/iAM602/a594_006.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_006.tif,745,732,22,745,729,20,2487,2787,8718,1,17.4642486572266,17.4642486572266
55,6,8,2,/Volumes/projects/FRET-FISH/iAM602/a488_006.tif,/Volumes/projects/FRET-FISH/iAM602/a594_006.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_006.tif,783,765,20,786,761,18,2457,2458,7321,2,24.7588367462158,24.7588367462158
56,6,9,2,/Volumes/projects/FRET-FISH/iAM602/a488_006.tif,/Volumes/projects/FRET-FISH/iAM602/a594_006.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_006.tif,196,838,13,199,832,13,2757,2693,3720,1,30.4138126373291,30.4138126373291
56,6,9,2,/Volumes/projects/FRET-FISH/iAM602/a488_006.tif,/Volumes/projects/FRET-FISH/iAM602/a594_006.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_006.tif,248,873,14,246,879,15,3202,9203,13303,2,18.4390888214111,18.4390888214111
57,6,10,2,/Volumes/projects/FRET-FISH/iAM602/a488_006.tif,/Volumes/projects/FRET-FISH/iAM602/a594_006.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_006.tif,810,895,15,805,893,15,2752,7247,13144,1,18.3575592041016,18.3575592041016
57,6,10,2,/Volumes/projects/FRET-FISH/iAM602/a488_006.tif,/Volumes/projects/FRET-FISH/iAM602/a594_006.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_006.tif,764,938,16,765,938,13,2601,8239,3601,2,11.4017543792725,11.4017543792725
58,7,1,2,/Volumes/projects/FRET-FISH/iAM602/a488_007.tif,/Volumes/projects/FRET-FISH/iAM602/a594_007.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_007.tif,151,55,21,148,54,22,3228,7332,7425,1,15.65247631073,15.65247631073
58,7,1,2,/Volumes/projects/FRET-FISH/iAM602/a488_007.tif,/Volumes/projects/FRET-FISH/iAM602/a594_007.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_007.tif,192,86,19,191,86,22,2946,5706,3141,2,19.1049728393555,19.1049728393555
59,7,2,2,/Volumes/projects/FRET-FISH/iAM602/a488_007.tif,/Volumes/projects/FRET-FISH/iAM602/a594_007.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_007.tif,581,180,25,577,180,23,2104,3224,8088,1,40.4474983215332,40.4474983215332
59,7,2,2,/Volumes/projects/FRET-FISH/iAM602/a488_007.tif,/Volumes/projects/FRET-FISH/iAM602/a594_007.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_007.tif,543,174,21,543,174,18,2720,5871,3205,2,24.0416297912598,24.0416297912598
60,7,3,2,/Volumes/projects/FRET-FISH/iAM602/a488_007.tif,/Volumes/projects/FRET-FISH/iAM602/a594_007.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_007.tif,169,264,19,170,270,20,3069,9326,3086,1,12.806248664856,12.806248664856
60,7,3,2,/Volumes/projects/FRET-FISH/iAM602/a488_007.tif,/Volumes/projects/FRET-FISH/iAM602/a594_007.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_007.tif,211,218,16,212,218,19,2887,10222,6203,2,21.0950222015381,21.0950222015381
61,7,4,2,/Volumes/projects/FRET-FISH/iAM602/a488_007.tif,/Volumes/projects/FRET-FISH/iAM602/a594_007.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_007.tif,499,344,18,497,338,17,2613,9219,6844,1,13.8924436569214,13.8924436569214
61,7,4,2,/Volumes/projects/FRET-FISH/iAM602/a488_007.tif,/Volumes/projects/FRET-FISH/iAM602/a594_007.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_007.tif,501,292,20,496,292,18,2424,2987,6910,2,15.2315464019775,15.2315464019775
62,7,5,2,/Volumes/projects/FRET-FISH/iAM602/a488_007.tif,/Volumes/projects/FRET-FISH/iAM602/a594_007.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_007.tif,683,375,22,684,369,22,2389,2413,7844,1,20.5912609100342,20.5912609100342
62,7,5,2,/Volumes/projects/FRET-FISH/iAM602/a488_007.tif,/Volumes/projects/FRET-FISH/iAM602/a594_007.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_007.tif,689,465,19,692,462,21,2586,6138,9246,2,15.1327457427979,15.1327457427979
63,7,6,2,/Volumes/projects/FRET-FISH/iAM602/a488_007.tif,/Volumes/projects/FRET-FISH/iAM602/a594_007.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_007.tif,239,460,18,237,456,16,1931,2352,6054,1,32.5576400756836,32.5576400756836
63,7,6,2,/Volumes/projects/FRET-FISH/iAM602/a488_007.tif,/Volumes/projects/FRET-FISH/iAM602/a594_007.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_007.tif,252,442,17,252,443,14,2103,2407,7202,2,13.416407585144,13.416407585144
64,7,7,2,/Volumes/projects/FRET-FISH/iAM602/a488_007.tif,/Volumes/projects/FRET-FISH/iAM602/a594_007.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_007.tif,476,655,17,473,654,16,2659,7592,8883,1,12.3693170547485,12.3693170547485
64,7,7,2,/Volumes/projects/FRET-FISH/iAM602/a488_007.tif,/Volumes/projects/FRET-FISH/iAM602/a594_007.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_007.tif,498,665,23,499,670,21,2247,2372,3375,2,24.5967483520508,24.5967483520508
67,7,10,2,/Volumes/projects/FRET-FISH/iAM602/a488_007.tif,/Volumes/projects/FRET-FISH/iAM602/a594_007.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_007.tif,919,895,19,921,892,17,1916,2680,15152,1,34.4093017578125,34.4093017578125
67,7,10,2,/Volumes/projects/FRET-FISH/iAM602/a488_007.tif,/Volumes/projects/FRET-FISH/iAM602/a594_007.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_007.tif,946,934,23,942,936,21,1970,2573,8459,2,20,20
68,8,1,2,/Volumes/projects/FRET-FISH/iAM602/a488_008.tif,/Volumes/projects/FRET-FISH/iAM602/a594_008.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_008.tif,347,106,17,341,104,16,2682,2571,3519,1,20.5182838439941,20.5182838439941
68,8,1,2,/Volumes/projects/FRET-FISH/iAM602/a488_008.tif,/Volumes/projects/FRET-FISH/iAM602/a594_008.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_008.tif,275,97,19,270,97,17,2574,3658,9161,2,13,13
71,8,4,2,/Volumes/projects/FRET-FISH/iAM602/a488_008.tif,/Volumes/projects/FRET-FISH/iAM602/a594_008.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_008.tif,83,369,18,79,368,19,2967,6288,8915,1,35.6931381225586,35.6931381225586
71,8,4,2,/Volumes/projects/FRET-FISH/iAM602/a488_008.tif,/Volumes/projects/FRET-FISH/iAM602/a594_008.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_008.tif,42,379,24,38,382,22,2360,4033,6033,2,24.3515911102295,24.3515911102295
72,8,5,2,/Volumes/projects/FRET-FISH/iAM602/a488_008.tif,/Volumes/projects/FRET-FISH/iAM602/a594_008.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_008.tif,501,497,21,504,492,20,2213,2953,10102,1,28,28
72,8,5,2,/Volumes/projects/FRET-FISH/iAM602/a488_008.tif,/Volumes/projects/FRET-FISH/iAM602/a594_008.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_008.tif,421,546,17,422,546,20,2678,6650,4166,2,27.658634185791,27.658634185791
73,8,6,2,/Volumes/projects/FRET-FISH/iAM602/a488_008.tif,/Volumes/projects/FRET-FISH/iAM602/a594_008.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_008.tif,563,594,16,560,594,16,2743,6379,8628,1,27.2946872711182,27.2946872711182
73,8,6,2,/Volumes/projects/FRET-FISH/iAM602/a488_008.tif,/Volumes/projects/FRET-FISH/iAM602/a594_008.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_008.tif,474,615,17,469,616,15,2780,5360,23406,2,15,15
74,8,7,2,/Volumes/projects/FRET-FISH/iAM602/a488_008.tif,/Volumes/projects/FRET-FISH/iAM602/a594_008.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_008.tif,912,622,19,911,623,20,2881,9382,14596,1,9.89949512481689,9.89949512481689
74,8,7,2,/Volumes/projects/FRET-FISH/iAM602/a488_008.tif,/Volumes/projects/FRET-FISH/iAM602/a594_008.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_008.tif,903,681,20,903,675,21,1885,2105,5478,2,5.38516473770142,5.38516473770142
75,8,8,2,/Volumes/projects/FRET-FISH/iAM602/a488_008.tif,/Volumes/projects/FRET-FISH/iAM602/a594_008.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_008.tif,839,883,15,839,888,16,2100,6340,8970,1,5.38516473770142,5.38516473770142
75,8,8,2,/Volumes/projects/FRET-FISH/iAM602/a488_008.tif,/Volumes/projects/FRET-FISH/iAM602/a594_008.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_008.tif,866,824,18,860,821,18,1849,2297,3261,2,16.5529460906982,16.5529460906982
76,8,9,2,/Volumes/projects/FRET-FISH/iAM602/a488_008.tif,/Volumes/projects/FRET-FISH/iAM602/a594_008.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_008.tif,431,875,17,428,879,15,2137,2433,3276,1,25.2388591766357,25.2388591766357
76,8,9,2,/Volumes/projects/FRET-FISH/iAM602/a488_008.tif,/Volumes/projects/FRET-FISH/iAM602/a594_008.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_008.tif,390,807,12,389,802,14,2094,2220,7650,2,24.0831890106201,24.0831890106201
77,8,10,2,/Volumes/projects/FRET-FISH/iAM602/a488_008.tif,/Volumes/projects/FRET-FISH/iAM602/a594_008.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_008.tif,275,857,12,269,856,11,2623,5529,2983,1,25,25
77,8,10,2,/Volumes/projects/FRET-FISH/iAM602/a488_008.tif,/Volumes/projects/FRET-FISH/iAM602/a594_008.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_008.tif,269,838,16,265,841,18,2296,5549,3205,2,6,6
78,9,1,2,/Volumes/projects/FRET-FISH/iAM602/a488_009.tif,/Volumes/projects/FRET-FISH/iAM602/a594_009.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_009.tif,205,250,23,201,248,24,3108,6697,9277,1,33.2415390014648,33.2415390014648
78,9,1,2,/Volumes/projects/FRET-FISH/iAM602/a488_009.tif,/Volumes/projects/FRET-FISH/iAM602/a594_009.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_009.tif,180,190,18,180,191,21,3100,6827,3332,2,9.21954441070557,9.21954441070557
79,9,2,2,/Volumes/projects/FRET-FISH/iAM602/a488_009.tif,/Volumes/projects/FRET-FISH/iAM602/a594_009.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_009.tif,524,272,25,521,274,23,2531,5635,5910,1,44.2040710449219,44.2040710449219
79,9,2,2,/Volumes/projects/FRET-FISH/iAM602/a488_009.tif,/Volumes/projects/FRET-FISH/iAM602/a594_009.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_009.tif,529,242,16,529,243,13,3229,13310,3457,2,27.4590606689453,27.4590606689453
81,9,4,2,/Volumes/projects/FRET-FISH/iAM602/a488_009.tif,/Volumes/projects/FRET-FISH/iAM602/a594_009.tif,/Volumes/projects/FRET-FISH/iAM602/a488fret_009.tif,374,420,21,371,420,22,3312,10605,11801,1,37.6961555480957,37.6961555480957
