nuclei,fov,original_nuclei,n_pairs,DonorFile,AcceptorFile,FretFile,X_A,Y_A,Z_A,X_D,Y_D,Z_D,Fret,Acceptor,Donor,Pair
3,1,3,2,/Users/anamota/Desktop/iAM688/a488_001.tif,/Users/anamota/Desktop/iAM688/a594_001.tif,/Users/anamota/Desktop/iAM688/a488fret_001.tif,412,275,28,409,275,29,3349,8942,12230,1
3,1,3,2,/Users/anamota/Desktop/iAM688/a488_001.tif,/Users/anamota/Desktop/iAM688/a594_001.tif,/Users/anamota/Desktop/iAM688/a488fret_001.tif,456,287,30,455,293,30,2368,2169,8447,2
6,1,6,2,/Users/anamota/Desktop/iAM688/a488_001.tif,/Users/anamota/Desktop/iAM688/a594_001.tif,/Users/anamota/Desktop/iAM688/a488fret_001.tif,89,513,27,85,513,27,3815,11485,11349,1
6,1,6,2,/Users/anamota/Desktop/iAM688/a488_001.tif,/Users/anamota/Desktop/iAM688/a594_001.tif,/Users/anamota/Desktop/iAM688/a488fret_001.tif,93,501,18,93,496,20,2569,2534,11883,2
8,1,8,2,/Users/anamota/Desktop/iAM688/a488_001.tif,/Users/anamota/Desktop/iAM688/a594_001.tif,/Users/anamota/Desktop/iAM688/a488fret_001.tif,812,742,23,816,747,23,2779,8416,3946,1
8,1,8,2,/Users/anamota/Desktop/iAM688/a488_001.tif,/Users/anamota/Desktop/iAM688/a594_001.tif,/Users/anamota/Desktop/iAM688/a488fret_001.tif,763,748,26,762,743,28,2205,2036,6365,2
10,1,10,2,/Users/anamota/Desktop/iAM688/a488_001.tif,/Users/anamota/Desktop/iAM688/a594_001.tif,/Users/anamota/Desktop/iAM688/a488fret_001.tif,74,906,22,70,908,22,2632,5987,5624,1
10,1,10,2,/Users/anamota/Desktop/iAM688/a488_001.tif,/Users/anamota/Desktop/iAM688/a594_001.tif,/Users/anamota/Desktop/iAM688/a488fret_001.tif,47,884,21,47,884,24,2650,7909,3235,2
11,2,1,2,/Users/anamota/Desktop/iAM688/a488_002.tif,/Users/anamota/Desktop/iAM688/a594_002.tif,/Users/anamota/Desktop/iAM688/a488fret_002.tif,155,129,24,151,128,25,3282,6720,7306,1
11,2,1,2,/Users/anamota/Desktop/iAM688/a488_002.tif,/Users/anamota/Desktop/iAM688/a594_002.tif,/Users/anamota/Desktop/iAM688/a488fret_002.tif,151,174,25,156,174,23,2747,6306,4111,2
13,2,3,2,/Users/anamota/Desktop/iAM688/a488_002.tif,/Users/anamota/Desktop/iAM688/a594_002.tif,/Users/anamota/Desktop/iAM688/a488fret_002.tif,247,202,27,243,201,28,2765,6199,6697,1
13,2,3,2,/Users/anamota/Desktop/iAM688/a488_002.tif,/Users/anamota/Desktop/iAM688/a594_002.tif,/Users/anamota/Desktop/iAM688/a488fret_002.tif,182,145,27,182,146,24,3056,5689,3644,2
14,2,4,2,/Users/anamota/Desktop/iAM688/a488_002.tif,/Users/anamota/Desktop/iAM688/a594_002.tif,/Users/anamota/Desktop/iAM688/a488fret_002.tif,277,301,21,277,301,24,3421,9888,4166,1
14,2,4,2,/Users/anamota/Desktop/iAM688/a488_002.tif,/Users/anamota/Desktop/iAM688/a594_002.tif,/Users/anamota/Desktop/iAM688/a488fret_002.tif,280,277,26,280,276,29,2548,5072,3717,2
18,2,8,2,/Users/anamota/Desktop/iAM688/a488_002.tif,/Users/anamota/Desktop/iAM688/a594_002.tif,/Users/anamota/Desktop/iAM688/a488fret_002.tif,80,643,32,79,637,33,2068,2909,3088,1
18,2,8,2,/Users/anamota/Desktop/iAM688/a488_002.tif,/Users/anamota/Desktop/iAM688/a594_002.tif,/Users/anamota/Desktop/iAM688/a488fret_002.tif,61,553,23,61,554,26,3072,8987,3383,2
24,2,14,2,/Users/anamota/Desktop/iAM688/a488_002.tif,/Users/anamota/Desktop/iAM688/a594_002.tif,/Users/anamota/Desktop/iAM688/a488fret_002.tif,844,956,25,840,958,23,2610,2885,8753,1
24,2,14,2,/Users/anamota/Desktop/iAM688/a488_002.tif,/Users/anamota/Desktop/iAM688/a594_002.tif,/Users/anamota/Desktop/iAM688/a488fret_002.tif,844,956,34,842,962,33,2328,2634,4120,2
25,3,1,2,/Users/anamota/Desktop/iAM688/a488_003.tif,/Users/anamota/Desktop/iAM688/a594_003.tif,/Users/anamota/Desktop/iAM688/a488fret_003.tif,786,110,21,783,111,23,2668,4639,7879,1
25,3,1,2,/Users/anamota/Desktop/iAM688/a488_003.tif,/Users/anamota/Desktop/iAM688/a594_003.tif,/Users/anamota/Desktop/iAM688/a488fret_003.tif,786,121,29,785,126,31,2053,1935,4953,2
33,3,9,2,/Users/anamota/Desktop/iAM688/a488_003.tif,/Users/anamota/Desktop/iAM688/a594_003.tif,/Users/anamota/Desktop/iAM688/a488fret_003.tif,766,561,32,762,564,34,2512,3864,4360,1
33,3,9,2,/Users/anamota/Desktop/iAM688/a488_003.tif,/Users/anamota/Desktop/iAM688/a594_003.tif,/Users/anamota/Desktop/iAM688/a488fret_003.tif,810,604,33,806,601,31,2303,2019,3695,2
35,3,11,2,/Users/anamota/Desktop/iAM688/a488_003.tif,/Users/anamota/Desktop/iAM688/a594_003.tif,/Users/anamota/Desktop/iAM688/a488fret_003.tif,660,644,32,663,639,33,2202,3878,3681,1
35,3,11,2,/Users/anamota/Desktop/iAM688/a488_003.tif,/Users/anamota/Desktop/iAM688/a594_003.tif,/Users/anamota/Desktop/iAM688/a488fret_003.tif,613,655,30,619,653,29,2540,4016,3474,2
