nuclei,fov,original_nuclei,n_pairs,DonorFile,AcceptorFile,FretFile,X_A,Y_A,Z_A,X_D,Y_D,Z_D,Fret,Acceptor,Donor,Pair
2,1,2,2,/Users/anamota/Desktop/iAM692/a488_001.tif,/Users/anamota/Desktop/iAM692/a594_001.tif,/Users/anamota/Desktop/iAM692/a488fret_001.tif,447,320,16,443,318,15,3673,11195,15579,1
2,1,2,2,/Users/anamota/Desktop/iAM692/a488_001.tif,/Users/anamota/Desktop/iAM692/a594_001.tif,/Users/anamota/Desktop/iAM692/a488fret_001.tif,388,377,14,384,374,16,3054,4417,9509,2
6,1,6,2,/Users/anamota/Desktop/iAM692/a488_001.tif,/Users/anamota/Desktop/iAM692/a594_001.tif,/Users/anamota/Desktop/iAM692/a488fret_001.tif,291,581,21,289,577,19,2673,2378,10985,1
6,1,6,2,/Users/anamota/Desktop/iAM692/a488_001.tif,/Users/anamota/Desktop/iAM692/a594_001.tif,/Users/anamota/Desktop/iAM692/a488fret_001.tif,307,595,23,302,594,21,2608,2170,9075,2
7,1,7,2,/Users/anamota/Desktop/iAM692/a488_001.tif,/Users/anamota/Desktop/iAM692/a594_001.tif,/Users/anamota/Desktop/iAM692/a488fret_001.tif,513,669,16,510,670,17,5022,14776,27731,1
7,1,7,2,/Users/anamota/Desktop/iAM692/a488_001.tif,/Users/anamota/Desktop/iAM692/a594_001.tif,/Users/anamota/Desktop/iAM692/a488fret_001.tif,460,656,16,460,649,16,2640,1994,16019,2
8,1,8,2,/Users/anamota/Desktop/iAM692/a488_001.tif,/Users/anamota/Desktop/iAM692/a594_001.tif,/Users/anamota/Desktop/iAM692/a488fret_001.tif,243,659,16,240,660,16,3644,10930,16756,1
8,1,8,2,/Users/anamota/Desktop/iAM692/a488_001.tif,/Users/anamota/Desktop/iAM692/a594_001.tif,/Users/anamota/Desktop/iAM692/a488fret_001.tif,233,719,20,234,719,17,2598,1947,10159,2
10,1,10,2,/Users/anamota/Desktop/iAM692/a488_001.tif,/Users/anamota/Desktop/iAM692/a594_001.tif,/Users/anamota/Desktop/iAM692/a488fret_001.tif,566,875,16,560,877,15,2802,3157,5907,1
10,1,10,2,/Users/anamota/Desktop/iAM692/a488_001.tif,/Users/anamota/Desktop/iAM692/a594_001.tif,/Users/anamota/Desktop/iAM692/a488fret_001.tif,539,826,19,540,826,16,2626,2513,13119,2
11,1,11,2,/Users/anamota/Desktop/iAM692/a488_001.tif,/Users/anamota/Desktop/iAM692/a594_001.tif,/Users/anamota/Desktop/iAM692/a488fret_001.tif,166,919,20,162,920,21,3192,5595,10483,1
11,1,11,2,/Users/anamota/Desktop/iAM692/a488_001.tif,/Users/anamota/Desktop/iAM692/a594_001.tif,/Users/anamota/Desktop/iAM692/a488fret_001.tif,125,887,15,125,887,18,2498,1694,3689,2
12,2,1,2,/Users/anamota/Desktop/iAM692/a488_002.tif,/Users/anamota/Desktop/iAM692/a594_002.tif,/Users/anamota/Desktop/iAM692/a488fret_002.tif,697,103,20,695,99,18,2417,2343,15131,1
12,2,1,2,/Users/anamota/Desktop/iAM692/a488_002.tif,/Users/anamota/Desktop/iAM692/a594_002.tif,/Users/anamota/Desktop/iAM692/a488fret_002.tif,730,121,21,728,117,19,2231,1529,5209,2
14,2,3,2,/Users/anamota/Desktop/iAM692/a488_002.tif,/Users/anamota/Desktop/iAM692/a594_002.tif,/Users/anamota/Desktop/iAM692/a488fret_002.tif,590,451,20,587,451,20,3171,6932,12451,1
