nuclei,fov,original_nuclei,n_pairs,DonorFile,AcceptorFile,FretFile,X_A,Y_A,Z_A,X_D,Y_D,Z_D,Fret,Acceptor,Donor,Pair
2,1,2,2,/Volumes/projects/FRET-FISH/iAM614/a488_001.tif,/Volumes/projects/FRET-FISH/iAM614/a594_001.tif,/Volumes/projects/FRET-FISH/iAM614/a488fret_001.tif,505,205,24,504,209,22,2369,1315,7722,1
2,1,2,2,/Volumes/projects/FRET-FISH/iAM614/a488_001.tif,/Volumes/projects/FRET-FISH/iAM614/a594_001.tif,/Volumes/projects/FRET-FISH/iAM614/a488fret_001.tif,483,180,24,486,184,22,2210,1263,3772,2
8,1,8,2,/Volumes/projects/FRET-FISH/iAM614/a488_001.tif,/Volumes/projects/FRET-FISH/iAM614/a594_001.tif,/Volumes/projects/FRET-FISH/iAM614/a488fret_001.tif,278,656,30,280,650,31,2455,1371,3538,1
8,1,8,2,/Volumes/projects/FRET-FISH/iAM614/a488_001.tif,/Volumes/projects/FRET-FISH/iAM614/a594_001.tif,/Volumes/projects/FRET-FISH/iAM614/a488fret_001.tif,268,668,21,275,668,21,2431,1335,3351,2
9,1,9,2,/Volumes/projects/FRET-FISH/iAM614/a488_001.tif,/Volumes/projects/FRET-FISH/iAM614/a594_001.tif,/Volumes/projects/FRET-FISH/iAM614/a488fret_001.tif,243,667,23,243,668,20,2730,2839,3930,1
9,1,9,2,/Volumes/projects/FRET-FISH/iAM614/a488_001.tif,/Volumes/projects/FRET-FISH/iAM614/a594_001.tif,/Volumes/projects/FRET-FISH/iAM614/a488fret_001.tif,173,651,29,173,652,32,2779,2442,3490,2
14,2,4,2,/Volumes/projects/FRET-FISH/iAM614/a488_002.tif,/Volumes/projects/FRET-FISH/iAM614/a594_002.tif,/Volumes/projects/FRET-FISH/iAM614/a488fret_002.tif,699,299,20,703,302,22,2358,1422,10371,1
14,2,4,2,/Volumes/projects/FRET-FISH/iAM614/a488_002.tif,/Volumes/projects/FRET-FISH/iAM614/a594_002.tif,/Volumes/projects/FRET-FISH/iAM614/a488fret_002.tif,661,312,20,661,305,20,2593,1286,3893,2
18,2,8,2,/Volumes/projects/FRET-FISH/iAM614/a488_002.tif,/Volumes/projects/FRET-FISH/iAM614/a594_002.tif,/Volumes/projects/FRET-FISH/iAM614/a488fret_002.tif,412,519,30,413,525,29,2713,1416,3784,1
18,2,8,2,/Volumes/projects/FRET-FISH/iAM614/a488_002.tif,/Volumes/projects/FRET-FISH/iAM614/a594_002.tif,/Volumes/projects/FRET-FISH/iAM614/a488fret_002.tif,401,505,25,406,509,24,2519,1589,14178,2
19,2,9,2,/Volumes/projects/FRET-FISH/iAM614/a488_002.tif,/Volumes/projects/FRET-FISH/iAM614/a594_002.tif,/Volumes/projects/FRET-FISH/iAM614/a488fret_002.tif,782,611,30,777,609,29,2345,1855,6668,1
19,2,9,2,/Volumes/projects/FRET-FISH/iAM614/a488_002.tif,/Volumes/projects/FRET-FISH/iAM614/a594_002.tif,/Volumes/projects/FRET-FISH/iAM614/a488fret_002.tif,737,518,26,733,515,24,2263,1296,3926,2
20,2,10,2,/Volumes/projects/FRET-FISH/iAM614/a488_002.tif,/Volumes/projects/FRET-FISH/iAM614/a594_002.tif,/Volumes/projects/FRET-FISH/iAM614/a488fret_002.tif,584,665,23,581,668,21,2526,1648,6592,1
20,2,10,2,/Volumes/projects/FRET-FISH/iAM614/a488_002.tif,/Volumes/projects/FRET-FISH/iAM614/a594_002.tif,/Volumes/projects/FRET-FISH/iAM614/a488fret_002.tif,601,671,19,601,672,16,2694,1329,3794,2
22,2,12,2,/Volumes/projects/FRET-FISH/iAM614/a488_002.tif,/Volumes/projects/FRET-FISH/iAM614/a594_002.tif,/Volumes/projects/FRET-FISH/iAM614/a488fret_002.tif,562,738,23,557,737,25,2667,2184,3607,1
22,2,12,2,/Volumes/projects/FRET-FISH/iAM614/a488_002.tif,/Volumes/projects/FRET-FISH/iAM614/a594_002.tif,/Volumes/projects/FRET-FISH/iAM614/a488fret_002.tif,579,758,25,579,757,22,3438,4777,4059,2
23,2,13,2,/Volumes/projects/FRET-FISH/iAM614/a488_002.tif,/Volumes/projects/FRET-FISH/iAM614/a594_002.tif,/Volumes/projects/FRET-FISH/iAM614/a488fret_002.tif,389,816,26,386,815,28,3000,3994,10903,1
23,2,13,2,/Volumes/projects/FRET-FISH/iAM614/a488_002.tif,/Volumes/projects/FRET-FISH/iAM614/a594_002.tif,/Volumes/projects/FRET-FISH/iAM614/a488fret_002.tif,344,809,28,339,810,30,2777,1421,4040,2
29,3,5,2,/Volumes/projects/FRET-FISH/iAM614/a488_003.tif,/Volumes/projects/FRET-FISH/iAM614/a594_003.tif,/Volumes/projects/FRET-FISH/iAM614/a488fret_003.tif,352,271,24,350,268,26,2404,2714,3125,1
29,3,5,2,/Volumes/projects/FRET-FISH/iAM614/a488_003.tif,/Volumes/projects/FRET-FISH/iAM614/a594_003.tif,/Volumes/projects/FRET-FISH/iAM614/a488fret_003.tif,288,343,32,282,340,32,4650,1279,3709,2
30,3,6,2,/Volumes/projects/FRET-FISH/iAM614/a488_003.tif,/Volumes/projects/FRET-FISH/iAM614/a594_003.tif,/Volumes/projects/FRET-FISH/iAM614/a488fret_003.tif,136,400,27,132,399,28,3347,2916,6858,1
30,3,6,2,/Volumes/projects/FRET-FISH/iAM614/a488_003.tif,/Volumes/projects/FRET-FISH/iAM614/a594_003.tif,/Volumes/projects/FRET-FISH/iAM614/a488fret_003.tif,124,410,12,123,410,9,4134,1322,3492,2
33,3,9,2,/Volumes/projects/FRET-FISH/iAM614/a488_003.tif,/Volumes/projects/FRET-FISH/iAM614/a594_003.tif,/Volumes/projects/FRET-FISH/iAM614/a488fret_003.tif,465,491,43,462,491,43,21917,5307,11564,1
33,3,9,2,/Volumes/projects/FRET-FISH/iAM614/a488_003.tif,/Volumes/projects/FRET-FISH/iAM614/a594_003.tif,/Volumes/projects/FRET-FISH/iAM614/a488fret_003.tif,479,454,30,474,453,28,2647,1494,5168,2
34,3,10,2,/Volumes/projects/FRET-FISH/iAM614/a488_003.tif,/Volumes/projects/FRET-FISH/iAM614/a594_003.tif,/Volumes/projects/FRET-FISH/iAM614/a488fret_003.tif,861,519,27,857,521,25,2229,1246,4884,1
34,3,10,2,/Volumes/projects/FRET-FISH/iAM614/a488_003.tif,/Volumes/projects/FRET-FISH/iAM614/a594_003.tif,/Volumes/projects/FRET-FISH/iAM614/a488fret_003.tif,862,497,26,857,496,24,2314,1239,6370,2
