nuclei,fov,original_nuclei,n_pairs,DonorFile,AcceptorFile,FretFile,X_A,Y_A,Z_A,X_D,Y_D,Z_D,Fret,Acceptor,Donor,Pair,dlamin_A,dlamin_D
72,6,2,2,/Volumes/projects/FRET-FISH/iAM592/a488_006.tif,/Volumes/projects/FRET-FISH/iAM592/a594_006.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_006.tif,604,287,27,600,290,25,3140,4291,8972,1,12.0830459594727,12.0830459594727
72,6,2,2,/Volumes/projects/FRET-FISH/iAM592/a488_006.tif,/Volumes/projects/FRET-FISH/iAM592/a594_006.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_006.tif,527,234,41,528,234,44,8964,4835,5424,2,1,1
74,6,4,2,/Volumes/projects/FRET-FISH/iAM592/a488_006.tif,/Volumes/projects/FRET-FISH/iAM592/a594_006.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_006.tif,423,425,28,425,422,30,2637,2726,9222,1,12.0415945053101,12.0415945053101
74,6,4,2,/Volumes/projects/FRET-FISH/iAM592/a488_006.tif,/Volumes/projects/FRET-FISH/iAM592/a594_006.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_006.tif,444,423,29,444,416,29,2517,3089,5862,2,24.0416297912598,24.0416297912598
76,6,6,2,/Volumes/projects/FRET-FISH/iAM592/a488_006.tif,/Volumes/projects/FRET-FISH/iAM592/a594_006.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_006.tif,794,518,33,790,515,31,3183,4880,4920,1,23.1948261260986,23.1948261260986
76,6,6,2,/Volumes/projects/FRET-FISH/iAM592/a488_006.tif,/Volumes/projects/FRET-FISH/iAM592/a594_006.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_006.tif,803,517,41,798,517,39,2803,3201,5215,2,31.9530906677246,31.9530906677246
78,6,8,2,/Volumes/projects/FRET-FISH/iAM592/a488_006.tif,/Volumes/projects/FRET-FISH/iAM592/a594_006.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_006.tif,486,543,27,482,548,28,2651,6016,5661,1,5,5
78,6,8,2,/Volumes/projects/FRET-FISH/iAM592/a488_006.tif,/Volumes/projects/FRET-FISH/iAM592/a594_006.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_006.tif,484,632,29,484,631,32,2556,5045,3793,2,3,3
80,6,10,2,/Volumes/projects/FRET-FISH/iAM592/a488_006.tif,/Volumes/projects/FRET-FISH/iAM592/a594_006.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_006.tif,476,780,27,473,783,25,2358,3530,6831,1,5,5
80,6,10,2,/Volumes/projects/FRET-FISH/iAM592/a488_006.tif,/Volumes/projects/FRET-FISH/iAM592/a594_006.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_006.tif,475,781,18,475,781,15,2502,2559,3498,2,6.32455539703369,6.32455539703369
81,6,11,2,/Volumes/projects/FRET-FISH/iAM592/a488_006.tif,/Volumes/projects/FRET-FISH/iAM592/a594_006.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_006.tif,330,922,29,327,926,27,2055,2189,3247,1,30.0832176208496,30.0832176208496
81,6,11,2,/Volumes/projects/FRET-FISH/iAM592/a488_006.tif,/Volumes/projects/FRET-FISH/iAM592/a594_006.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_006.tif,354,984,26,354,977,26,2316,5799,2983,2,1,1
82,6,12,2,/Volumes/projects/FRET-FISH/iAM592/a488_006.tif,/Volumes/projects/FRET-FISH/iAM592/a594_006.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_006.tif,172,939,28,168,942,26,2584,4404,8001,1,1.41421353816986,1.41421353816986
82,6,12,2,/Volumes/projects/FRET-FISH/iAM592/a488_006.tif,/Volumes/projects/FRET-FISH/iAM592/a594_006.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_006.tif,116,981,25,113,985,23,2110,3298,7761,2,14.2126703262329,14.2126703262329
83,7,1,2,/Volumes/projects/FRET-FISH/iAM592/a488_007.tif,/Volumes/projects/FRET-FISH/iAM592/a594_007.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_007.tif,877,177,25,882,175,24,3230,10428,8238,1,30.2654914855957,30.2654914855957
83,7,1,2,/Volumes/projects/FRET-FISH/iAM592/a488_007.tif,/Volumes/projects/FRET-FISH/iAM592/a594_007.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_007.tif,906,188,28,904,182,29,2371,5573,6093,2,17.0293865203857,17.0293865203857
84,7,2,2,/Volumes/projects/FRET-FISH/iAM592/a488_007.tif,/Volumes/projects/FRET-FISH/iAM592/a594_007.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_007.tif,699,232,26,698,234,24,2260,3786,18013,1,2,2
84,7,2,2,/Volumes/projects/FRET-FISH/iAM592/a488_007.tif,/Volumes/projects/FRET-FISH/iAM592/a594_007.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_007.tif,604,216,22,599,216,20,2185,3137,9085,2,21.0950222015381,21.0950222015381
87,7,5,2,/Volumes/projects/FRET-FISH/iAM592/a488_007.tif,/Volumes/projects/FRET-FISH/iAM592/a594_007.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_007.tif,167,428,28,170,431,26,3029,8615,5562,1,8.06225776672363,8.06225776672363
87,7,5,2,/Volumes/projects/FRET-FISH/iAM592/a488_007.tif,/Volumes/projects/FRET-FISH/iAM592/a594_007.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_007.tif,148,464,25,143,463,27,2769,5295,5436,2,15.2315464019775,15.2315464019775
88,7,6,2,/Volumes/projects/FRET-FISH/iAM592/a488_007.tif,/Volumes/projects/FRET-FISH/iAM592/a594_007.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_007.tif,789,507,29,787,511,27,2015,3188,10785,1,12.3693170547485,12.3693170547485
88,7,6,2,/Volumes/projects/FRET-FISH/iAM592/a488_007.tif,/Volumes/projects/FRET-FISH/iAM592/a594_007.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_007.tif,739,546,24,739,551,22,2201,2563,3690,2,19.1049728393555,19.1049728393555
89,7,7,2,/Volumes/projects/FRET-FISH/iAM592/a488_007.tif,/Volumes/projects/FRET-FISH/iAM592/a594_007.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_007.tif,419,620,31,422,615,30,2728,6196,3457,1,19.9248580932617,19.9248580932617
89,7,7,2,/Volumes/projects/FRET-FISH/iAM592/a488_007.tif,/Volumes/projects/FRET-FISH/iAM592/a594_007.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_007.tif,429,624,18,427,620,20,2348,2916,7478,2,16.1245155334473,16.1245155334473
90,7,8,2,/Volumes/projects/FRET-FISH/iAM592/a488_007.tif,/Volumes/projects/FRET-FISH/iAM592/a594_007.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_007.tif,684,675,27,682,673,29,2659,5681,4570,1,29.9666481018066,29.9666481018066
90,7,8,2,/Volumes/projects/FRET-FISH/iAM592/a488_007.tif,/Volumes/projects/FRET-FISH/iAM592/a594_007.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_007.tif,707,669,28,702,668,29,2923,10260,11911,2,28.4429244995117,28.4429244995117
91,7,9,2,/Volumes/projects/FRET-FISH/iAM592/a488_007.tif,/Volumes/projects/FRET-FISH/iAM592/a594_007.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_007.tif,736,808,30,734,809,31,2512,7701,9347,1,23.8537216186523,23.8537216186523
91,7,9,2,/Volumes/projects/FRET-FISH/iAM592/a488_007.tif,/Volumes/projects/FRET-FISH/iAM592/a594_007.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_007.tif,751,787,28,747,790,26,2084,2388,6575,2,20.0997505187988,20.0997505187988
94,7,12,2,/Volumes/projects/FRET-FISH/iAM592/a488_007.tif,/Volumes/projects/FRET-FISH/iAM592/a594_007.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_007.tif,864,995,23,865,995,26,2678,9687,3499,1,12.0830459594727,12.0830459594727
94,7,12,2,/Volumes/projects/FRET-FISH/iAM592/a488_007.tif,/Volumes/projects/FRET-FISH/iAM592/a594_007.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_007.tif,898,979,26,898,980,29,1741,2378,3523,2,22.8035087585449,22.8035087585449
95,8,1,2,/Volumes/projects/FRET-FISH/iAM592/a488_008.tif,/Volumes/projects/FRET-FISH/iAM592/a594_008.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_008.tif,917,77,34,912,78,32,2051,2932,14141,1,21.0950222015381,21.0950222015381
95,8,1,2,/Volumes/projects/FRET-FISH/iAM592/a488_008.tif,/Volumes/projects/FRET-FISH/iAM592/a594_008.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_008.tif,923,106,33,923,107,30,2283,5057,3334,2,45.2216758728027,45.2216758728027
97,8,3,2,/Volumes/projects/FRET-FISH/iAM592/a488_008.tif,/Volumes/projects/FRET-FISH/iAM592/a594_008.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_008.tif,674,279,28,678,282,27,2407,4229,10335,1,3.16227769851685,3.16227769851685
97,8,3,2,/Volumes/projects/FRET-FISH/iAM592/a488_008.tif,/Volumes/projects/FRET-FISH/iAM592/a594_008.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_008.tif,764,277,26,763,273,24,1983,2865,7520,2,14.4222049713135,14.4222049713135
98,8,4,2,/Volumes/projects/FRET-FISH/iAM592/a488_008.tif,/Volumes/projects/FRET-FISH/iAM592/a594_008.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_008.tif,531,301,26,528,303,24,2149,4301,3161,1,10.6301460266113,10.6301460266113
98,8,4,2,/Volumes/projects/FRET-FISH/iAM592/a488_008.tif,/Volumes/projects/FRET-FISH/iAM592/a594_008.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_008.tif,554,375,24,549,374,26,1978,2508,3601,2,38.275318145752,38.275318145752
99,8,5,2,/Volumes/projects/FRET-FISH/iAM592/a488_008.tif,/Volumes/projects/FRET-FISH/iAM592/a594_008.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_008.tif,344,452,22,341,452,22,3354,17271,16172,1,5.83095169067383,5.83095169067383
99,8,5,2,/Volumes/projects/FRET-FISH/iAM592/a488_008.tif,/Volumes/projects/FRET-FISH/iAM592/a594_008.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_008.tif,377,471,22,377,466,24,2123,2672,3332,2,35.902645111084,35.902645111084
100,8,6,2,/Volumes/projects/FRET-FISH/iAM592/a488_008.tif,/Volumes/projects/FRET-FISH/iAM592/a594_008.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_008.tif,168,519,28,162,521,29,2494,7193,4836,1,16.1245155334473,16.1245155334473
100,8,6,2,/Volumes/projects/FRET-FISH/iAM592/a488_008.tif,/Volumes/projects/FRET-FISH/iAM592/a594_008.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_008.tif,218,511,25,214,506,26,2365,2543,3355,2,29,29
103,8,9,2,/Volumes/projects/FRET-FISH/iAM592/a488_008.tif,/Volumes/projects/FRET-FISH/iAM592/a594_008.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_008.tif,845,792,22,846,798,22,1793,2250,5321,1,16.2788200378418,16.2788200378418
103,8,9,2,/Volumes/projects/FRET-FISH/iAM592/a488_008.tif,/Volumes/projects/FRET-FISH/iAM592/a594_008.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_008.tif,886,788,31,887,784,29,1948,4376,9381,2,15.65247631073,15.65247631073
104,8,10,2,/Volumes/projects/FRET-FISH/iAM592/a488_008.tif,/Volumes/projects/FRET-FISH/iAM592/a594_008.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_008.tif,457,767,25,453,766,27,2329,5475,5149,1,12.0415945053101,12.0415945053101
104,8,10,2,/Volumes/projects/FRET-FISH/iAM592/a488_008.tif,/Volumes/projects/FRET-FISH/iAM592/a594_008.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_008.tif,444,827,22,440,829,24,2594,7368,5601,2,36.0693778991699,36.0693778991699
105,8,11,2,/Volumes/projects/FRET-FISH/iAM592/a488_008.tif,/Volumes/projects/FRET-FISH/iAM592/a594_008.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_008.tif,270,823,31,276,822,30,2296,2435,8286,1,28.2842712402344,28.2842712402344
105,8,11,2,/Volumes/projects/FRET-FISH/iAM592/a488_008.tif,/Volumes/projects/FRET-FISH/iAM592/a594_008.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_008.tif,249,809,34,253,814,35,2370,3689,3348,2,40.6078796386719,40.6078796386719
107,8,13,2,/Volumes/projects/FRET-FISH/iAM592/a488_008.tif,/Volumes/projects/FRET-FISH/iAM592/a594_008.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_008.tif,49,969,25,45,974,26,1926,2451,3198,1,45,45
107,8,13,2,/Volumes/projects/FRET-FISH/iAM592/a488_008.tif,/Volumes/projects/FRET-FISH/iAM592/a594_008.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_008.tif,37,1002,23,36,1002,26,2451,7323,3700,2,16.763053894043,16.763053894043
108,9,1,2,/Volumes/projects/FRET-FISH/iAM592/a488_009.tif,/Volumes/projects/FRET-FISH/iAM592/a594_009.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_009.tif,424,63,25,420,62,27,2680,6911,7651,1,3.60555124282837,3.60555124282837
108,9,1,2,/Volumes/projects/FRET-FISH/iAM592/a488_009.tif,/Volumes/projects/FRET-FISH/iAM592/a594_009.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_009.tif,444,168,22,443,168,25,3032,6822,4140,2,15.5241746902466,15.5241746902466
109,9,2,2,/Volumes/projects/FRET-FISH/iAM592/a488_009.tif,/Volumes/projects/FRET-FISH/iAM592/a594_009.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_009.tif,350,89,23,346,86,25,2540,6383,6188,1,26.68332862854,26.68332862854
109,9,2,2,/Volumes/projects/FRET-FISH/iAM592/a488_009.tif,/Volumes/projects/FRET-FISH/iAM592/a594_009.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_009.tif,327,161,23,323,158,25,2638,6086,4529,2,29,29
110,9,3,2,/Volumes/projects/FRET-FISH/iAM592/a488_009.tif,/Volumes/projects/FRET-FISH/iAM592/a594_009.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_009.tif,201,356,27,198,356,27,3498,11866,13714,1,5,5
110,9,3,2,/Volumes/projects/FRET-FISH/iAM592/a488_009.tif,/Volumes/projects/FRET-FISH/iAM592/a594_009.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_009.tif,309,344,28,305,344,29,2907,7566,6985,2,16,16
112,9,5,2,/Volumes/projects/FRET-FISH/iAM592/a488_009.tif,/Volumes/projects/FRET-FISH/iAM592/a594_009.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_009.tif,138,585,24,138,579,25,2670,4156,3193,1,28,28
112,9,5,2,/Volumes/projects/FRET-FISH/iAM592/a488_009.tif,/Volumes/projects/FRET-FISH/iAM592/a594_009.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_009.tif,110,565,21,115,564,23,2557,3006,6835,2,31.9061126708984,31.9061126708984
114,9,7,2,/Volumes/projects/FRET-FISH/iAM592/a488_009.tif,/Volumes/projects/FRET-FISH/iAM592/a594_009.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_009.tif,311,650,26,307,651,27,3301,16198,16724,1,14.2126703262329,14.2126703262329
114,9,7,2,/Volumes/projects/FRET-FISH/iAM592/a488_009.tif,/Volumes/projects/FRET-FISH/iAM592/a594_009.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_009.tif,381,635,24,386,633,25,2542,2634,13646,2,10.4403066635132,10.4403066635132
115,9,8,2,/Volumes/projects/FRET-FISH/iAM592/a488_009.tif,/Volumes/projects/FRET-FISH/iAM592/a594_009.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_009.tif,762,632,23,758,634,21,2228,3065,11306,1,29,29
115,9,8,2,/Volumes/projects/FRET-FISH/iAM592/a488_009.tif,/Volumes/projects/FRET-FISH/iAM592/a594_009.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_009.tif,740,613,21,743,609,19,2362,2585,3905,2,11,11
116,9,9,2,/Volumes/projects/FRET-FISH/iAM592/a488_009.tif,/Volumes/projects/FRET-FISH/iAM592/a594_009.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_009.tif,150,679,24,148,683,22,2409,2987,7863,1,21.2602920532227,21.2602920532227
116,9,9,2,/Volumes/projects/FRET-FISH/iAM592/a488_009.tif,/Volumes/projects/FRET-FISH/iAM592/a594_009.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_009.tif,149,637,24,144,638,26,3257,9311,8793,2,18.6815414428711,18.6815414428711
117,9,10,2,/Volumes/projects/FRET-FISH/iAM592/a488_009.tif,/Volumes/projects/FRET-FISH/iAM592/a594_009.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_009.tif,746,703,28,747,703,26,2995,3837,13111,1,2,2
117,9,10,2,/Volumes/projects/FRET-FISH/iAM592/a488_009.tif,/Volumes/projects/FRET-FISH/iAM592/a594_009.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_009.tif,772,786,26,777,790,27,2192,2995,3754,2,14.0356683731079,14.0356683731079
121,10,3,2,/Volumes/projects/FRET-FISH/iAM592/a488_010.tif,/Volumes/projects/FRET-FISH/iAM592/a594_010.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_010.tif,350,239,25,349,239,28,3276,7864,5297,1,11,11
121,10,3,2,/Volumes/projects/FRET-FISH/iAM592/a488_010.tif,/Volumes/projects/FRET-FISH/iAM592/a594_010.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_010.tif,390,275,20,390,274,23,3595,8421,4318,2,22.8035087585449,22.8035087585449
123,10,5,2,/Volumes/projects/FRET-FISH/iAM592/a488_010.tif,/Volumes/projects/FRET-FISH/iAM592/a594_010.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_010.tif,137,407,17,133,407,18,3197,9419,11839,1,13.4536237716675,13.4536237716675
123,10,5,2,/Volumes/projects/FRET-FISH/iAM592/a488_010.tif,/Volumes/projects/FRET-FISH/iAM592/a594_010.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_010.tif,115,379,21,115,378,24,2743,6930,3657,2,38.8973007202148,38.8973007202148
124,10,6,2,/Volumes/projects/FRET-FISH/iAM592/a488_010.tif,/Volumes/projects/FRET-FISH/iAM592/a594_010.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_010.tif,738,430,22,735,432,20,2473,3079,7924,1,5,5
124,10,6,2,/Volumes/projects/FRET-FISH/iAM592/a488_010.tif,/Volumes/projects/FRET-FISH/iAM592/a594_010.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_010.tif,736,500,25,736,499,22,2742,2592,3995,2,8.9442720413208,8.9442720413208
125,10,7,2,/Volumes/projects/FRET-FISH/iAM592/a488_010.tif,/Volumes/projects/FRET-FISH/iAM592/a594_010.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_010.tif,431,483,29,433,484,27,3092,7209,5295,1,11.6619033813477,11.6619033813477
125,10,7,2,/Volumes/projects/FRET-FISH/iAM592/a488_010.tif,/Volumes/projects/FRET-FISH/iAM592/a594_010.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_010.tif,477,456,28,477,455,25,3192,11285,3704,2,11.1803398132324,11.1803398132324
129,10,11,2,/Volumes/projects/FRET-FISH/iAM592/a488_010.tif,/Volumes/projects/FRET-FISH/iAM592/a594_010.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_010.tif,701,603,26,697,602,24,2893,4771,12736,1,13.416407585144,13.416407585144
129,10,11,2,/Volumes/projects/FRET-FISH/iAM592/a488_010.tif,/Volumes/projects/FRET-FISH/iAM592/a594_010.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_010.tif,670,607,19,673,604,21,2634,2811,5901,2,26.1725044250488,26.1725044250488
130,10,12,2,/Volumes/projects/FRET-FISH/iAM592/a488_010.tif,/Volumes/projects/FRET-FISH/iAM592/a594_010.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_010.tif,595,672,24,592,677,24,3400,11019,7673,1,18,18
130,10,12,2,/Volumes/projects/FRET-FISH/iAM592/a488_010.tif,/Volumes/projects/FRET-FISH/iAM592/a594_010.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_010.tif,610,618,20,605,622,21,2809,2995,3921,2,18.3575592041016,18.3575592041016
132,10,14,2,/Volumes/projects/FRET-FISH/iAM592/a488_010.tif,/Volumes/projects/FRET-FISH/iAM592/a594_010.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_010.tif,661,779,20,661,773,20,3018,6696,7212,1,19.2353839874268,19.2353839874268
132,10,14,2,/Volumes/projects/FRET-FISH/iAM592/a488_010.tif,/Volumes/projects/FRET-FISH/iAM592/a594_010.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_010.tif,599,725,27,598,721,25,2784,5411,9647,2,7.07106781005859,7.07106781005859
134,11,1,2,/Volumes/projects/FRET-FISH/iAM592/a488_011.tif,/Volumes/projects/FRET-FISH/iAM592/a594_011.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_011.tif,714,96,27,709,97,25,2791,3885,20241,1,6.70820379257202,6.70820379257202
134,11,1,2,/Volumes/projects/FRET-FISH/iAM592/a488_011.tif,/Volumes/projects/FRET-FISH/iAM592/a594_011.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_011.tif,765,61,19,765,62,22,2772,7467,5387,2,34.7131080627441,34.7131080627441
136,11,3,2,/Volumes/projects/FRET-FISH/iAM592/a488_011.tif,/Volumes/projects/FRET-FISH/iAM592/a594_011.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_011.tif,115,231,25,111,230,26,2876,8067,6957,1,7.61577320098877,7.61577320098877
136,11,3,2,/Volumes/projects/FRET-FISH/iAM592/a488_011.tif,/Volumes/projects/FRET-FISH/iAM592/a594_011.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_011.tif,89,240,29,84,239,29,3055,7720,7091,2,16.0312194824219,16.0312194824219
138,11,5,2,/Volumes/projects/FRET-FISH/iAM592/a488_011.tif,/Volumes/projects/FRET-FISH/iAM592/a594_011.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_011.tif,595,414,28,600,417,27,3360,11173,4054,1,24.839485168457,24.839485168457
138,11,5,2,/Volumes/projects/FRET-FISH/iAM592/a488_011.tif,/Volumes/projects/FRET-FISH/iAM592/a594_011.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_011.tif,622,360,30,617,360,28,2754,4970,15759,2,9.89949512481689,9.89949512481689
140,11,7,2,/Volumes/projects/FRET-FISH/iAM592/a488_011.tif,/Volumes/projects/FRET-FISH/iAM592/a594_011.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_011.tif,684,442,21,685,445,19,2352,4829,3686,1,7.61577320098877,7.61577320098877
140,11,7,2,/Volumes/projects/FRET-FISH/iAM592/a488_011.tif,/Volumes/projects/FRET-FISH/iAM592/a594_011.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_011.tif,752,467,29,746,468,29,2285,3743,4608,2,20.3960781097412,20.3960781097412
141,11,8,2,/Volumes/projects/FRET-FISH/iAM592/a488_011.tif,/Volumes/projects/FRET-FISH/iAM592/a594_011.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_011.tif,363,558,25,359,556,27,2913,7901,5834,1,5,5
141,11,8,2,/Volumes/projects/FRET-FISH/iAM592/a488_011.tif,/Volumes/projects/FRET-FISH/iAM592/a594_011.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_011.tif,378,544,22,378,545,25,3255,10745,4569,2,11.6619033813477,11.6619033813477
142,11,9,2,/Volumes/projects/FRET-FISH/iAM592/a488_011.tif,/Volumes/projects/FRET-FISH/iAM592/a594_011.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_011.tif,343,545,24,339,547,22,2387,2955,7678,1,8.06225776672363,8.06225776672363
142,11,9,2,/Volumes/projects/FRET-FISH/iAM592/a488_011.tif,/Volumes/projects/FRET-FISH/iAM592/a594_011.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_011.tif,297,595,27,293,592,25,2866,4570,10423,2,40,40
144,11,11,2,/Volumes/projects/FRET-FISH/iAM592/a488_011.tif,/Volumes/projects/FRET-FISH/iAM592/a594_011.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_011.tif,593,716,21,596,712,23,2180,2387,3492,1,10.6301460266113,10.6301460266113
144,11,11,2,/Volumes/projects/FRET-FISH/iAM592/a488_011.tif,/Volumes/projects/FRET-FISH/iAM592/a594_011.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_011.tif,532,729,28,532,728,31,2884,8440,4759,2,11,11
146,11,13,2,/Volumes/projects/FRET-FISH/iAM592/a488_011.tif,/Volumes/projects/FRET-FISH/iAM592/a594_011.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_011.tif,431,753,28,432,757,30,2666,4864,4330,1,6.40312433242798,6.40312433242798
146,11,13,2,/Volumes/projects/FRET-FISH/iAM592/a488_011.tif,/Volumes/projects/FRET-FISH/iAM592/a594_011.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_011.tif,425,775,24,424,775,27,2956,2962,3604,2,20.5912609100342,20.5912609100342
147,11,14,2,/Volumes/projects/FRET-FISH/iAM592/a488_011.tif,/Volumes/projects/FRET-FISH/iAM592/a594_011.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_011.tif,636,771,24,642,770,24,2487,4775,10531,1,7.21110248565674,7.21110248565674
147,11,14,2,/Volumes/projects/FRET-FISH/iAM592/a488_011.tif,/Volumes/projects/FRET-FISH/iAM592/a594_011.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_011.tif,623,855,30,620,859,28,2696,2754,6855,2,5.65685415267944,5.65685415267944
148,11,15,2,/Volumes/projects/FRET-FISH/iAM592/a488_011.tif,/Volumes/projects/FRET-FISH/iAM592/a594_011.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_011.tif,518,884,23,514,886,24,2543,7112,6695,1,35.5105628967285,35.5105628967285
148,11,15,2,/Volumes/projects/FRET-FISH/iAM592/a488_011.tif,/Volumes/projects/FRET-FISH/iAM592/a594_011.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_011.tif,515,840,22,516,835,24,2127,2677,11249,2,21.470911026001,21.470911026001
153,12,5,2,/Volumes/projects/FRET-FISH/iAM592/a488_012.tif,/Volumes/projects/FRET-FISH/iAM592/a594_012.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_012.tif,438,472,25,434,471,26,3081,7935,7289,1,18,18
153,12,5,2,/Volumes/projects/FRET-FISH/iAM592/a488_012.tif,/Volumes/projects/FRET-FISH/iAM592/a594_012.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_012.tif,478,447,20,478,446,23,2458,2757,3594,2,15,15
154,12,6,2,/Volumes/projects/FRET-FISH/iAM592/a488_012.tif,/Volumes/projects/FRET-FISH/iAM592/a594_012.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_012.tif,355,575,24,352,575,24,3198,11015,10523,1,2,2
154,12,6,2,/Volumes/projects/FRET-FISH/iAM592/a488_012.tif,/Volumes/projects/FRET-FISH/iAM592/a594_012.tif,/Volumes/projects/FRET-FISH/iAM592/a488fret_012.tif,316,581,22,316,581,25,2242,2791,3107,2,26.1725044250488,26.1725044250488
