nuclei,fov,original_nuclei,n_pairs,DonorFile,AcceptorFile,FretFile,X_A,Y_A,Z_A,X_D,Y_D,Z_D,Fret,Acceptor,Donor,Pair
2,1,2,2,/Volumes/projects/FRET-FISH/iAM613/a488_001.tif,/Volumes/projects/FRET-FISH/iAM613/a594_001.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_001.tif,100,202,30,100,202,27,3332,1762,6476,1
2,1,2,2,/Volumes/projects/FRET-FISH/iAM613/a488_001.tif,/Volumes/projects/FRET-FISH/iAM613/a594_001.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_001.tif,42,211,18,42,210,21,4020,1712,3994,2
3,1,3,2,/Volumes/projects/FRET-FISH/iAM613/a488_001.tif,/Volumes/projects/FRET-FISH/iAM613/a594_001.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_001.tif,425,227,19,430,227,17,2876,2454,5723,1
3,1,3,2,/Volumes/projects/FRET-FISH/iAM613/a488_001.tif,/Volumes/projects/FRET-FISH/iAM613/a594_001.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_001.tif,484,248,14,479,244,15,3610,1662,4034,2
5,1,5,2,/Volumes/projects/FRET-FISH/iAM613/a488_001.tif,/Volumes/projects/FRET-FISH/iAM613/a594_001.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_001.tif,572,374,27,573,374,24,2262,1619,9303,1
5,1,5,2,/Volumes/projects/FRET-FISH/iAM613/a488_001.tif,/Volumes/projects/FRET-FISH/iAM613/a594_001.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_001.tif,606,403,14,606,410,14,2460,1414,3594,2
6,1,6,2,/Volumes/projects/FRET-FISH/iAM613/a488_001.tif,/Volumes/projects/FRET-FISH/iAM613/a594_001.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_001.tif,755,694,17,756,688,18,3102,1379,4307,1
6,1,6,2,/Volumes/projects/FRET-FISH/iAM613/a488_001.tif,/Volumes/projects/FRET-FISH/iAM613/a594_001.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_001.tif,675,623,25,676,623,28,2953,2433,4372,2
8,1,8,2,/Volumes/projects/FRET-FISH/iAM613/a488_001.tif,/Volumes/projects/FRET-FISH/iAM613/a594_001.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_001.tif,403,838,33,399,833,34,3068,2130,4404,1
8,1,8,2,/Volumes/projects/FRET-FISH/iAM613/a488_001.tif,/Volumes/projects/FRET-FISH/iAM613/a594_001.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_001.tif,440,764,36,440,764,33,3449,1994,6578,2
9,1,9,2,/Volumes/projects/FRET-FISH/iAM613/a488_001.tif,/Volumes/projects/FRET-FISH/iAM613/a594_001.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_001.tif,206,852,24,203,849,26,2995,2862,6037,1
9,1,9,2,/Volumes/projects/FRET-FISH/iAM613/a488_001.tif,/Volumes/projects/FRET-FISH/iAM613/a594_001.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_001.tif,126,856,16,125,861,18,3278,1496,3546,2
10,2,1,2,/Volumes/projects/FRET-FISH/iAM613/a488_002.tif,/Volumes/projects/FRET-FISH/iAM613/a594_002.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_002.tif,169,222,38,165,220,38,3076,2685,5909,1
10,2,1,2,/Volumes/projects/FRET-FISH/iAM613/a488_002.tif,/Volumes/projects/FRET-FISH/iAM613/a594_002.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_002.tif,145,163,27,140,162,25,3048,2341,4987,2
12,2,3,2,/Volumes/projects/FRET-FISH/iAM613/a488_002.tif,/Volumes/projects/FRET-FISH/iAM613/a594_002.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_002.tif,466,380,28,463,384,26,3368,1834,5230,1
12,2,3,2,/Volumes/projects/FRET-FISH/iAM613/a488_002.tif,/Volumes/projects/FRET-FISH/iAM613/a594_002.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_002.tif,442,380,22,443,380,19,3684,1912,12438,2
13,2,4,2,/Volumes/projects/FRET-FISH/iAM613/a488_002.tif,/Volumes/projects/FRET-FISH/iAM613/a594_002.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_002.tif,577,428,39,574,432,41,3454,2162,7689,1
13,2,4,2,/Volumes/projects/FRET-FISH/iAM613/a488_002.tif,/Volumes/projects/FRET-FISH/iAM613/a594_002.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_002.tif,603,453,39,603,454,42,3494,2404,4604,2
14,2,5,2,/Volumes/projects/FRET-FISH/iAM613/a488_002.tif,/Volumes/projects/FRET-FISH/iAM613/a594_002.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_002.tif,213,473,21,218,469,22,2836,1501,3324,1
14,2,5,2,/Volumes/projects/FRET-FISH/iAM613/a488_002.tif,/Volumes/projects/FRET-FISH/iAM613/a594_002.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_002.tif,214,416,25,214,416,22,2718,1647,8044,2
20,3,1,2,/Volumes/projects/FRET-FISH/iAM613/a488_003.tif,/Volumes/projects/FRET-FISH/iAM613/a594_003.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_003.tif,119,167,21,114,168,19,2914,1538,4410,1
20,3,1,2,/Volumes/projects/FRET-FISH/iAM613/a488_003.tif,/Volumes/projects/FRET-FISH/iAM613/a594_003.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_003.tif,147,168,32,147,167,29,3297,1567,6893,2
22,3,3,2,/Volumes/projects/FRET-FISH/iAM613/a488_003.tif,/Volumes/projects/FRET-FISH/iAM613/a594_003.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_003.tif,506,373,21,508,379,21,4233,3061,4530,1
22,3,3,2,/Volumes/projects/FRET-FISH/iAM613/a488_003.tif,/Volumes/projects/FRET-FISH/iAM613/a594_003.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_003.tif,569,412,41,565,407,42,4822,1865,4766,2
23,3,4,2,/Volumes/projects/FRET-FISH/iAM613/a488_003.tif,/Volumes/projects/FRET-FISH/iAM613/a594_003.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_003.tif,557,451,18,553,454,16,3591,1641,6855,1
23,3,4,2,/Volumes/projects/FRET-FISH/iAM613/a488_003.tif,/Volumes/projects/FRET-FISH/iAM613/a594_003.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_003.tif,533,436,27,534,436,24,3997,1764,9188,2
25,3,6,2,/Volumes/projects/FRET-FISH/iAM613/a488_003.tif,/Volumes/projects/FRET-FISH/iAM613/a594_003.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_003.tif,576,618,22,572,621,20,3047,1654,5851,1
25,3,6,2,/Volumes/projects/FRET-FISH/iAM613/a488_003.tif,/Volumes/projects/FRET-FISH/iAM613/a594_003.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_003.tif,598,598,20,598,599,17,3058,1514,4002,2
28,4,1,2,/Volumes/projects/FRET-FISH/iAM613/a488_004.tif,/Volumes/projects/FRET-FISH/iAM613/a594_004.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_004.tif,534,101,34,534,106,36,4537,1814,4084,1
28,4,1,2,/Volumes/projects/FRET-FISH/iAM613/a488_004.tif,/Volumes/projects/FRET-FISH/iAM613/a594_004.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_004.tif,529,125,20,529,126,17,3522,3884,3764,2
29,4,2,2,/Volumes/projects/FRET-FISH/iAM613/a488_004.tif,/Volumes/projects/FRET-FISH/iAM613/a594_004.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_004.tif,239,127,28,235,129,26,2869,1574,4229,1
29,4,2,2,/Volumes/projects/FRET-FISH/iAM613/a488_004.tif,/Volumes/projects/FRET-FISH/iAM613/a594_004.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_004.tif,332,109,22,330,103,23,3126,1521,3798,2
32,4,5,2,/Volumes/projects/FRET-FISH/iAM613/a488_004.tif,/Volumes/projects/FRET-FISH/iAM613/a594_004.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_004.tif,106,431,24,103,435,22,3128,2213,6525,1
32,4,5,2,/Volumes/projects/FRET-FISH/iAM613/a488_004.tif,/Volumes/projects/FRET-FISH/iAM613/a594_004.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_004.tif,65,419,29,66,414,27,3048,1533,3319,2
34,4,7,2,/Volumes/projects/FRET-FISH/iAM613/a488_004.tif,/Volumes/projects/FRET-FISH/iAM613/a594_004.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_004.tif,297,529,23,300,527,21,2416,1729,6300,1
34,4,7,2,/Volumes/projects/FRET-FISH/iAM613/a488_004.tif,/Volumes/projects/FRET-FISH/iAM613/a594_004.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_004.tif,383,562,25,388,558,26,3059,1419,3629,2
40,5,3,2,/Volumes/projects/FRET-FISH/iAM613/a488_005.tif,/Volumes/projects/FRET-FISH/iAM613/a594_005.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_005.tif,286,341,19,290,336,20,4157,1754,4642,1
40,5,3,2,/Volumes/projects/FRET-FISH/iAM613/a488_005.tif,/Volumes/projects/FRET-FISH/iAM613/a594_005.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_005.tif,340,355,16,340,355,19,4425,5840,4644,2
43,5,6,2,/Volumes/projects/FRET-FISH/iAM613/a488_005.tif,/Volumes/projects/FRET-FISH/iAM613/a594_005.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_005.tif,885,582,37,886,581,35,3591,1550,6258,1
43,5,6,2,/Volumes/projects/FRET-FISH/iAM613/a488_005.tif,/Volumes/projects/FRET-FISH/iAM613/a594_005.tif,/Volumes/projects/FRET-FISH/iAM613/a488fret_005.tif,903,602,19,907,597,20,3723,1508,4433,2
