nuclei,fov,original_nuclei,n_pairs,DonorFile,AcceptorFile,FretFile,X_A,Y_A,Z_A,X_D,Y_D,Z_D,Fret,Acceptor,Donor,Pair
17,2,3,2,/Users/anamota/Desktop/iAM684/a488_002.tif,/Users/anamota/Desktop/iAM684/a594_002.tif,/Users/anamota/Desktop/iAM684/a488fret_002.tif,772,179,24,769,176,22,2181,3027,10087,1
17,2,3,2,/Users/anamota/Desktop/iAM684/a488_002.tif,/Users/anamota/Desktop/iAM684/a594_002.tif,/Users/anamota/Desktop/iAM684/a488fret_002.tif,797,226,27,800,222,29,2894,9309,8911,2
20,2,6,2,/Users/anamota/Desktop/iAM684/a488_002.tif,/Users/anamota/Desktop/iAM684/a594_002.tif,/Users/anamota/Desktop/iAM684/a488fret_002.tif,90,341,26,85,339,25,2905,8944,8630,1
20,2,6,2,/Users/anamota/Desktop/iAM684/a488_002.tif,/Users/anamota/Desktop/iAM684/a594_002.tif,/Users/anamota/Desktop/iAM684/a488fret_002.tif,83,393,23,83,393,26,3874,10219,3106,2
22,2,8,2,/Users/anamota/Desktop/iAM684/a488_002.tif,/Users/anamota/Desktop/iAM684/a594_002.tif,/Users/anamota/Desktop/iAM684/a488fret_002.tif,687,420,29,693,421,29,2637,3684,5780,1
22,2,8,2,/Users/anamota/Desktop/iAM684/a488_002.tif,/Users/anamota/Desktop/iAM684/a594_002.tif,/Users/anamota/Desktop/iAM684/a488fret_002.tif,597,442,35,598,442,38,3992,13228,5462,2
24,2,10,2,/Users/anamota/Desktop/iAM684/a488_002.tif,/Users/anamota/Desktop/iAM684/a594_002.tif,/Users/anamota/Desktop/iAM684/a488fret_002.tif,186,572,20,182,572,20,3044,9665,8844,1
24,2,10,2,/Users/anamota/Desktop/iAM684/a488_002.tif,/Users/anamota/Desktop/iAM684/a594_002.tif,/Users/anamota/Desktop/iAM684/a488fret_002.tif,209,565,23,213,562,25,3470,9790,3514,2
25,2,11,2,/Users/anamota/Desktop/iAM684/a488_002.tif,/Users/anamota/Desktop/iAM684/a594_002.tif,/Users/anamota/Desktop/iAM684/a488fret_002.tif,737,747,21,734,750,20,3104,9793,8752,1
25,2,11,2,/Users/anamota/Desktop/iAM684/a488_002.tif,/Users/anamota/Desktop/iAM684/a594_002.tif,/Users/anamota/Desktop/iAM684/a488fret_002.tif,786,678,34,788,675,32,2784,5235,8261,2
26,2,12,2,/Users/anamota/Desktop/iAM684/a488_002.tif,/Users/anamota/Desktop/iAM684/a594_002.tif,/Users/anamota/Desktop/iAM684/a488fret_002.tif,361,643,37,359,637,36,2912,5410,7158,1
26,2,12,2,/Users/anamota/Desktop/iAM684/a488_002.tif,/Users/anamota/Desktop/iAM684/a594_002.tif,/Users/anamota/Desktop/iAM684/a488fret_002.tif,371,674,35,367,677,33,2695,3406,9374,2
27,2,13,2,/Users/anamota/Desktop/iAM684/a488_002.tif,/Users/anamota/Desktop/iAM684/a594_002.tif,/Users/anamota/Desktop/iAM684/a488fret_002.tif,648,644,33,652,640,34,2671,7735,3893,1
27,2,13,2,/Users/anamota/Desktop/iAM684/a488_002.tif,/Users/anamota/Desktop/iAM684/a594_002.tif,/Users/anamota/Desktop/iAM684/a488fret_002.tif,590,676,30,592,670,29,3189,10564,8113,2
28,2,14,2,/Users/anamota/Desktop/iAM684/a488_002.tif,/Users/anamota/Desktop/iAM684/a594_002.tif,/Users/anamota/Desktop/iAM684/a488fret_002.tif,191,831,28,187,832,29,2714,5668,5679,1
