nuclei,fov,original_nuclei,n_pairs,DonorFile,AcceptorFile,FretFile,X_A,Y_A,Z_A,X_D,Y_D,Z_D,Fret,Acceptor,Donor,Pair
1,1,1,2,/Users/anamota/Desktop/iAM618/a488_001.tif,/Users/anamota/Desktop/iAM618/a594_001.tif,/Users/anamota/Desktop/iAM618/a488fret_001.tif,496,106,23,497,106,21,3708,2149,11599,1
1,1,1,2,/Users/anamota/Desktop/iAM618/a488_001.tif,/Users/anamota/Desktop/iAM618/a594_001.tif,/Users/anamota/Desktop/iAM618/a488fret_001.tif,502,89,34,506,90,32,5302,4101,8248,2
2,1,2,2,/Users/anamota/Desktop/iAM618/a488_001.tif,/Users/anamota/Desktop/iAM618/a594_001.tif,/Users/anamota/Desktop/iAM618/a488fret_001.tif,334,395,25,331,392,23,3908,7259,9173,1
2,1,2,2,/Users/anamota/Desktop/iAM618/a488_001.tif,/Users/anamota/Desktop/iAM618/a594_001.tif,/Users/anamota/Desktop/iAM618/a488fret_001.tif,252,374,24,248,379,25,2882,2135,11226,2
3,1,3,2,/Users/anamota/Desktop/iAM618/a488_001.tif,/Users/anamota/Desktop/iAM618/a594_001.tif,/Users/anamota/Desktop/iAM618/a488fret_001.tif,703,265,21,699,263,19,2299,1965,11908,1
3,1,3,2,/Users/anamota/Desktop/iAM618/a488_001.tif,/Users/anamota/Desktop/iAM618/a594_001.tif,/Users/anamota/Desktop/iAM618/a488fret_001.tif,722,293,25,717,292,23,2675,2239,12132,2
5,1,5,2,/Users/anamota/Desktop/iAM618/a488_001.tif,/Users/anamota/Desktop/iAM618/a594_001.tif,/Users/anamota/Desktop/iAM618/a488fret_001.tif,194,567,21,191,567,22,4688,6821,14209,1
5,1,5,2,/Users/anamota/Desktop/iAM618/a488_001.tif,/Users/anamota/Desktop/iAM618/a594_001.tif,/Users/anamota/Desktop/iAM618/a488fret_001.tif,100,550,25,99,551,23,3310,3515,8928,2
6,1,6,2,/Users/anamota/Desktop/iAM618/a488_001.tif,/Users/anamota/Desktop/iAM618/a594_001.tif,/Users/anamota/Desktop/iAM618/a488fret_001.tif,741,612,26,739,612,27,4294,9056,21693,1
6,1,6,2,/Users/anamota/Desktop/iAM618/a488_001.tif,/Users/anamota/Desktop/iAM618/a594_001.tif,/Users/anamota/Desktop/iAM618/a488fret_001.tif,710,608,29,708,614,28,2503,2201,5752,2
7,1,7,2,/Users/anamota/Desktop/iAM618/a488_001.tif,/Users/anamota/Desktop/iAM618/a594_001.tif,/Users/anamota/Desktop/iAM618/a488fret_001.tif,571,879,42,571,879,39,3111,1924,8024,1
7,1,7,2,/Users/anamota/Desktop/iAM618/a488_001.tif,/Users/anamota/Desktop/iAM618/a594_001.tif,/Users/anamota/Desktop/iAM618/a488fret_001.tif,510,810,27,510,809,24,3529,2626,12098,2
8,1,8,2,/Users/anamota/Desktop/iAM618/a488_001.tif,/Users/anamota/Desktop/iAM618/a594_001.tif,/Users/anamota/Desktop/iAM618/a488fret_001.tif,688,866,31,686,867,31,5147,9282,14694,1
8,1,8,2,/Users/anamota/Desktop/iAM618/a488_001.tif,/Users/anamota/Desktop/iAM618/a594_001.tif,/Users/anamota/Desktop/iAM618/a488fret_001.tif,738,842,39,736,843,40,3724,4073,8977,2
9,1,9,2,/Users/anamota/Desktop/iAM618/a488_001.tif,/Users/anamota/Desktop/iAM618/a594_001.tif,/Users/anamota/Desktop/iAM618/a488fret_001.tif,118,952,29,114,953,30,3009,5180,9087,1
9,1,9,2,/Users/anamota/Desktop/iAM618/a488_001.tif,/Users/anamota/Desktop/iAM618/a594_001.tif,/Users/anamota/Desktop/iAM618/a488fret_001.tif,87,828,36,88,828,33,2532,1658,8883,2
10,2,1,2,/Users/anamota/Desktop/iAM618/a488_002.tif,/Users/anamota/Desktop/iAM618/a594_002.tif,/Users/anamota/Desktop/iAM618/a488fret_002.tif,565,230,30,566,227,28,2485,1928,14153,1
10,2,1,2,/Users/anamota/Desktop/iAM618/a488_002.tif,/Users/anamota/Desktop/iAM618/a594_002.tif,/Users/anamota/Desktop/iAM618/a488fret_002.tif,440,200,36,439,195,38,3313,5093,14191,2
11,2,2,2,/Users/anamota/Desktop/iAM618/a488_002.tif,/Users/anamota/Desktop/iAM618/a594_002.tif,/Users/anamota/Desktop/iAM618/a488fret_002.tif,117,163,25,113,166,23,2933,1457,7044,1
11,2,2,2,/Users/anamota/Desktop/iAM618/a488_002.tif,/Users/anamota/Desktop/iAM618/a594_002.tif,/Users/anamota/Desktop/iAM618/a488fret_002.tif,179,215,27,178,220,25,3098,2181,19038,2
12,2,3,2,/Users/anamota/Desktop/iAM618/a488_002.tif,/Users/anamota/Desktop/iAM618/a594_002.tif,/Users/anamota/Desktop/iAM618/a488fret_002.tif,641,286,35,638,285,35,4184,8859,17126,1
12,2,3,2,/Users/anamota/Desktop/iAM618/a488_002.tif,/Users/anamota/Desktop/iAM618/a594_002.tif,/Users/anamota/Desktop/iAM618/a488fret_002.tif,532,315,33,530,314,34,5676,11552,24269,2
13,2,4,2,/Users/anamota/Desktop/iAM618/a488_002.tif,/Users/anamota/Desktop/iAM618/a594_002.tif,/Users/anamota/Desktop/iAM618/a488fret_002.tif,414,420,26,413,422,28,3458,4430,5595,1
13,2,4,2,/Users/anamota/Desktop/iAM618/a488_002.tif,/Users/anamota/Desktop/iAM618/a594_002.tif,/Users/anamota/Desktop/iAM618/a488fret_002.tif,472,397,26,467,396,27,3421,4459,8481,2
15,2,6,2,/Users/anamota/Desktop/iAM618/a488_002.tif,/Users/anamota/Desktop/iAM618/a594_002.tif,/Users/anamota/Desktop/iAM618/a488fret_002.tif,473,643,41,471,649,40,2427,1600,5263,1
15,2,6,2,/Users/anamota/Desktop/iAM618/a488_002.tif,/Users/anamota/Desktop/iAM618/a594_002.tif,/Users/anamota/Desktop/iAM618/a488fret_002.tif,451,711,28,451,711,31,4786,11384,5908,2
16,2,7,2,/Users/anamota/Desktop/iAM618/a488_002.tif,/Users/anamota/Desktop/iAM618/a594_002.tif,/Users/anamota/Desktop/iAM618/a488fret_002.tif,182,721,42,183,715,43,2903,3005,7702,1
16,2,7,2,/Users/anamota/Desktop/iAM618/a488_002.tif,/Users/anamota/Desktop/iAM618/a594_002.tif,/Users/anamota/Desktop/iAM618/a488fret_002.tif,194,673,30,189,672,28,5119,10649,10082,2
17,2,8,2,/Users/anamota/Desktop/iAM618/a488_002.tif,/Users/anamota/Desktop/iAM618/a594_002.tif,/Users/anamota/Desktop/iAM618/a488fret_002.tif,783,741,27,782,745,25,2584,1836,9716,1
17,2,8,2,/Users/anamota/Desktop/iAM618/a488_002.tif,/Users/anamota/Desktop/iAM618/a594_002.tif,/Users/anamota/Desktop/iAM618/a488fret_002.tif,703,737,24,699,740,22,2542,1460,8059,2
18,2,9,2,/Users/anamota/Desktop/iAM618/a488_002.tif,/Users/anamota/Desktop/iAM618/a594_002.tif,/Users/anamota/Desktop/iAM618/a488fret_002.tif,367,855,31,364,856,32,3251,5608,9742,1
18,2,9,2,/Users/anamota/Desktop/iAM618/a488_002.tif,/Users/anamota/Desktop/iAM618/a594_002.tif,/Users/anamota/Desktop/iAM618/a488fret_002.tif,306,850,23,302,853,21,2177,1357,6388,2
22,3,3,2,/Users/anamota/Desktop/iAM618/a488_003.tif,/Users/anamota/Desktop/iAM618/a594_003.tif,/Users/anamota/Desktop/iAM618/a488fret_003.tif,456,383,23,454,382,24,4511,8701,16673,1
22,3,3,2,/Users/anamota/Desktop/iAM618/a488_003.tif,/Users/anamota/Desktop/iAM618/a594_003.tif,/Users/anamota/Desktop/iAM618/a488fret_003.tif,436,283,24,441,283,26,3350,3953,11075,2
23,3,4,2,/Users/anamota/Desktop/iAM618/a488_003.tif,/Users/anamota/Desktop/iAM618/a594_003.tif,/Users/anamota/Desktop/iAM618/a488fret_003.tif,682,511,22,680,511,22,3661,7686,15675,1
23,3,4,2,/Users/anamota/Desktop/iAM618/a488_003.tif,/Users/anamota/Desktop/iAM618/a594_003.tif,/Users/anamota/Desktop/iAM618/a488fret_003.tif,765,475,20,761,480,21,2214,1321,2898,2
24,3,5,2,/Users/anamota/Desktop/iAM618/a488_003.tif,/Users/anamota/Desktop/iAM618/a594_003.tif,/Users/anamota/Desktop/iAM618/a488fret_003.tif,164,663,36,168,666,38,2598,1327,3132,1
24,3,5,2,/Users/anamota/Desktop/iAM618/a488_003.tif,/Users/anamota/Desktop/iAM618/a594_003.tif,/Users/anamota/Desktop/iAM618/a488fret_003.tif,206,561,31,207,561,28,2378,1548,9557,2
25,3,6,2,/Users/anamota/Desktop/iAM618/a488_003.tif,/Users/anamota/Desktop/iAM618/a594_003.tif,/Users/anamota/Desktop/iAM618/a488fret_003.tif,628,670,26,631,674,28,2486,1337,8462,1
25,3,6,2,/Users/anamota/Desktop/iAM618/a488_003.tif,/Users/anamota/Desktop/iAM618/a594_003.tif,/Users/anamota/Desktop/iAM618/a488fret_003.tif,617,664,38,624,664,38,2433,1321,3470,2
26,3,7,2,/Users/anamota/Desktop/iAM618/a488_003.tif,/Users/anamota/Desktop/iAM618/a594_003.tif,/Users/anamota/Desktop/iAM618/a488fret_003.tif,161,674,34,161,674,31,2628,1948,9994,1
26,3,7,2,/Users/anamota/Desktop/iAM618/a488_003.tif,/Users/anamota/Desktop/iAM618/a594_003.tif,/Users/anamota/Desktop/iAM618/a488fret_003.tif,141,686,34,141,685,31,3425,4019,3432,2
28,3,9,2,/Users/anamota/Desktop/iAM618/a488_003.tif,/Users/anamota/Desktop/iAM618/a594_003.tif,/Users/anamota/Desktop/iAM618/a488fret_003.tif,459,782,30,456,783,30,4063,7547,12844,1
28,3,9,2,/Users/anamota/Desktop/iAM618/a488_003.tif,/Users/anamota/Desktop/iAM618/a594_003.tif,/Users/anamota/Desktop/iAM618/a488fret_003.tif,430,726,32,428,727,34,3524,5170,8446,2
29,3,10,2,/Users/anamota/Desktop/iAM618/a488_003.tif,/Users/anamota/Desktop/iAM618/a594_003.tif,/Users/anamota/Desktop/iAM618/a488fret_003.tif,723,797,31,718,797,30,2830,2966,9349,1
29,3,10,2,/Users/anamota/Desktop/iAM618/a488_003.tif,/Users/anamota/Desktop/iAM618/a594_003.tif,/Users/anamota/Desktop/iAM618/a488fret_003.tif,769,758,33,768,762,31,2353,1528,8703,2
30,4,1,2,/Users/anamota/Desktop/iAM618/a488_004.tif,/Users/anamota/Desktop/iAM618/a594_004.tif,/Users/anamota/Desktop/iAM618/a488fret_004.tif,912,190,24,914,185,24,2319,2453,16114,1
30,4,1,2,/Users/anamota/Desktop/iAM618/a488_004.tif,/Users/anamota/Desktop/iAM618/a594_004.tif,/Users/anamota/Desktop/iAM618/a488fret_004.tif,891,36,26,891,37,23,4463,8778,4323,2
32,4,3,2,/Users/anamota/Desktop/iAM618/a488_004.tif,/Users/anamota/Desktop/iAM618/a594_004.tif,/Users/anamota/Desktop/iAM618/a488fret_004.tif,302,261,30,297,262,31,4224,7920,10440,1
32,4,3,2,/Users/anamota/Desktop/iAM618/a488_004.tif,/Users/anamota/Desktop/iAM618/a594_004.tif,/Users/anamota/Desktop/iAM618/a488fret_004.tif,231,383,30,231,384,33,3917,5686,4161,2
34,4,5,2,/Users/anamota/Desktop/iAM618/a488_004.tif,/Users/anamota/Desktop/iAM618/a594_004.tif,/Users/anamota/Desktop/iAM618/a488fret_004.tif,848,355,35,852,353,33,2911,3098,13275,1
34,4,5,2,/Users/anamota/Desktop/iAM618/a488_004.tif,/Users/anamota/Desktop/iAM618/a594_004.tif,/Users/anamota/Desktop/iAM618/a488fret_004.tif,792,320,33,789,326,33,2820,1995,13230,2
35,4,6,2,/Users/anamota/Desktop/iAM618/a488_004.tif,/Users/anamota/Desktop/iAM618/a594_004.tif,/Users/anamota/Desktop/iAM618/a488fret_004.tif,719,438,34,719,432,34,4200,7916,15399,1
35,4,6,2,/Users/anamota/Desktop/iAM618/a488_004.tif,/Users/anamota/Desktop/iAM618/a594_004.tif,/Users/anamota/Desktop/iAM618/a488fret_004.tif,710,437,42,716,438,43,2548,1703,4218,2
36,4,7,2,/Users/anamota/Desktop/iAM618/a488_004.tif,/Users/anamota/Desktop/iAM618/a594_004.tif,/Users/anamota/Desktop/iAM618/a488fret_004.tif,63,528,23,61,532,21,3135,2191,8851,1
36,4,7,2,/Users/anamota/Desktop/iAM618/a488_004.tif,/Users/anamota/Desktop/iAM618/a594_004.tif,/Users/anamota/Desktop/iAM618/a488fret_004.tif,9,517,38,9,516,35,2881,1885,9851,2
37,4,8,2,/Users/anamota/Desktop/iAM618/a488_004.tif,/Users/anamota/Desktop/iAM618/a594_004.tif,/Users/anamota/Desktop/iAM618/a488fret_004.tif,460,701,27,458,701,26,5486,10821,18369,1
37,4,8,2,/Users/anamota/Desktop/iAM618/a488_004.tif,/Users/anamota/Desktop/iAM618/a594_004.tif,/Users/anamota/Desktop/iAM618/a488fret_004.tif,369,691,38,367,695,36,3345,2054,12873,2
38,4,9,2,/Users/anamota/Desktop/iAM618/a488_004.tif,/Users/anamota/Desktop/iAM618/a594_004.tif,/Users/anamota/Desktop/iAM618/a488fret_004.tif,841,682,29,840,678,27,2872,1401,5892,1
38,4,9,2,/Users/anamota/Desktop/iAM618/a488_004.tif,/Users/anamota/Desktop/iAM618/a594_004.tif,/Users/anamota/Desktop/iAM618/a488fret_004.tif,823,670,34,818,671,32,3197,1847,12684,2
39,4,10,2,/Users/anamota/Desktop/iAM618/a488_004.tif,/Users/anamota/Desktop/iAM618/a594_004.tif,/Users/anamota/Desktop/iAM618/a488fret_004.tif,750,684,29,748,684,30,3736,7530,13714,1
39,4,10,2,/Users/anamota/Desktop/iAM618/a488_004.tif,/Users/anamota/Desktop/iAM618/a594_004.tif,/Users/anamota/Desktop/iAM618/a488fret_004.tif,765,712,30,767,714,28,2804,3179,10501,2
