nuclei,fov,original_nuclei,n_pairs,DonorFile,AcceptorFile,FretFile,X_A,Y_A,Z_A,X_D,Y_D,Z_D,Fret,Acceptor,Donor,Pair
4,1,4,2,/Users/anamota/Desktop/iAM716/a488_001.tif,/Users/anamota/Desktop/iAM716/a594_001.tif,/Users/anamota/Desktop/iAM716/a488fret_001.tif,689,624,29,687,622,27,2174,3126,11729,1
4,1,4,2,/Users/anamota/Desktop/iAM716/a488_001.tif,/Users/anamota/Desktop/iAM716/a594_001.tif,/Users/anamota/Desktop/iAM716/a488fret_001.tif,767,691,28,763,689,26,2172,1919,8612,2
6,1,6,2,/Users/anamota/Desktop/iAM716/a488_001.tif,/Users/anamota/Desktop/iAM716/a594_001.tif,/Users/anamota/Desktop/iAM716/a488fret_001.tif,564,775,30,565,777,28,2280,2644,8690,1
6,1,6,2,/Users/anamota/Desktop/iAM716/a488_001.tif,/Users/anamota/Desktop/iAM716/a594_001.tif,/Users/anamota/Desktop/iAM716/a488fret_001.tif,645,743,22,644,737,22,2715,4130,9662,2
7,2,1,2,/Users/anamota/Desktop/iAM716/a488_002.tif,/Users/anamota/Desktop/iAM716/a594_002.tif,/Users/anamota/Desktop/iAM716/a488fret_002.tif,680,365,26,678,364,26,3129,14334,17694,1
7,2,1,2,/Users/anamota/Desktop/iAM716/a488_002.tif,/Users/anamota/Desktop/iAM716/a594_002.tif,/Users/anamota/Desktop/iAM716/a488fret_002.tif,700,244,31,696,241,29,2335,3420,12935,2
9,2,3,2,/Users/anamota/Desktop/iAM716/a488_002.tif,/Users/anamota/Desktop/iAM716/a594_002.tif,/Users/anamota/Desktop/iAM716/a488fret_002.tif,569,628,29,567,628,29,3477,12875,14215,1
9,2,3,2,/Users/anamota/Desktop/iAM716/a488_002.tif,/Users/anamota/Desktop/iAM716/a594_002.tif,/Users/anamota/Desktop/iAM716/a488fret_002.tif,614,672,33,610,674,31,2289,2214,10027,2
11,3,1,2,/Users/anamota/Desktop/iAM716/a488_003.tif,/Users/anamota/Desktop/iAM716/a594_003.tif,/Users/anamota/Desktop/iAM716/a488fret_003.tif,512,328,26,513,329,28,3245,10883,15945,1
11,3,1,2,/Users/anamota/Desktop/iAM716/a488_003.tif,/Users/anamota/Desktop/iAM716/a594_003.tif,/Users/anamota/Desktop/iAM716/a488fret_003.tif,555,262,27,555,265,25,3122,12624,9223,2
16,4,2,2,/Users/anamota/Desktop/iAM716/a488_004.tif,/Users/anamota/Desktop/iAM716/a594_004.tif,/Users/anamota/Desktop/iAM716/a488fret_004.tif,689,428,29,691,424,27,2702,6378,14013,1
16,4,2,2,/Users/anamota/Desktop/iAM716/a488_004.tif,/Users/anamota/Desktop/iAM716/a594_004.tif,/Users/anamota/Desktop/iAM716/a488fret_004.tif,697,446,26,692,445,24,2389,2595,10787,2
17,4,3,2,/Users/anamota/Desktop/iAM716/a488_004.tif,/Users/anamota/Desktop/iAM716/a594_004.tif,/Users/anamota/Desktop/iAM716/a488fret_004.tif,582,447,31,578,450,29,2792,3572,14779,1
17,4,3,2,/Users/anamota/Desktop/iAM716/a488_004.tif,/Users/anamota/Desktop/iAM716/a594_004.tif,/Users/anamota/Desktop/iAM716/a488fret_004.tif,545,474,34,540,474,32,2719,2266,5768,2
26,6,5,2,/Users/anamota/Desktop/iAM716/a488_006.tif,/Users/anamota/Desktop/iAM716/a594_006.tif,/Users/anamota/Desktop/iAM716/a488fret_006.tif,493,877,31,495,881,29,2647,6896,8608,1
26,6,5,2,/Users/anamota/Desktop/iAM716/a488_006.tif,/Users/anamota/Desktop/iAM716/a594_006.tif,/Users/anamota/Desktop/iAM716/a488fret_006.tif,419,937,38,419,936,35,5394,2828,5756,2
27,7,1,2,/Users/anamota/Desktop/iAM716/a488_007.tif,/Users/anamota/Desktop/iAM716/a594_007.tif,/Users/anamota/Desktop/iAM716/a488fret_007.tif,519,159,27,519,156,25,2113,2159,10896,1
27,7,1,2,/Users/anamota/Desktop/iAM716/a488_007.tif,/Users/anamota/Desktop/iAM716/a594_007.tif,/Users/anamota/Desktop/iAM716/a488fret_007.tif,508,127,27,504,125,29,3072,12623,16004,2
28,7,2,2,/Users/anamota/Desktop/iAM716/a488_007.tif,/Users/anamota/Desktop/iAM716/a594_007.tif,/Users/anamota/Desktop/iAM716/a488fret_007.tif,764,420,24,761,424,26,1937,2870,13099,1
