nuclei,fov,original_nuclei,n_pairs,DonorFile,AcceptorFile,FretFile,X_A,Y_A,Z_A,X_D,Y_D,Z_D,Fret,Acceptor,Donor,Pair
2,1,2,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_001.tif,229,115,24,225,114,25,2772,4783,11573,1
2,1,2,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_001.tif,213,99,30,216,100,32,2629,4556,7333,2
5,1,5,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_001.tif,736,343,41,734,343,42,3253,7127,18307,1
5,1,5,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_001.tif,771,333,45,766,332,43,2390,1916,11008,2
6,1,6,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_001.tif,473,391,28,474,385,28,2679,5609,4572,1
6,1,6,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_001.tif,407,386,35,412,390,35,3370,5416,6894,2
7,1,7,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_001.tif,171,424,25,168,427,23,3141,1979,17732,1
7,1,7,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_001.tif,158,372,35,159,372,32,2345,1488,6490,2
9,1,9,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_001.tif,283,440,24,282,442,22,2908,1545,7434,1
9,1,9,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_001.tif,296,422,21,298,416,22,3112,2539,10664,2
10,1,10,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_001.tif,413,484,25,408,483,23,3189,3038,20055,1
10,1,10,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_001.tif,428,511,20,428,512,17,4938,11646,5479,2
12,1,12,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_001.tif,135,612,23,131,615,21,3006,1934,10428,1
12,1,12,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_001.tif,182,587,27,183,587,30,3047,5228,3738,2
14,1,14,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_001.tif,124,693,29,122,696,27,2641,2342,14405,1
14,1,14,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_001.tif,134,647,34,135,647,31,2536,1515,4363,2
16,1,16,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_001.tif,184,913,22,185,908,20,2971,4810,6973,1
16,1,16,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_001.tif,151,892,26,152,892,23,2256,1515,6141,2
17,1,17,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_001.tif,265,893,28,268,889,29,2647,3632,7535,1
17,1,17,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_001.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_001.tif,257,937,20,257,943,21,2418,3071,10979,2
19,2,2,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_002.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_002.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_002.tif,388,198,34,385,195,32,2395,1440,4810,1
19,2,2,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_002.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_002.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_002.tif,365,161,25,366,161,22,2611,1770,12192,2
22,2,5,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_002.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_002.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_002.tif,159,373,34,158,372,32,3075,5041,17016,1
22,2,5,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_002.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_002.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_002.tif,189,440,31,187,443,29,2819,2631,12909,2
24,2,7,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_002.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_002.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_002.tif,897,483,28,893,482,26,2097,1412,8371,1
24,2,7,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_002.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_002.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_002.tif,843,490,40,843,497,40,2436,2500,5235,2
26,2,9,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_002.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_002.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_002.tif,814,656,31,820,657,30,2364,1400,8036,1
26,2,9,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_002.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_002.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_002.tif,784,630,22,778,628,21,2460,1640,12642,2
27,2,10,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_002.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_002.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_002.tif,370,629,35,368,627,33,2762,2243,9680,1
27,2,10,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_002.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_002.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_002.tif,445,622,38,445,621,41,3421,5430,5366,2
28,2,11,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_002.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_002.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_002.tif,286,672,30,288,673,28,2854,2896,10614,1
28,2,11,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_002.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_002.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_002.tif,304,629,25,309,629,23,3008,1930,12777,2
32,3,1,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_003.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_003.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_003.tif,299,142,24,302,140,22,4876,1817,6701,1
32,3,1,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_003.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_003.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_003.tif,254,146,27,249,147,25,3284,2206,8590,2
37,3,6,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_003.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_003.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_003.tif,633,270,21,630,273,19,2605,1823,15204,1
37,3,6,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_003.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_003.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_003.tif,619,335,19,620,330,21,2499,1447,4468,2
38,3,7,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_003.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_003.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_003.tif,237,422,22,233,422,23,3694,7751,16768,1
38,3,7,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_003.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_003.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_003.tif,301,421,20,301,422,17,3057,2484,12484,2
39,3,8,2,/Users/anamota/Desktop/iAM680_20210714_001/a488_003.tif,/Users/anamota/Desktop/iAM680_20210714_001/a594_003.tif,/Users/anamota/Desktop/iAM680_20210714_001/a488fret_003.tif,417,563,21,413,566,19,2885,1713,12625,1
