nuclei,fov,original_nuclei,n_pairs,DonorFile,AcceptorFile,FretFile,X_A,Y_A,Z_A,X_D,Y_D,Z_D,Fret,Acceptor,Donor,Pair,dlamin_A,dlamin_D
13,1,13,2,/Volumes/projects/FRET-FISH/iAM682/a488_001.tif,/Volumes/projects/FRET-FISH/iAM682/a594_001.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_001.tif,679,652,27,682,650,29,2559,2006,6520,1,7.07106781005859,7.07106781005859
13,1,13,2,/Volumes/projects/FRET-FISH/iAM682/a488_001.tif,/Volumes/projects/FRET-FISH/iAM682/a594_001.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_001.tif,714,652,23,710,657,22,2344,1692,3512,2,17.7200450897217,17.7200450897217
14,1,14,2,/Volumes/projects/FRET-FISH/iAM682/a488_001.tif,/Volumes/projects/FRET-FISH/iAM682/a594_001.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_001.tif,536,709,26,532,713,27,2747,3013,6495,1,2,2
14,1,14,2,/Volumes/projects/FRET-FISH/iAM682/a488_001.tif,/Volumes/projects/FRET-FISH/iAM682/a594_001.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_001.tif,535,780,33,530,779,31,2399,1811,4393,2,10.2956304550171,10.2956304550171
15,1,15,2,/Volumes/projects/FRET-FISH/iAM682/a488_001.tif,/Volumes/projects/FRET-FISH/iAM682/a594_001.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_001.tif,848,805,34,845,802,32,2260,1735,5915,1,5,5
15,1,15,2,/Volumes/projects/FRET-FISH/iAM682/a488_001.tif,/Volumes/projects/FRET-FISH/iAM682/a594_001.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_001.tif,831,762,24,836,765,23,2935,5171,3494,2,2.82842707633972,2.82842707633972
16,1,16,2,/Volumes/projects/FRET-FISH/iAM682/a488_001.tif,/Volumes/projects/FRET-FISH/iAM682/a594_001.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_001.tif,614,852,28,618,852,26,2237,2142,5320,1,14.2126703262329,14.2126703262329
16,1,16,2,/Volumes/projects/FRET-FISH/iAM682/a488_001.tif,/Volumes/projects/FRET-FISH/iAM682/a594_001.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_001.tif,682,846,28,682,847,31,2251,1886,4679,2,6,6
18,1,18,2,/Volumes/projects/FRET-FISH/iAM682/a488_001.tif,/Volumes/projects/FRET-FISH/iAM682/a594_001.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_001.tif,436,916,33,431,919,34,2547,3488,4501,1,12.0415945053101,12.0415945053101
18,1,18,2,/Volumes/projects/FRET-FISH/iAM682/a488_001.tif,/Volumes/projects/FRET-FISH/iAM682/a594_001.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_001.tif,425,899,28,425,900,31,2625,3251,3386,2,10,10
20,2,1,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,345,136,30,339,134,29,3127,1722,3795,1,7.81024980545044,7.81024980545044
20,2,1,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,348,95,31,348,96,28,2450,1821,5053,2,22,22
23,2,4,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,823,264,21,825,268,23,2646,2573,5651,1,22.2036037445068,22.2036037445068
23,2,4,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,824,227,19,824,228,16,2334,1805,3852,2,26.6270542144775,26.6270542144775
24,2,5,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,902,314,22,905,310,20,14701,4062,10298,1,38.2099456787109,38.2099456787109
24,2,5,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,925,312,18,925,312,21,15230,4177,10759,2,21.470911026001,21.470911026001
25,2,6,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,528,349,39,534,347,38,2501,1650,4378,1,5.83095169067383,5.83095169067383
25,2,6,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,541,283,29,544,279,31,2363,1748,3940,2,19.1049728393555,19.1049728393555
26,2,7,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,615,346,24,612,342,22,2840,2344,10709,1,12,12
26,2,7,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,629,326,21,628,326,18,2834,1707,3576,2,17.0293865203857,17.0293865203857
27,2,8,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,359,337,32,363,333,32,3125,4047,4311,1,12.5299644470215,12.5299644470215
27,2,8,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,282,380,32,288,380,31,2860,1730,4884,2,2.82842707633972,2.82842707633972
28,2,9,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,432,395,16,437,394,18,2688,1704,3376,1,21.6333084106445,21.6333084106445
28,2,9,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,442,424,22,447,423,24,2537,1686,3377,2,40.0499687194824,40.0499687194824
29,2,10,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,787,418,30,784,416,32,2167,2347,3947,1,6,6
29,2,10,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,746,383,28,751,380,27,2436,1560,6380,2,11.7046995162964,11.7046995162964
30,2,11,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,252,520,22,248,520,23,2912,2760,5668,1,4.12310552597046,4.12310552597046
30,2,11,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,239,456,17,246,456,17,2764,1822,3568,2,28.2311878204346,28.2311878204346
32,2,13,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,499,563,17,504,564,19,5116,2095,3515,1,5.38516473770142,5.38516473770142
32,2,13,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,535,489,18,535,490,21,2896,1729,3647,2,26,26
34,2,15,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,858,648,36,857,652,34,2228,1746,6368,1,33.5410194396973,33.5410194396973
34,2,15,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,854,650,25,854,649,22,2236,1462,3197,2,29.2745628356934,29.2745628356934
35,2,16,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,305,664,27,301,669,26,2720,1747,3686,1,37.2021522521973,37.2021522521973
35,2,16,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,333,682,29,333,683,26,2627,1915,6389,2,17,17
36,2,17,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,693,726,21,696,722,19,2657,1661,3524,1,32.8937683105469,32.8937683105469
36,2,17,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,662,718,22,662,718,25,2368,1611,3642,2,27.2946872711182,27.2946872711182
37,2,18,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,911,752,23,906,753,21,2412,1832,6252,1,12.0415945053101,12.0415945053101
37,2,18,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,896,715,19,901,714,17,2293,1493,3422,2,16.4924221038818,16.4924221038818
40,2,21,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,920,807,35,920,810,33,2326,1843,5651,1,12.6491107940674,12.6491107940674
40,2,21,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,968,815,34,968,816,31,1726,1387,3082,2,17.8885440826416,17.8885440826416
41,2,22,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,742,824,18,747,824,16,2178,1644,3339,1,31.6227760314941,31.6227760314941
41,2,22,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,761,807,26,768,807,26,2004,1567,3159,2,11.6619033813477,11.6619033813477
43,2,24,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,569,956,27,565,959,29,3882,1934,3827,1,8.48528099060059,8.48528099060059
43,2,24,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,596,934,25,601,935,27,2515,1586,3449,2,40.3112869262695,40.3112869262695
44,2,25,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,792,954,33,790,958,31,1850,1565,4276,1,32.2024841308594,32.2024841308594
44,2,25,2,/Volumes/projects/FRET-FISH/iAM682/a488_002.tif,/Volumes/projects/FRET-FISH/iAM682/a594_002.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_002.tif,769,917,34,764,918,32,2000,1336,3722,2,14,14
46,3,2,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,96,180,37,93,181,35,2218,2232,4758,1,26.6270542144775,26.6270542144775
46,3,2,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,116,180,33,119,177,35,2539,1685,7530,2,25.4950981140137,25.4950981140137
47,3,3,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,516,220,25,515,215,23,4156,1825,4753,1,10.7703294754028,10.7703294754028
47,3,3,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,577,212,22,577,205,22,10871,4047,4681,2,25,25
48,3,4,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,784,289,29,779,290,27,2330,2271,6892,1,20.1246109008789,20.1246109008789
48,3,4,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,761,303,18,761,296,18,2234,1771,3478,2,33,33
49,3,5,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,407,361,37,401,362,36,2418,1649,4339,1,36,36
49,3,5,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,454,392,34,449,392,32,2242,1648,7108,2,8.48528099060059,8.48528099060059
50,3,6,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,740,371,32,739,365,31,4331,1895,4219,1,6.40312433242798,6.40312433242798
50,3,6,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,748,370,24,744,373,22,5972,2202,5829,2,10.1980390548706,10.1980390548706
51,3,7,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,430,450,34,430,454,32,2440,1716,7240,1,15.65247631073,15.65247631073
51,3,7,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,432,464,25,428,461,23,2389,1615,5226,2,28.844409942627,28.844409942627
52,3,8,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,95,539,31,94,537,29,2596,1723,5722,1,4,4
52,3,8,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,102,516,23,96,518,24,3138,1619,2908,2,5.83095169067383,5.83095169067383
53,3,9,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,719,490,33,719,495,31,2687,1583,3646,1,24.1867733001709,24.1867733001709
53,3,9,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,712,496,22,716,501,21,2935,1577,3756,2,28.1602554321289,28.1602554321289
54,3,10,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,157,498,25,158,503,24,2925,6619,3209,1,14.4222049713135,14.4222049713135
54,3,10,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,123,522,34,125,528,33,2688,2672,3248,2,13.8924436569214,13.8924436569214
55,3,11,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,783,525,38,777,525,37,2170,1773,5566,1,40.0249938964844,40.0249938964844
55,3,11,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,747,557,32,747,550,32,2459,1603,3722,2,23.7697277069092,23.7697277069092
57,3,13,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,179,643,26,181,638,27,2559,3104,3141,1,12.3693170547485,12.3693170547485
57,3,13,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,261,588,23,256,587,25,2595,2690,4292,2,5,5
58,3,14,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,323,589,31,319,588,33,2619,4099,6487,1,14.3178215026855,14.3178215026855
58,3,14,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,370,639,25,369,639,22,8221,2858,4308,2,5,5
59,3,15,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,806,707,19,805,709,17,1950,2207,11060,1,13.0384044647217,13.0384044647217
59,3,15,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,792,728,20,797,727,22,1981,1361,2878,2,31.2569999694824,31.2569999694824
60,3,16,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,675,785,31,670,785,29,2302,1734,5843,1,12.6491107940674,12.6491107940674
60,3,16,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,661,817,22,657,820,20,2148,1585,3520,2,26.9258232116699,26.9258232116699
61,3,17,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,261,811,30,259,814,28,2585,2099,7454,1,36.4005508422852,36.4005508422852
61,3,17,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,297,828,27,298,822,26,2456,3348,3280,2,8.9442720413208,8.9442720413208
62,3,18,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,129,828,45,130,828,42,7087,2400,4072,1,1,1
62,3,18,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,133,802,7,132,802,10,5330,2252,3845,2,4.4721360206604,4.4721360206604
63,3,19,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,546,870,20,541,867,19,2839,1717,3158,1,33.9558525085449,33.9558525085449
63,3,19,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,538,855,33,539,860,31,2333,2234,4074,2,37.576587677002,37.576587677002
64,3,20,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,49,902,29,48,897,31,9353,4023,4930,1,6.70820379257202,6.70820379257202
64,3,20,2,/Volumes/projects/FRET-FISH/iAM682/a488_003.tif,/Volumes/projects/FRET-FISH/iAM682/a594_003.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_003.tif,75,876,44,76,876,41,10154,2929,5527,2,1,1
66,4,2,2,/Volumes/projects/FRET-FISH/iAM682/a488_004.tif,/Volumes/projects/FRET-FISH/iAM682/a594_004.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_004.tif,885,257,24,887,259,22,2209,1630,5372,1,14,14
66,4,2,2,/Volumes/projects/FRET-FISH/iAM682/a488_004.tif,/Volumes/projects/FRET-FISH/iAM682/a594_004.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_004.tif,841,164,23,847,162,24,2340,1541,4354,2,4,4
67,4,3,2,/Volumes/projects/FRET-FISH/iAM682/a488_004.tif,/Volumes/projects/FRET-FISH/iAM682/a594_004.tif,/Volumes/projects/FRET-FISH/iAM682/a488fret_004.tif,631,248,27,634,244,29,2425,1643,6042,1,25.9422435760498,25.9422435760498
