nuclei,fov,original_nuclei,n_pairs,DonorFile,AcceptorFile,FretFile,X_A,Y_A,Z_A,X_D,Y_D,Z_D,Fret,Acceptor,Donor,Pair
1,1,1,2,/Users/anamota/Desktop/iAM684/a488_001.tif,/Users/anamota/Desktop/iAM684/a594_001.tif,/Users/anamota/Desktop/iAM684/a488fret_001.tif,572,104,31,570,104,30,2435,4729,6922,1
1,1,1,2,/Users/anamota/Desktop/iAM684/a488_001.tif,/Users/anamota/Desktop/iAM684/a594_001.tif,/Users/anamota/Desktop/iAM684/a488fret_001.tif,590,90,27,588,92,25,1985,1811,6999,2
2,1,2,2,/Users/anamota/Desktop/iAM684/a488_001.tif,/Users/anamota/Desktop/iAM684/a594_001.tif,/Users/anamota/Desktop/iAM684/a488fret_001.tif,819,299,32,818,303,30,1925,1556,6802,1
2,1,2,2,/Users/anamota/Desktop/iAM684/a488_001.tif,/Users/anamota/Desktop/iAM684/a594_001.tif,/Users/anamota/Desktop/iAM684/a488fret_001.tif,820,245,32,815,244,30,1687,1991,7387,2
3,1,3,2,/Users/anamota/Desktop/iAM684/a488_001.tif,/Users/anamota/Desktop/iAM684/a594_001.tif,/Users/anamota/Desktop/iAM684/a488fret_001.tif,493,299,31,490,298,31,2712,10277,9036,1
3,1,3,2,/Users/anamota/Desktop/iAM684/a488_001.tif,/Users/anamota/Desktop/iAM684/a594_001.tif,/Users/anamota/Desktop/iAM684/a488fret_001.tif,513,341,29,508,337,30,2833,6468,7749,2
4,1,4,2,/Users/anamota/Desktop/iAM684/a488_001.tif,/Users/anamota/Desktop/iAM684/a594_001.tif,/Users/anamota/Desktop/iAM684/a488fret_001.tif,652,358,24,657,362,25,2820,7012,7429,1
4,1,4,2,/Users/anamota/Desktop/iAM684/a488_001.tif,/Users/anamota/Desktop/iAM684/a594_001.tif,/Users/anamota/Desktop/iAM684/a488fret_001.tif,633,385,32,634,385,29,2196,2429,9336,2
5,1,5,2,/Users/anamota/Desktop/iAM684/a488_001.tif,/Users/anamota/Desktop/iAM684/a594_001.tif,/Users/anamota/Desktop/iAM684/a488fret_001.tif,286,346,30,282,345,31,2293,5533,5642,1
5,1,5,2,/Users/anamota/Desktop/iAM684/a488_001.tif,/Users/anamota/Desktop/iAM684/a594_001.tif,/Users/anamota/Desktop/iAM684/a488fret_001.tif,347,384,34,342,383,32,2366,1772,5148,2
6,1,6,2,/Users/anamota/Desktop/iAM684/a488_001.tif,/Users/anamota/Desktop/iAM684/a594_001.tif,/Users/anamota/Desktop/iAM684/a488fret_001.tif,128,406,35,125,411,35,2552,5874,3009,1
6,1,6,2,/Users/anamota/Desktop/iAM684/a488_001.tif,/Users/anamota/Desktop/iAM684/a594_001.tif,/Users/anamota/Desktop/iAM684/a488fret_001.tif,82,453,32,84,447,31,3248,7560,2830,2
7,1,7,2,/Users/anamota/Desktop/iAM684/a488_001.tif,/Users/anamota/Desktop/iAM684/a594_001.tif,/Users/anamota/Desktop/iAM684/a488fret_001.tif,419,595,27,419,595,30,3055,7787,4112,1
7,1,7,2,/Users/anamota/Desktop/iAM684/a488_001.tif,/Users/anamota/Desktop/iAM684/a594_001.tif,/Users/anamota/Desktop/iAM684/a488fret_001.tif,396,604,29,396,603,32,3080,11722,4008,2
8,1,8,2,/Users/anamota/Desktop/iAM684/a488_001.tif,/Users/anamota/Desktop/iAM684/a594_001.tif,/Users/anamota/Desktop/iAM684/a488fret_001.tif,699,653,37,699,652,39,2535,6978,4434,1
8,1,8,2,/Users/anamota/Desktop/iAM684/a488_001.tif,/Users/anamota/Desktop/iAM684/a594_001.tif,/Users/anamota/Desktop/iAM684/a488fret_001.tif,680,638,30,677,641,28,1991,2020,7501,2
9,1,9,2,/Users/anamota/Desktop/iAM684/a488_001.tif,/Users/anamota/Desktop/iAM684/a594_001.tif,/Users/anamota/Desktop/iAM684/a488fret_001.tif,427,750,33,430,753,31,2059,1575,3554,1
9,1,9,2,/Users/anamota/Desktop/iAM684/a488_001.tif,/Users/anamota/Desktop/iAM684/a594_001.tif,/Users/anamota/Desktop/iAM684/a488fret_001.tif,401,748,30,400,753,32,2605,6140,3418,2
10,1,10,2,/Users/anamota/Desktop/iAM684/a488_001.tif,/Users/anamota/Desktop/iAM684/a594_001.tif,/Users/anamota/Desktop/iAM684/a488fret_001.tif,694,807,26,692,808,26,3101,12934,15574,1
10,1,10,2,/Users/anamota/Desktop/iAM684/a488_001.tif,/Users/anamota/Desktop/iAM684/a594_001.tif,/Users/anamota/Desktop/iAM684/a488fret_001.tif,701,792,34,696,791,32,2042,1456,3109,2
11,1,11,2,/Users/anamota/Desktop/iAM684/a488_001.tif,/Users/anamota/Desktop/iAM684/a594_001.tif,/Users/anamota/Desktop/iAM684/a488fret_001.tif,571,796,35,569,797,35,3147,8224,11575,1
11,1,11,2,/Users/anamota/Desktop/iAM684/a488_001.tif,/Users/anamota/Desktop/iAM684/a594_001.tif,/Users/anamota/Desktop/iAM684/a488fret_001.tif,599,755,31,596,756,31,2414,4594,9257,2
12,1,12,2,/Users/anamota/Desktop/iAM684/a488_001.tif,/Users/anamota/Desktop/iAM684/a594_001.tif,/Users/anamota/Desktop/iAM684/a488fret_001.tif,316,831,27,321,834,26,3688,14155,3049,1
12,1,12,2,/Users/anamota/Desktop/iAM684/a488_001.tif,/Users/anamota/Desktop/iAM684/a594_001.tif,/Users/anamota/Desktop/iAM684/a488fret_001.tif,360,905,28,359,900,30,2335,1933,9290,2
13,1,13,2,/Users/anamota/Desktop/iAM684/a488_001.tif,/Users/anamota/Desktop/iAM684/a594_001.tif,/Users/anamota/Desktop/iAM684/a488fret_001.tif,92,910,28,86,909,29,2407,1912,3699,1
13,1,13,2,/Users/anamota/Desktop/iAM684/a488_001.tif,/Users/anamota/Desktop/iAM684/a594_001.tif,/Users/anamota/Desktop/iAM684/a488fret_001.tif,159,851,27,152,851,27,2901,1523,2924,2
14,1,14,2,/Users/anamota/Desktop/iAM684/a488_001.tif,/Users/anamota/Desktop/iAM684/a594_001.tif,/Users/anamota/Desktop/iAM684/a488fret_001.tif,474,991,29,474,992,27,1821,1835,4627,1
