nuclei,fov,original_nuclei,n_pairs,DonorFile,AcceptorFile,FretFile,X_A,Y_A,Z_A,X_D,Y_D,Z_D,Fret,Acceptor,Donor,Pair
3,1,3,2,/Users/anamota/Desktop/iAM706/a488_001.tif,/Users/anamota/Desktop/iAM706/a594_001.tif,/Users/anamota/Desktop/iAM706/a488fret_001.tif,817,387,25,813,389,23,2367,2115,14597,1
3,1,3,2,/Users/anamota/Desktop/iAM706/a488_001.tif,/Users/anamota/Desktop/iAM706/a594_001.tif,/Users/anamota/Desktop/iAM706/a488fret_001.tif,768,394,22,768,389,24,2432,1730,3881,2
7,2,1,2,/Users/anamota/Desktop/iAM706/a488_002.tif,/Users/anamota/Desktop/iAM706/a594_002.tif,/Users/anamota/Desktop/iAM706/a488fret_002.tif,623,89,23,623,84,25,9375,3731,5746,1
7,2,1,2,/Users/anamota/Desktop/iAM706/a488_002.tif,/Users/anamota/Desktop/iAM706/a594_002.tif,/Users/anamota/Desktop/iAM706/a488fret_002.tif,689,118,23,692,114,21,6652,2563,5058,2
8,2,2,2,/Users/anamota/Desktop/iAM706/a488_002.tif,/Users/anamota/Desktop/iAM706/a594_002.tif,/Users/anamota/Desktop/iAM706/a488fret_002.tif,509,203,27,508,203,30,8513,3083,6701,1
8,2,2,2,/Users/anamota/Desktop/iAM706/a488_002.tif,/Users/anamota/Desktop/iAM706/a594_002.tif,/Users/anamota/Desktop/iAM706/a488fret_002.tif,503,158,34,504,158,37,7125,3001,6030,2
9,2,3,2,/Users/anamota/Desktop/iAM706/a488_002.tif,/Users/anamota/Desktop/iAM706/a594_002.tif,/Users/anamota/Desktop/iAM706/a488fret_002.tif,604,319,24,602,315,22,2369,2088,12794,1
9,2,3,2,/Users/anamota/Desktop/iAM706/a488_002.tif,/Users/anamota/Desktop/iAM706/a594_002.tif,/Users/anamota/Desktop/iAM706/a488fret_002.tif,650,352,25,651,357,23,2833,1791,4180,2
10,2,4,2,/Users/anamota/Desktop/iAM706/a488_002.tif,/Users/anamota/Desktop/iAM706/a594_002.tif,/Users/anamota/Desktop/iAM706/a488fret_002.tif,690,393,23,687,397,21,2652,2119,11476,1
10,2,4,2,/Users/anamota/Desktop/iAM706/a488_002.tif,/Users/anamota/Desktop/iAM706/a594_002.tif,/Users/anamota/Desktop/iAM706/a488fret_002.tif,668,391,22,664,386,23,2829,2121,3857,2
11,2,5,2,/Users/anamota/Desktop/iAM706/a488_002.tif,/Users/anamota/Desktop/iAM706/a594_002.tif,/Users/anamota/Desktop/iAM706/a488fret_002.tif,100,559,25,98,562,23,2169,1721,5040,1
11,2,5,2,/Users/anamota/Desktop/iAM706/a488_002.tif,/Users/anamota/Desktop/iAM706/a594_002.tif,/Users/anamota/Desktop/iAM706/a488fret_002.tif,43,650,24,40,654,22,2116,2003,9665,2
12,2,6,2,/Users/anamota/Desktop/iAM706/a488_002.tif,/Users/anamota/Desktop/iAM706/a594_002.tif,/Users/anamota/Desktop/iAM706/a488fret_002.tif,632,620,24,628,623,22,2184,1746,5826,1
12,2,6,2,/Users/anamota/Desktop/iAM706/a488_002.tif,/Users/anamota/Desktop/iAM706/a594_002.tif,/Users/anamota/Desktop/iAM706/a488fret_002.tif,528,609,20,531,613,22,2062,1652,3765,2
13,2,7,2,/Users/anamota/Desktop/iAM706/a488_002.tif,/Users/anamota/Desktop/iAM706/a594_002.tif,/Users/anamota/Desktop/iAM706/a488fret_002.tif,347,723,21,348,724,19,2144,1584,6483,1
13,2,7,2,/Users/anamota/Desktop/iAM706/a488_002.tif,/Users/anamota/Desktop/iAM706/a594_002.tif,/Users/anamota/Desktop/iAM706/a488fret_002.tif,369,767,23,364,768,22,2535,5942,8800,2
14,2,8,2,/Users/anamota/Desktop/iAM706/a488_002.tif,/Users/anamota/Desktop/iAM706/a594_002.tif,/Users/anamota/Desktop/iAM706/a488fret_002.tif,760,886,22,760,889,20,2370,1684,6934,1
14,2,8,2,/Users/anamota/Desktop/iAM706/a488_002.tif,/Users/anamota/Desktop/iAM706/a594_002.tif,/Users/anamota/Desktop/iAM706/a488fret_002.tif,790,938,28,786,936,26,2067,2037,9932,2
17,3,3,2,/Users/anamota/Desktop/iAM706/a488_003.tif,/Users/anamota/Desktop/iAM706/a594_003.tif,/Users/anamota/Desktop/iAM706/a488fret_003.tif,208,399,23,202,401,23,2668,2072,3638,1
17,3,3,2,/Users/anamota/Desktop/iAM706/a488_003.tif,/Users/anamota/Desktop/iAM706/a594_003.tif,/Users/anamota/Desktop/iAM706/a488fret_003.tif,242,406,25,239,402,23,2970,2250,8057,2
18,3,4,2,/Users/anamota/Desktop/iAM706/a488_003.tif,/Users/anamota/Desktop/iAM706/a594_003.tif,/Users/anamota/Desktop/iAM706/a488fret_003.tif,509,355,27,504,359,28,7591,2505,5505,1
18,3,4,2,/Users/anamota/Desktop/iAM706/a488_003.tif,/Users/anamota/Desktop/iAM706/a594_003.tif,/Users/anamota/Desktop/iAM706/a488fret_003.tif,577,366,30,576,361,32,8565,2719,6533,2
19,3,5,2,/Users/anamota/Desktop/iAM706/a488_003.tif,/Users/anamota/Desktop/iAM706/a594_003.tif,/Users/anamota/Desktop/iAM706/a488fret_003.tif,720,394,22,718,391,24,3135,4350,5510,1
19,3,5,2,/Users/anamota/Desktop/iAM706/a488_003.tif,/Users/anamota/Desktop/iAM706/a594_003.tif,/Users/anamota/Desktop/iAM706/a488fret_003.tif,747,389,21,753,392,21,2351,1820,4243,2
21,3,7,2,/Users/anamota/Desktop/iAM706/a488_003.tif,/Users/anamota/Desktop/iAM706/a594_003.tif,/Users/anamota/Desktop/iAM706/a488fret_003.tif,689,650,24,687,646,26,2559,1766,4100,1
21,3,7,2,/Users/anamota/Desktop/iAM706/a488_003.tif,/Users/anamota/Desktop/iAM706/a594_003.tif,/Users/anamota/Desktop/iAM706/a488fret_003.tif,711,689,28,706,688,26,2413,1686,9185,2
22,3,8,2,/Users/anamota/Desktop/iAM706/a488_003.tif,/Users/anamota/Desktop/iAM706/a594_003.tif,/Users/anamota/Desktop/iAM706/a488fret_003.tif,473,739,26,470,735,24,2429,2041,9248,1
22,3,8,2,/Users/anamota/Desktop/iAM706/a488_003.tif,/Users/anamota/Desktop/iAM706/a594_003.tif,/Users/anamota/Desktop/iAM706/a488fret_003.tif,449,692,20,445,695,22,2918,1823,4060,2
23,3,9,2,/Users/anamota/Desktop/iAM706/a488_003.tif,/Users/anamota/Desktop/iAM706/a594_003.tif,/Users/anamota/Desktop/iAM706/a488fret_003.tif,435,953,24,435,948,26,5104,2152,7804,1
23,3,9,2,/Users/anamota/Desktop/iAM706/a488_003.tif,/Users/anamota/Desktop/iAM706/a594_003.tif,/Users/anamota/Desktop/iAM706/a488fret_003.tif,467,920,41,466,920,38,4429,2259,5882,2
26,4,3,2,/Users/anamota/Desktop/iAM706/a488_004.tif,/Users/anamota/Desktop/iAM706/a594_004.tif,/Users/anamota/Desktop/iAM706/a488fret_004.tif,259,383,24,263,388,23,2106,1699,3476,1
