nuclei,fov,original_nuclei,n_pairs,DonorFile,AcceptorFile,FretFile,X_A,Y_A,Z_A,X_D,Y_D,Z_D,Fret,Acceptor,Donor,Pair
1,1,1,2,/Volumes/projects/FRET-FISH/iAM622/a488_001.tif,/Volumes/projects/FRET-FISH/iAM622/a594_001.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_001.tif,343,78,33,339,77,34,2850,3534,7133,1
1,1,1,2,/Volumes/projects/FRET-FISH/iAM622/a488_001.tif,/Volumes/projects/FRET-FISH/iAM622/a594_001.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_001.tif,336,50,35,336,48,33,2968,2645,9514,2
2,1,2,2,/Volumes/projects/FRET-FISH/iAM622/a488_001.tif,/Volumes/projects/FRET-FISH/iAM622/a594_001.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_001.tif,172,53,43,168,50,45,3001,2269,6033,1
2,1,2,2,/Volumes/projects/FRET-FISH/iAM622/a488_001.tif,/Volumes/projects/FRET-FISH/iAM622/a594_001.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_001.tif,183,78,45,178,78,43,2991,2083,5062,2
4,1,4,2,/Volumes/projects/FRET-FISH/iAM622/a488_001.tif,/Volumes/projects/FRET-FISH/iAM622/a594_001.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_001.tif,247,208,25,244,212,23,3033,2408,10671,1
4,1,4,2,/Volumes/projects/FRET-FISH/iAM622/a488_001.tif,/Volumes/projects/FRET-FISH/iAM622/a594_001.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_001.tif,238,230,21,238,237,21,2685,2018,4381,2
6,1,6,2,/Volumes/projects/FRET-FISH/iAM622/a488_001.tif,/Volumes/projects/FRET-FISH/iAM622/a594_001.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_001.tif,217,367,28,214,363,26,2422,1822,10789,1
6,1,6,2,/Volumes/projects/FRET-FISH/iAM622/a488_001.tif,/Volumes/projects/FRET-FISH/iAM622/a594_001.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_001.tif,305,351,24,310,350,22,2168,1791,4252,2
7,1,7,2,/Volumes/projects/FRET-FISH/iAM622/a488_001.tif,/Volumes/projects/FRET-FISH/iAM622/a594_001.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_001.tif,259,499,22,254,498,20,2497,1969,4785,1
7,1,7,2,/Volumes/projects/FRET-FISH/iAM622/a488_001.tif,/Volumes/projects/FRET-FISH/iAM622/a594_001.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_001.tif,267,463,27,267,463,30,3564,6090,6959,2
8,1,8,2,/Volumes/projects/FRET-FISH/iAM622/a488_001.tif,/Volumes/projects/FRET-FISH/iAM622/a594_001.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_001.tif,165,539,32,163,545,33,2322,1826,4588,1
8,1,8,2,/Volumes/projects/FRET-FISH/iAM622/a488_001.tif,/Volumes/projects/FRET-FISH/iAM622/a594_001.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_001.tif,168,479,29,175,479,29,2524,1920,4385,2
11,1,11,2,/Volumes/projects/FRET-FISH/iAM622/a488_001.tif,/Volumes/projects/FRET-FISH/iAM622/a594_001.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_001.tif,262,708,23,258,711,21,2723,2288,8196,1
11,1,11,2,/Volumes/projects/FRET-FISH/iAM622/a488_001.tif,/Volumes/projects/FRET-FISH/iAM622/a594_001.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_001.tif,244,702,28,237,702,28,2463,1707,4402,2
17,2,4,2,/Volumes/projects/FRET-FISH/iAM622/a488_002.tif,/Volumes/projects/FRET-FISH/iAM622/a594_002.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_002.tif,362,322,23,368,324,24,2548,1842,4381,1
17,2,4,2,/Volumes/projects/FRET-FISH/iAM622/a488_002.tif,/Volumes/projects/FRET-FISH/iAM622/a594_002.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_002.tif,436,306,24,431,306,22,2661,3146,8489,2
19,2,6,2,/Volumes/projects/FRET-FISH/iAM622/a488_002.tif,/Volumes/projects/FRET-FISH/iAM622/a594_002.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_002.tif,99,453,25,95,452,25,3662,6781,13381,1
19,2,6,2,/Volumes/projects/FRET-FISH/iAM622/a488_002.tif,/Volumes/projects/FRET-FISH/iAM622/a594_002.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_002.tif,141,406,31,141,401,33,2906,2244,5334,2
22,2,9,2,/Volumes/projects/FRET-FISH/iAM622/a488_002.tif,/Volumes/projects/FRET-FISH/iAM622/a594_002.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_002.tif,517,703,22,519,705,20,2405,1975,10454,1
22,2,9,2,/Volumes/projects/FRET-FISH/iAM622/a488_002.tif,/Volumes/projects/FRET-FISH/iAM622/a594_002.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_002.tif,519,716,29,514,715,31,2641,2554,4661,2
23,2,10,2,/Volumes/projects/FRET-FISH/iAM622/a488_002.tif,/Volumes/projects/FRET-FISH/iAM622/a594_002.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_002.tif,413,900,32,410,904,30,2898,2087,7302,1
23,2,10,2,/Volumes/projects/FRET-FISH/iAM622/a488_002.tif,/Volumes/projects/FRET-FISH/iAM622/a594_002.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_002.tif,432,889,26,432,889,29,2621,1846,4730,2
25,3,2,2,/Volumes/projects/FRET-FISH/iAM622/a488_003.tif,/Volumes/projects/FRET-FISH/iAM622/a594_003.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_003.tif,122,395,29,120,399,27,2342,1820,9003,1
25,3,2,2,/Volumes/projects/FRET-FISH/iAM622/a488_003.tif,/Volumes/projects/FRET-FISH/iAM622/a594_003.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_003.tif,98,374,21,91,374,21,2586,1846,4538,2
29,3,6,2,/Volumes/projects/FRET-FISH/iAM622/a488_003.tif,/Volumes/projects/FRET-FISH/iAM622/a594_003.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_003.tif,137,625,30,134,630,29,2901,3502,8758,1
29,3,6,2,/Volumes/projects/FRET-FISH/iAM622/a488_003.tif,/Volumes/projects/FRET-FISH/iAM622/a594_003.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_003.tif,142,590,26,141,590,29,3523,6499,5798,2
34,4,2,2,/Volumes/projects/FRET-FISH/iAM622/a488_004.tif,/Volumes/projects/FRET-FISH/iAM622/a594_004.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_004.tif,691,244,34,689,247,32,2286,1708,6463,1
34,4,2,2,/Volumes/projects/FRET-FISH/iAM622/a488_004.tif,/Volumes/projects/FRET-FISH/iAM622/a594_004.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_004.tif,674,235,20,677,230,21,2306,1880,13034,2
35,4,3,2,/Volumes/projects/FRET-FISH/iAM622/a488_004.tif,/Volumes/projects/FRET-FISH/iAM622/a594_004.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_004.tif,350,552,29,347,549,27,2831,2411,15918,1
35,4,3,2,/Volumes/projects/FRET-FISH/iAM622/a488_004.tif,/Volumes/projects/FRET-FISH/iAM622/a594_004.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_004.tif,376,478,27,377,478,24,2578,1898,4815,2
37,4,5,2,/Volumes/projects/FRET-FISH/iAM622/a488_004.tif,/Volumes/projects/FRET-FISH/iAM622/a594_004.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_004.tif,459,535,33,465,536,34,3136,5581,4437,1
37,4,5,2,/Volumes/projects/FRET-FISH/iAM622/a488_004.tif,/Volumes/projects/FRET-FISH/iAM622/a594_004.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_004.tif,519,533,23,519,534,20,2690,1987,4594,2
43,5,1,2,/Volumes/projects/FRET-FISH/iAM622/a488_005.tif,/Volumes/projects/FRET-FISH/iAM622/a594_005.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_005.tif,394,93,22,395,98,20,2406,1978,5021,1
43,5,1,2,/Volumes/projects/FRET-FISH/iAM622/a488_005.tif,/Volumes/projects/FRET-FISH/iAM622/a594_005.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_005.tif,395,94,33,396,94,30,2461,2324,9758,2
44,5,2,2,/Volumes/projects/FRET-FISH/iAM622/a488_005.tif,/Volumes/projects/FRET-FISH/iAM622/a594_005.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_005.tif,432,228,30,432,222,31,2529,1914,8677,1
44,5,2,2,/Volumes/projects/FRET-FISH/iAM622/a488_005.tif,/Volumes/projects/FRET-FISH/iAM622/a594_005.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_005.tif,356,199,44,352,204,45,5995,1962,5086,2
54,6,2,2,/Volumes/projects/FRET-FISH/iAM622/a488_006.tif,/Volumes/projects/FRET-FISH/iAM622/a594_006.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_006.tif,377,203,26,380,201,28,2667,1985,11039,1
54,6,2,2,/Volumes/projects/FRET-FISH/iAM622/a488_006.tif,/Volumes/projects/FRET-FISH/iAM622/a594_006.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_006.tif,433,170,25,428,171,23,2511,1968,5300,2
56,6,4,2,/Volumes/projects/FRET-FISH/iAM622/a488_006.tif,/Volumes/projects/FRET-FISH/iAM622/a594_006.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_006.tif,553,225,29,550,221,27,3442,3725,9862,1
56,6,4,2,/Volumes/projects/FRET-FISH/iAM622/a488_006.tif,/Volumes/projects/FRET-FISH/iAM622/a594_006.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_006.tif,580,218,37,581,218,40,2440,2102,5847,2
58,6,6,2,/Volumes/projects/FRET-FISH/iAM622/a488_006.tif,/Volumes/projects/FRET-FISH/iAM622/a594_006.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_006.tif,611,490,24,610,494,22,2238,1819,7953,1
58,6,6,2,/Volumes/projects/FRET-FISH/iAM622/a488_006.tif,/Volumes/projects/FRET-FISH/iAM622/a594_006.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_006.tif,618,397,22,614,400,20,2292,2025,10717,2
60,6,8,2,/Volumes/projects/FRET-FISH/iAM622/a488_006.tif,/Volumes/projects/FRET-FISH/iAM622/a594_006.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_006.tif,338,693,26,338,696,24,2499,1776,7904,1
60,6,8,2,/Volumes/projects/FRET-FISH/iAM622/a488_006.tif,/Volumes/projects/FRET-FISH/iAM622/a594_006.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_006.tif,386,671,29,382,674,27,2413,1939,4336,2
61,6,9,2,/Volumes/projects/FRET-FISH/iAM622/a488_006.tif,/Volumes/projects/FRET-FISH/iAM622/a594_006.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_006.tif,63,734,23,60,733,21,3084,4741,10568,1
61,6,9,2,/Volumes/projects/FRET-FISH/iAM622/a488_006.tif,/Volumes/projects/FRET-FISH/iAM622/a594_006.tif,/Volumes/projects/FRET-FISH/iAM622/a488fret_006.tif,107,732,23,102,731,25,2320,2017,4542,2
