nuclei,fov,original_nuclei,n_pairs,DonorFile,AcceptorFile,FretFile,X_A,Y_A,Z_A,X_D,Y_D,Z_D,Fret,Acceptor,Donor,Pair
2,1,2,2,/Volumes/projects/FRET-FISH/iAM654/a488_001.tif,/Volumes/projects/FRET-FISH/iAM654/a594_001.tif,/Volumes/projects/FRET-FISH/iAM654/a488fret_001.tif,693,218,18,693,216,16,1313,990,5974,1
2,1,2,2,/Volumes/projects/FRET-FISH/iAM654/a488_001.tif,/Volumes/projects/FRET-FISH/iAM654/a594_001.tif,/Volumes/projects/FRET-FISH/iAM654/a488fret_001.tif,678,232,22,683,229,23,1751,2308,4983,2
4,1,4,2,/Volumes/projects/FRET-FISH/iAM654/a488_001.tif,/Volumes/projects/FRET-FISH/iAM654/a594_001.tif,/Volumes/projects/FRET-FISH/iAM654/a488fret_001.tif,454,325,28,450,327,26,1521,1061,4140,1
4,1,4,2,/Volumes/projects/FRET-FISH/iAM654/a488_001.tif,/Volumes/projects/FRET-FISH/iAM654/a594_001.tif,/Volumes/projects/FRET-FISH/iAM654/a488fret_001.tif,484,344,19,480,341,17,1688,1200,9096,2
5,1,5,2,/Volumes/projects/FRET-FISH/iAM654/a488_001.tif,/Volumes/projects/FRET-FISH/iAM654/a594_001.tif,/Volumes/projects/FRET-FISH/iAM654/a488fret_001.tif,795,347,25,798,343,23,1435,1032,4312,1
5,1,5,2,/Volumes/projects/FRET-FISH/iAM654/a488_001.tif,/Volumes/projects/FRET-FISH/iAM654/a594_001.tif,/Volumes/projects/FRET-FISH/iAM654/a488fret_001.tif,779,364,13,775,369,12,1401,865,2720,2
7,1,7,2,/Volumes/projects/FRET-FISH/iAM654/a488_001.tif,/Volumes/projects/FRET-FISH/iAM654/a594_001.tif,/Volumes/projects/FRET-FISH/iAM654/a488fret_001.tif,542,545,15,539,549,13,1419,967,2860,1
7,1,7,2,/Volumes/projects/FRET-FISH/iAM654/a488_001.tif,/Volumes/projects/FRET-FISH/iAM654/a594_001.tif,/Volumes/projects/FRET-FISH/iAM654/a488fret_001.tif,477,500,26,477,499,23,1400,874,2736,2
8,1,8,2,/Volumes/projects/FRET-FISH/iAM654/a488_001.tif,/Volumes/projects/FRET-FISH/iAM654/a594_001.tif,/Volumes/projects/FRET-FISH/iAM654/a488fret_001.tif,384,521,18,380,523,16,1888,1543,6114,1
8,1,8,2,/Volumes/projects/FRET-FISH/iAM654/a488_001.tif,/Volumes/projects/FRET-FISH/iAM654/a594_001.tif,/Volumes/projects/FRET-FISH/iAM654/a488fret_001.tif,357,523,17,355,527,15,1517,1086,6241,2
12,2,1,2,/Volumes/projects/FRET-FISH/iAM654/a488_002.tif,/Volumes/projects/FRET-FISH/iAM654/a594_002.tif,/Volumes/projects/FRET-FISH/iAM654/a488fret_002.tif,423,196,7,428,195,9,2989,1150,3281,1
12,2,1,2,/Volumes/projects/FRET-FISH/iAM654/a488_002.tif,/Volumes/projects/FRET-FISH/iAM654/a594_002.tif,/Volumes/projects/FRET-FISH/iAM654/a488fret_002.tif,448,184,18,449,184,15,2384,1229,5317,2
15,2,4,2,/Volumes/projects/FRET-FISH/iAM654/a488_002.tif,/Volumes/projects/FRET-FISH/iAM654/a594_002.tif,/Volumes/projects/FRET-FISH/iAM654/a488fret_002.tif,293,450,23,292,451,21,1838,1589,6751,1
15,2,4,2,/Volumes/projects/FRET-FISH/iAM654/a488_002.tif,/Volumes/projects/FRET-FISH/iAM654/a594_002.tif,/Volumes/projects/FRET-FISH/iAM654/a488fret_002.tif,331,412,12,327,408,11,1766,1190,5271,2
16,2,5,2,/Volumes/projects/FRET-FISH/iAM654/a488_002.tif,/Volumes/projects/FRET-FISH/iAM654/a594_002.tif,/Volumes/projects/FRET-FISH/iAM654/a488fret_002.tif,775,420,30,779,425,29,1731,1134,8087,1
16,2,5,2,/Volumes/projects/FRET-FISH/iAM654/a488_002.tif,/Volumes/projects/FRET-FISH/iAM654/a594_002.tif,/Volumes/projects/FRET-FISH/iAM654/a488fret_002.tif,771,426,18,772,421,20,1709,1080,3068,2
17,2,6,2,/Volumes/projects/FRET-FISH/iAM654/a488_002.tif,/Volumes/projects/FRET-FISH/iAM654/a594_002.tif,/Volumes/projects/FRET-FISH/iAM654/a488fret_002.tif,163,583,17,161,580,15,1556,1046,4612,1
