nuclei,fov,original_nuclei,n_pairs,DonorFile,AcceptorFile,FretFile,X_A,Y_A,Z_A,X_D,Y_D,Z_D,Fret,Acceptor,Donor,Pair,dlamin_A,dlamin_D
72,7,11,2,/Volumes/projects/FRET-FISH/iAM618/a488_007.tif,/Volumes/projects/FRET-FISH/iAM618/a594_007.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_007.tif,494,670,35,488,667,35,2458,1312,3475,2,4,4
74,7,13,2,/Volumes/projects/FRET-FISH/iAM618/a488_007.tif,/Volumes/projects/FRET-FISH/iAM618/a594_007.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_007.tif,906,714,37,907,715,35,2408,1603,6331,1,10.6301460266113,10.6301460266113
74,7,13,2,/Volumes/projects/FRET-FISH/iAM618/a488_007.tif,/Volumes/projects/FRET-FISH/iAM618/a594_007.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_007.tif,921,766,37,918,763,35,2531,1711,6817,2,7,7
76,7,15,2,/Volumes/projects/FRET-FISH/iAM618/a488_007.tif,/Volumes/projects/FRET-FISH/iAM618/a594_007.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_007.tif,469,818,36,466,821,34,4004,2511,8314,1,5.38516473770142,5.38516473770142
76,7,15,2,/Volumes/projects/FRET-FISH/iAM618/a488_007.tif,/Volumes/projects/FRET-FISH/iAM618/a594_007.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_007.tif,501,857,32,496,858,30,3892,2268,12092,2,12.3693170547485,12.3693170547485
77,7,16,2,/Volumes/projects/FRET-FISH/iAM618/a488_007.tif,/Volumes/projects/FRET-FISH/iAM618/a594_007.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_007.tif,47,839,25,53,839,26,2410,1269,9291,1,7.28010988235474,7.28010988235474
77,7,16,2,/Volumes/projects/FRET-FISH/iAM618/a488_007.tif,/Volumes/projects/FRET-FISH/iAM618/a594_007.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_007.tif,72,855,26,72,850,24,2348,1219,2686,2,29.0172367095947,29.0172367095947
79,8,2,2,/Volumes/projects/FRET-FISH/iAM618/a488_008.tif,/Volumes/projects/FRET-FISH/iAM618/a594_008.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_008.tif,840,283,28,839,280,26,2663,3136,13969,1,4.24264049530029,4.24264049530029
79,8,2,2,/Volumes/projects/FRET-FISH/iAM618/a488_008.tif,/Volumes/projects/FRET-FISH/iAM618/a594_008.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_008.tif,792,290,26,791,286,24,2303,1243,4005,2,3.16227769851685,3.16227769851685
82,8,5,2,/Volumes/projects/FRET-FISH/iAM618/a488_008.tif,/Volumes/projects/FRET-FISH/iAM618/a594_008.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_008.tif,750,471,36,749,465,37,2134,1481,3008,1,37.576587677002,37.576587677002
82,8,5,2,/Volumes/projects/FRET-FISH/iAM618/a488_008.tif,/Volumes/projects/FRET-FISH/iAM618/a594_008.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_008.tif,748,469,26,747,464,28,2513,2976,5922,2,38.4707679748535,38.4707679748535
86,8,9,2,/Volumes/projects/FRET-FISH/iAM618/a488_008.tif,/Volumes/projects/FRET-FISH/iAM618/a594_008.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_008.tif,264,776,19,260,776,20,3409,7261,10093,1,12.6491107940674,12.6491107940674
86,8,9,2,/Volumes/projects/FRET-FISH/iAM618/a488_008.tif,/Volumes/projects/FRET-FISH/iAM618/a594_008.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_008.tif,319,849,21,323,844,22,2197,1176,2878,2,11.3137083053589,11.3137083053589
87,8,10,2,/Volumes/projects/FRET-FISH/iAM618/a488_008.tif,/Volumes/projects/FRET-FISH/iAM618/a594_008.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_008.tif,461,916,23,456,915,21,2717,2764,8053,1,10.8166542053223,10.8166542053223
87,8,10,2,/Volumes/projects/FRET-FISH/iAM618/a488_008.tif,/Volumes/projects/FRET-FISH/iAM618/a594_008.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_008.tif,473,918,30,468,919,28,2308,1233,3210,2,1.41421353816986,1.41421353816986
88,9,1,2,/Volumes/projects/FRET-FISH/iAM618/a488_009.tif,/Volumes/projects/FRET-FISH/iAM618/a594_009.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_009.tif,328,143,41,333,139,40,2494,1253,3174,1,14.4222049713135,14.4222049713135
88,9,1,2,/Volumes/projects/FRET-FISH/iAM618/a488_009.tif,/Volumes/projects/FRET-FISH/iAM618/a594_009.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_009.tif,340,137,34,339,137,31,2447,1973,7668,2,5,5
92,9,5,2,/Volumes/projects/FRET-FISH/iAM618/a488_009.tif,/Volumes/projects/FRET-FISH/iAM618/a594_009.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_009.tif,798,556,23,798,562,23,2751,1437,3806,1,39,39
92,9,5,2,/Volumes/projects/FRET-FISH/iAM618/a488_009.tif,/Volumes/projects/FRET-FISH/iAM618/a594_009.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_009.tif,800,559,33,803,555,31,2536,2438,11530,2,36.0555114746094,36.0555114746094
94,9,7,2,/Volumes/projects/FRET-FISH/iAM618/a488_009.tif,/Volumes/projects/FRET-FISH/iAM618/a594_009.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_009.tif,613,638,29,611,634,31,2680,2492,8907,1,3,3
94,9,7,2,/Volumes/projects/FRET-FISH/iAM618/a488_009.tif,/Volumes/projects/FRET-FISH/iAM618/a594_009.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_009.tif,600,635,36,600,636,39,2898,1508,3194,2,14.3178215026855,14.3178215026855
96,9,9,2,/Volumes/projects/FRET-FISH/iAM618/a488_009.tif,/Volumes/projects/FRET-FISH/iAM618/a594_009.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_009.tif,765,704,35,766,710,35,2425,1242,3091,1,5.38516473770142,5.38516473770142
96,9,9,2,/Volumes/projects/FRET-FISH/iAM618/a488_009.tif,/Volumes/projects/FRET-FISH/iAM618/a594_009.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_009.tif,780,708,29,776,710,27,2455,1743,8798,2,5,5
100,10,3,2,/Volumes/projects/FRET-FISH/iAM618/a488_010.tif,/Volumes/projects/FRET-FISH/iAM618/a594_010.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_010.tif,473,375,28,468,379,29,2242,1217,2840,1,36.1386222839355,36.1386222839355
100,10,3,2,/Volumes/projects/FRET-FISH/iAM618/a488_010.tif,/Volumes/projects/FRET-FISH/iAM618/a594_010.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_010.tif,537,349,30,542,350,28,2341,1273,8832,2,20.1246109008789,20.1246109008789
102,10,5,2,/Volumes/projects/FRET-FISH/iAM618/a488_010.tif,/Volumes/projects/FRET-FISH/iAM618/a594_010.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_010.tif,744,635,28,740,637,26,2571,1923,12458,1,19.9248580932617,19.9248580932617
102,10,5,2,/Volumes/projects/FRET-FISH/iAM618/a488_010.tif,/Volumes/projects/FRET-FISH/iAM618/a594_010.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_010.tif,774,633,35,770,635,33,2257,1311,5627,2,43.8406219482422,43.8406219482422
104,10,7,2,/Volumes/projects/FRET-FISH/iAM618/a488_010.tif,/Volumes/projects/FRET-FISH/iAM618/a594_010.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_010.tif,737,767,28,732,763,28,2401,1184,3459,1,13,13
104,10,7,2,/Volumes/projects/FRET-FISH/iAM618/a488_010.tif,/Volumes/projects/FRET-FISH/iAM618/a594_010.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_010.tif,745,737,35,747,743,34,2353,1344,4423,2,4.24264049530029,4.24264049530029
105,10,8,2,/Volumes/projects/FRET-FISH/iAM618/a488_010.tif,/Volumes/projects/FRET-FISH/iAM618/a594_010.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_010.tif,371,877,25,366,876,23,2049,1285,7208,1,13.8924436569214,13.8924436569214
105,10,8,2,/Volumes/projects/FRET-FISH/iAM618/a488_010.tif,/Volumes/projects/FRET-FISH/iAM618/a594_010.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_010.tif,375,876,34,376,881,32,2105,1202,2774,2,16.5529460906982,16.5529460906982
113,11,8,2,/Volumes/projects/FRET-FISH/iAM618/a488_011.tif,/Volumes/projects/FRET-FISH/iAM618/a594_011.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_011.tif,120,837,30,117,839,31,3890,7075,10263,1,17.4928550720215,17.4928550720215
113,11,8,2,/Volumes/projects/FRET-FISH/iAM618/a488_011.tif,/Volumes/projects/FRET-FISH/iAM618/a594_011.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_011.tif,128,847,38,123,850,38,2085,1403,2688,2,5,5
114,11,9,2,/Volumes/projects/FRET-FISH/iAM618/a488_011.tif,/Volumes/projects/FRET-FISH/iAM618/a594_011.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_011.tif,601,839,27,599,840,27,3728,7436,13652,1,26,26
114,11,9,2,/Volumes/projects/FRET-FISH/iAM618/a488_011.tif,/Volumes/projects/FRET-FISH/iAM618/a594_011.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_011.tif,596,823,36,590,824,36,2030,1245,3049,2,28,28
117,12,2,2,/Volumes/projects/FRET-FISH/iAM618/a488_012.tif,/Volumes/projects/FRET-FISH/iAM618/a594_012.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_012.tif,244,188,25,240,187,26,3150,4205,6844,1,13,13
117,12,2,2,/Volumes/projects/FRET-FISH/iAM618/a488_012.tif,/Volumes/projects/FRET-FISH/iAM618/a594_012.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_012.tif,215,197,22,217,203,23,2207,1247,6183,2,29.5296459197998,29.5296459197998
119,12,4,2,/Volumes/projects/FRET-FISH/iAM618/a488_012.tif,/Volumes/projects/FRET-FISH/iAM618/a594_012.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_012.tif,741,423,28,745,424,29,2216,1934,11865,1,4.4721360206604,4.4721360206604
119,12,4,2,/Volumes/projects/FRET-FISH/iAM618/a488_012.tif,/Volumes/projects/FRET-FISH/iAM618/a594_012.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_012.tif,753,423,19,754,418,21,2240,1162,2896,2,10.2956304550171,10.2956304550171
121,12,6,2,/Volumes/projects/FRET-FISH/iAM618/a488_012.tif,/Volumes/projects/FRET-FISH/iAM618/a594_012.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_012.tif,608,563,34,604,560,34,3735,7680,10851,1,47.6759910583496,47.6759910583496
121,12,6,2,/Volumes/projects/FRET-FISH/iAM618/a488_012.tif,/Volumes/projects/FRET-FISH/iAM618/a594_012.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_012.tif,603,559,23,608,555,22,2150,1303,3261,2,50.7740097045898,50.7740097045898
124,12,9,2,/Volumes/projects/FRET-FISH/iAM618/a488_012.tif,/Volumes/projects/FRET-FISH/iAM618/a594_012.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_012.tif,349,897,35,344,897,33,2808,2512,14951,1,16.1245155334473,16.1245155334473
124,12,9,2,/Volumes/projects/FRET-FISH/iAM618/a488_012.tif,/Volumes/projects/FRET-FISH/iAM618/a594_012.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_012.tif,357,888,42,352,892,41,2169,1220,2747,2,11.0453605651855,11.0453605651855
125,13,1,2,/Volumes/projects/FRET-FISH/iAM618/a488_013.tif,/Volumes/projects/FRET-FISH/iAM618/a594_013.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_013.tif,638,57,28,637,52,26,3195,4716,8616,1,12.0415945053101,12.0415945053101
125,13,1,2,/Volumes/projects/FRET-FISH/iAM618/a488_013.tif,/Volumes/projects/FRET-FISH/iAM618/a594_013.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_013.tif,654,98,20,655,103,22,2249,1236,3066,2,41.5932693481445,41.5932693481445
128,13,4,2,/Volumes/projects/FRET-FISH/iAM618/a488_013.tif,/Volumes/projects/FRET-FISH/iAM618/a594_013.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_013.tif,456,387,39,455,382,37,2607,1409,4131,1,33.2415390014648,33.2415390014648
128,13,4,2,/Volumes/projects/FRET-FISH/iAM618/a488_013.tif,/Volumes/projects/FRET-FISH/iAM618/a594_013.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_013.tif,473,403,24,472,408,22,2987,1293,3292,2,25.7099208831787,25.7099208831787
129,13,5,2,/Volumes/projects/FRET-FISH/iAM618/a488_013.tif,/Volumes/projects/FRET-FISH/iAM618/a594_013.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_013.tif,300,433,22,296,438,21,2346,1270,2802,1,30.2324333190918,30.2324333190918
129,13,5,2,/Volumes/projects/FRET-FISH/iAM618/a488_013.tif,/Volumes/projects/FRET-FISH/iAM618/a594_013.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_013.tif,280,430,34,280,431,31,2763,2017,9660,2,27.2029418945312,27.2029418945312
131,13,7,2,/Volumes/projects/FRET-FISH/iAM618/a488_013.tif,/Volumes/projects/FRET-FISH/iAM618/a594_013.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_013.tif,109,528,20,105,528,21,6520,13122,24446,1,39.8120574951172,39.8120574951172
131,13,7,2,/Volumes/projects/FRET-FISH/iAM618/a488_013.tif,/Volumes/projects/FRET-FISH/iAM618/a594_013.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_013.tif,65,522,33,66,522,30,3677,2085,8487,2,16.6433162689209,16.6433162689209
132,13,8,2,/Volumes/projects/FRET-FISH/iAM618/a488_013.tif,/Volumes/projects/FRET-FISH/iAM618/a594_013.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_013.tif,173,649,43,178,652,44,2655,1366,2829,1,16.9705619812012,16.9705619812012
132,13,8,2,/Volumes/projects/FRET-FISH/iAM618/a488_013.tif,/Volumes/projects/FRET-FISH/iAM618/a594_013.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_013.tif,164,663,37,165,663,34,2686,1728,6864,2,9.05538558959961,9.05538558959961
135,13,11,2,/Volumes/projects/FRET-FISH/iAM618/a488_013.tif,/Volumes/projects/FRET-FISH/iAM618/a594_013.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_013.tif,171,731,23,167,734,21,3096,3178,17683,1,15,15
135,13,11,2,/Volumes/projects/FRET-FISH/iAM618/a488_013.tif,/Volumes/projects/FRET-FISH/iAM618/a594_013.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_013.tif,166,721,8,165,721,11,2658,1305,3013,2,4.12310552597046,4.12310552597046
137,14,1,2,/Volumes/projects/FRET-FISH/iAM618/a488_014.tif,/Volumes/projects/FRET-FISH/iAM618/a594_014.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_014.tif,881,36,38,876,40,37,2189,1440,2984,1,1,1
137,14,1,2,/Volumes/projects/FRET-FISH/iAM618/a488_014.tif,/Volumes/projects/FRET-FISH/iAM618/a594_014.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_014.tif,880,119,41,875,120,43,3266,1183,3148,2,12.7279224395752,12.7279224395752
139,14,3,2,/Volumes/projects/FRET-FISH/iAM618/a488_014.tif,/Volumes/projects/FRET-FISH/iAM618/a594_014.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_014.tif,392,139,30,389,138,30,3785,6777,11451,1,3,3
139,14,3,2,/Volumes/projects/FRET-FISH/iAM618/a488_014.tif,/Volumes/projects/FRET-FISH/iAM618/a594_014.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_014.tif,400,158,34,400,159,37,2413,2443,2888,2,23.345235824585,23.345235824585
142,14,6,2,/Volumes/projects/FRET-FISH/iAM618/a488_014.tif,/Volumes/projects/FRET-FISH/iAM618/a594_014.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_014.tif,229,284,30,226,283,30,4177,7479,12994,1,1.41421353816986,1.41421353816986
142,14,6,2,/Volumes/projects/FRET-FISH/iAM618/a488_014.tif,/Volumes/projects/FRET-FISH/iAM618/a594_014.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_014.tif,215,293,24,218,296,22,2392,1269,5837,2,14,14
144,14,8,2,/Volumes/projects/FRET-FISH/iAM618/a488_014.tif,/Volumes/projects/FRET-FISH/iAM618/a594_014.tif,/Volumes/projects/FRET-FISH/iAM618/a488fret_014.tif,100,419,24,97,417,26,3782,6928,16311,1,18.4390888214111,18.4390888214111
