File,Channel,Nuclei,x,y,z,Value,FWHM,SNR,Label,dilation,version,xi,yi,zi,cell_ID,lamin_dist,lamin_dist_norm,centr_dist,centr_dist_norm,compartment,xnorm,ynorm,znorm,G1,Allele,angle
1,Cy5,3,672.9110767,244.0065158,8.49263589,6.575745103,3.405264087,27.625103,0,0,7.0.2,673,244,8,9,2547.790767,0.466103111,2916.644175,0.533896889,2,0.602365014,0.005635029,-0.465595325,0,0,
1,Cy5,3,580.4724337,238.2198784,6.550392993,3.745034888,2.856155396,12.29763429,0,0,7.0.2,580,238,7,9,480.5814816,0.082558605,5342.223041,0.917441395,2,-0.698158145,-0.531092791,-0.579844907,,,
1,Cy5,4,856.0111721,283.6483298,8.160955817,5.160755096,3.209672545,14.14936144,0,0,7.0.2,856,284,8,11,1542.23506,0.303248764,3544.309256,0.696751236,1,0.116570323,0.720171029,-0.487675724,,,
1,Cy5,5,476.0904585,267.3811008,9.813651472,5.974916176,3.028181565,4.969819785,0,0,7.0.2,476,267,10,6,897.0335319,0.183845128,3981.890098,0.816154872,1,0.117830114,-0.752963315,-0.343081074,,,
1,Cy5,6,237.4320948,379.4700414,9.731590569,10.84880757,3.314975718,17.78962137,0,0,7.0.2,237,379,10,4,1893.628522,0.350071263,3516.384469,0.649928737,1,-0.1953829,0.711567491,-0.457850007,,,
1,Cy5,6,313.4219905,344.9752365,10.15113403,8.053821242,3.424336167,20.55877614,0,0,7.0.2,313,345,10,4,3028.902287,0.547364464,2504.96317,0.452635536,1,0.038426677,-0.523093738,-0.43317098,,,
1,Cy5,7,846,531,9,4.418131582,2.959165715,8.364118763,0,0,7.0.2,846,531,9,10,2700,0.548316563,2224.162764,0.451683437,1,0.2580959,0.332197028,-0.530793691,0,-1,
1,Cy5,7,852.0829141,482.8814973,14.54508778,4.023188533,3.681335178,5.435270005,0,0,7.0.2,852,483,15,10,4363.526333,0.969672518,136.4736669,0.030327482,2,0.557279182,0.2688912,-0.204612057,0,-1,
1,Cy5,9,359.3352718,504.8645012,8.974098536,5.759823982,2.902420763,21.05430938,0,0,7.0.2,359,505,9,5,1257.400845,0.245768938,3858.741839,0.754231062,2,-0.712941628,0.274327792,-0.47113711,0,2,106.1382921
1,Cy5,9,387,572,12,2.417401874,3.729909694,11.01543679,0,0,7.0.2,387,572,12,5,1550.774,0.340060224,3009.518234,0.659939776,1,0.42219171,0.48232051,-0.293142906,0,1,106.1382921
1,Cy5,10,746.378626,607.3291645,11.38866405,7.327942851,4.082391002,10.52240811,0,0,7.0.2,746,607,11,10,656.1297284,0.132261144,4304.905113,0.867738856,1,-0.38616953,-0.193698683,-0.390284041,,,
1,Cy5,10,775.3893383,669.4708318,9.96078748,6.447613927,3.512271191,14.97848261,0,0,7.0.2,775,669,10,10,2988.236244,0.664052499,1511.763756,0.335947501,2,-0.703017456,0.144691194,-0.474276781,0,-1,
1,Cy5,11,565.4428711,669.137146,14,6.756398037,4.097345199,5.2682,0,0,7.0.2,565,669,14,,,,,,,,,,0,0,
1,Cy5,11,542.7285956,655.6470171,14.68221438,5.756398037,3.465837056,19.60061283,0,0,7.0.2,543,656,15,2,2412.005978,0.61690641,1497.811056,0.38309359,2,0.548285805,-0.331430876,-0.191966467,0,-1,
1,Cy5,12,126.6146281,680.7799527,9.884412305,4.961484663,3.450356813,5.482127912,0,0,7.0.2,127,681,10,1,907.5804944,0.177855763,4195.166011,0.822144237,1,-0.17143738,0.854921444,-0.41435058,0,0,
1,Cy5,13,364.7257953,641.9932925,9.089072203,4.758726039,4.438487304,5.104180432,0,0,7.0.2,365,642,9,2,620.9167496,0.137779318,3885.404439,0.862220682,1,-0.160881787,-0.837239389,-0.52097483,0,-1,
1,Cy5,14,631.0493415,717.6249187,10.94247314,4.952179725,3.190569391,10.29157493,0,0,7.0.2,631,718,11,2,1163.585604,0.266216331,3207.341575,0.733783669,2,0.838626673,0.366953178,-0.411951245,0,-1,
