File,Channel,Nuclei,x,y,z,Value,FWHM,SNR,Label,dilation,version,xi,yi,zi,cell_ID,lamin_dist,lamin_dist_norm,centr_dist,centr_dist_norm,compartment,xnorm,ynorm,znorm,G1,Allele,angle
1,Cy5,1,357.1400146,93.51999664,10,5.572697893,5.833298563,4.407894431,0,0,7.0.2,357,94,10,,,,,,,,,,,,
1,Cy5,1,298.0468768,142.2285063,16.61159835,4.087405015,3.295635945,6.226960466,0,0,7.0.2,298,142,17,,,,,,,,,,,,
1,Cy5,2,473,58,14,6.983559422,4.998470731,6.81026268,0,0,7.0.2,473,58,14,8,4200,1,0,0,2,-0.730766218,0.092285723,-0.20382302,0,-1,
1,Cy5,2,434.2523387,83.78412152,10.70653797,6.867910162,3.074178357,8.262730421,0,0,7.0.2,434,84,11,8,925.7044566,0.202958545,3635.703761,0.797041455,2,-0.69813674,0.790189721,-0.397556081,0,-1,
1,Cy5,2,437.3409121,88.33470182,11.49887424,4.787134327,2.784196189,10.89608725,0,0,7.0.2,437,88,11,8,1083.24485,0.246554599,3309.886865,0.753445401,2,-0.671557402,0.777488786,-0.350948065,0,-1,
1,Cy5,2,445,87,8,3.213230137,2.123887167,15.89377953,0,0,7.0.2,445,87,8,8,2055.480479,0.418236123,2859.160716,0.581763877,2,-0.66138936,0.663984521,-0.556764197,0,-1,
1,Cy5,3,658,66,14,4.092689251,3.4036159,9.477547763,0,0,7.0.2,658,66,14,10,1435.896932,0.357712102,2578.216438,0.642287898,2,0.647423505,-0.252200371,-0.222308845,0,0,
1,Cy5,4,531.4075928,231.0381012,12,10000000,9.755910023,2.702209225,0,0,7.0.2,531,231,12,8,1139.227833,0.088131082,11786.02822,0.911868918,1,0.156104573,0.417369681,-0.321470079,0,-1,
1,Cy5,5,56.22380829,277.7504883,12,10000000,10.52288835,2.410355225,0,0,7.0.2,56,278,12,1,682.1889077,0.141456559,4140.183169,0.858543441,1,-0.278255414,0.849159748,-0.329543051,0,0,
1,Cy5,6,562.4194844,335.5222713,13.19421902,4.597827019,3.393857348,6.388608383,0,0,7.0.2,562,336,13,8,812.8044914,0.187752196,3516.090634,0.812247804,2,0.682690324,0.671913048,-0.251221901,0,-1,
