File,Channel,Nuclei,x,y,z,Value,FWHM,SNR,NSNR,Label
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,1,366.612644838347,96.0676025980877,29.6449942555041,7.08343936208439,2.63140610498669,7.39085682960773,1.98067603768474,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,2,265,53,31,6.98253814240525,3.06043604982863,16.8024689957433,2.21891373801917,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,3,578.378785125204,230.337855933869,22.8105948170399,11.0158532452297,2.75040114198314,27.0440957177028,3.21938240143906,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,3,661.909999963945,128.422509864654,21.4468624527943,9.16832593515028,2.55602950458301,45.2597038433231,2.30340278818768,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,3,659.861091841949,146.675477441425,25.8533346086556,7.74985212610773,2.73350382543379,24.8826405773828,2.34777394693449,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,3,582.427398346575,304.773963000788,36.8503411987071,6.6736176444283,2.77426147008845,13.4918598854176,2.00179883076001,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,3,773.07504111895,241.88816830693,21.6066370831786,4.14853919895359,3.12712956288238,13.3865858556275,1.76630190376255,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,3,575,195,22,3.87062632428933,2.51105726842862,6.77464647675306,1.28421526008095,0
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,4,333.989354529929,344.001989375292,23.2949510813482,19.5837406750361,3.61306510659359,35.1390728789609,3.90670794633643,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,4,405.424146689435,290.524771471024,26.3915986478889,18.671279935832,3.29573546147493,103.46517424393,3.94936360509116,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,4,315.427649089872,283.731121186484,30.967401391983,13.5966143869118,2.69531706325158,35.6328300317619,3.18479532163743,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,4,451.083305000967,252.214333159369,19.5961341995911,7.60551055719407,2.65267093836534,48.6699107747798,2.35101479188166,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,4,312.528677976201,351.465403246854,24.7296244631533,7.28332344766386,2.70225372538799,10.3591340126008,2.06673546611627,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,4,445.082463059042,317.456490198758,24.0523148228698,6.74086336033179,2.4215771559173,27.1476325376136,2.14936360509116,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,4,231,223,36,6.66550021707371,3.02898950062316,8.91664388300694,2.7016167870657,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,4,328.730582667486,241.841044481585,27.4895886432095,5.07111243222971,2.48376662522317,7.93419360988907,1.76855865153079,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,5,87.2877973986412,222.112366467977,29.7310101074538,9.19146633101263,2.82520048518273,13.9139895100553,2.53617764471058,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,5,140,217,33,8.09426527788673,2.72883854562405,13.4538873449452,2.28312125748503,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,6,568.878261447601,436.197325776814,28.0122214154261,14.6562057642841,3.1904296875,71.2563073569891,3.84333174808071,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,6,258.470830206979,504.904593114723,25.7897736369837,7.59965043524971,3.14343197610099,9.59485354606596,2.35600244581833,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,6,261,426,29,7.57604997740782,2.80745416949751,14.3596093180332,2.28928595692642,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,6,474.523693992912,311.174027938901,38.7718994455471,7.52759283034175,3.03288600516049,29.9415568973655,2.08614715673619,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,6,488.67161810294,404.668328842215,41.1069583551277,7.14911948916415,3.06256851210577,17.7543700074949,2.3855560839731,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,6,372.023659937483,524.736732338687,45.2354174697276,6.88653658975454,3.31766132533399,14.3281534470459,2.45940620966098,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,6,247.803190116042,467.821932054815,40.3727050705838,5.95413731420922,3.24461664118813,23.3816173642808,1.95454854269991,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,6,400.834794098207,509.002444956538,35.692421568188,5.91994162870105,2.55680407835214,34.2443488083158,2.18241728378287,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,6,262.587364114635,416.713801833819,25.4646819679726,5.25311054976009,2.05614658821902,7.35402595499605,1.5888987023575,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,6,368.231522376634,522.5564495524,41.1289875919616,5.06360446360304,2.9536392673559,11.1205776333663,2.23072219580135,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,6,396.734779873617,521.815610722649,36.4268483400729,4.31304184568944,2.59788700856149,25.5117350436304,1.7766152591888,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,6,510.566240452942,379.227772690587,27.2294810967413,3.88067224535007,2.25489707256479,20.4676800196886,1.38623547795367,0
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,7,173.622455015592,335.565100749236,25.3503494334074,9.4045521967455,3.01916643322904,11.7164550326077,2.45231356545778,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,7,168.254912157428,434.512945748924,42.8609275198684,5.74437835263961,2.80695037137386,7.08181682805091,2.19897321134733,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,7,217,483,32,5.1204627664938,3.15752260472312,11.1783064536309,1.49062068057658,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,7,168.238311659087,337.404470832882,22.9148898090963,4.93156668534721,2.40325477393638,4.00323860616415,1.69433291647469,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,7,160.043659250811,386.975141200721,30.6682225621355,4.28542771795583,2.2349630324865,6.32473849793501,1.3891923912328,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,8,621.352120853155,433.170870754838,21.009255477772,10.5442339847505,2.63102630046167,46.4238093281717,2.87711379529561,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,8,684.388030756061,439.748309225841,23.2310184746055,7.54110429124557,2.46668529188276,26.643359871795,2.12104259376987,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,8,589.655702553235,487.068178339338,38.0014296867219,7.08563163242434,2.66140563991819,12.5127138630617,1.85378258105531,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,8,591.564779178923,498.98407594229,45.2081278863148,5.64443323682099,2.74992905398426,6.04212833257948,1.75518118245391,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,8,675.58883618245,454.117601942835,22.4101202708166,4.40658991949749,2.76924126299003,10.8480216215467,1.60406865861411,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,9,538.547719590161,512.897668301291,33.4273948506893,8.04632855045747,2.64159533574911,23.4738207212563,2.17328131306337,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,10,724.455314945359,702.150049904404,31.4035410690906,10.6290578656917,2.78348113045627,15.5334737778644,2.58283461240583,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,10,618.050021281684,587.024955112527,22.9716639561883,10.0357636635235,2.57873022320672,26.7622304221686,3.0970921636274,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,10,635.309249733547,660.163561088593,25.8097018002706,9.41849333205937,2.90001459615622,14.8939644895375,2.65486164894741,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,10,724.97080719061,707.107083020603,21.9725029605074,5.61184448255335,2.49211202542487,39.4893162801727,1.96444413152151,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,10,620,576,22,5.1920750434947,2.45919759298906,27.3837373196598,2.04168133492924,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,10,666.668816536988,627.15728483018,40.3785972319288,3.86089801329035,2.7064091619551,5.6075172885115,1.60937830035908,0
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,11,245.932480503926,619.116597587692,22.8120394626114,14.3362437565775,3.19493351477532,30.4978049435641,3.53951821620546,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,11,219.650074524594,766.75557993943,20.293385896582,8.11918550660812,2.68181665628242,27.6827136747424,2.15382573495255,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,11,152.064465926121,841.787483197376,23.2400083904981,7.8671265074463,2.65114783555771,26.5476078025154,2.36306324241821,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,11,249.604227738075,646.865812770971,31.1149836449567,6.47448286335748,2.75211287371525,39.0259060358803,2.05620810936359,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,11,160,848,25,5.60213502427905,2.72769000526478,10.5801759970313,2.20545490742584,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,11,324,789,32,5.47680075675635,2.98595209312311,19.7311361103815,2.19556705819895,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,11,222.804820330519,773.301029389778,31.7761816696192,4.49465623035212,2.30780160752866,24.2777330657754,1.50534209303869,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,11,331,812,21,4.14355426321526,2.75981353248597,27.706055452039,1.93443493264317,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,11,178,622,30,4.07990262830026,2.48367451348884,6.00525873553566,1.43818435198089,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,12,559.048802060411,788.679004622813,31.1760777031501,9.69797214271057,3.0299662080755,9.79522358720042,3.39769141338648,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,12,544.147028101038,737.278169575234,22.8584036154313,8.92068519033455,2.66163265826745,38.033966751727,3.18335824613852,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,12,519.524131111529,748.125222304622,36.0337636329971,5.09011245774309,2.8547384972818,9.27661795048839,2.23476166749709,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,12,522.246498163128,797.873665320041,37.6765388285013,4.52530496384134,2.66247259603803,17.1613576742135,1.67729613021093,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,12,395,672,39,4.20998122614037,3.06057795364411,11.8466148781089,2.05788075070586,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,14,875.851079204925,847.245046114043,31.4260483069916,8.62562293118208,3.12683212032098,16.5576084388455,2.70785368844084,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,14,870,850,22,6.49372267764556,2.94348002210306,16.7017811172332,2.20700224780328,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,15,233,953,21,3.96154845693854,2.79450082059106,16.687762088319,1.63797235023041,0
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,16,813,956,25,7.68174166967219,2.92935142079921,18.6230990224543,2.43608734516665,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,Cy5,16,852.679786331684,946.932311918609,23.9392196891954,5.24365981888332,2.4365779231494,15.2232956215335,1.60471204188482,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,tmr,1,365.377590554759,95.2726302650188,29.8494919431121,1.6291861598902,1.9805540966653,6.38770120090428,1.3363324764353,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,tmr,2,263.61686266876,51.8877718917629,32.6762966934515,1.48028375698959,2.62862326409753,12.6380192975436,1.57622021744159,0
/Volumes/AM/iAM499_20201023_001_calc/001.NM,tmr,3,773.307312011719,241.4501953125,21,4.78136539045772,2.92811601896284,10.3501717905163,1.04409499127527,0
/Volumes/AM/iAM499_20201023_001_calc/001.NM,tmr,3,661.206956218876,127.928897875825,21.9974589373325,2.78136539045772,2.395565200754,30.810292051887,1.66723240552161,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,tmr,3,658.917717225696,145.953217800844,26.1960245725022,2.04801075496653,2.71753280335185,7.74799209434665,1.51516180131251,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,tmr,3,573.845192613053,194.959475404891,22.5181676562493,1.51803445451878,2.66394508460245,16.6403030321694,1.28830052047975,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,tmr,3,581,304,37,1.40037458995175,2.51541029539914,3.00686486896212,1.29757863770084,0
/Volumes/AM/iAM499_20201023_001_calc/001.NM,tmr,3,577,230,24,1.35276215583781,1.95782879059581,15.8530739101324,1.44738628649016,0
/Volumes/AM/iAM499_20201023_001_calc/001.NM,tmr,4,404.328990971295,290.24210605989,26.9528934491645,6.76994749155347,2.5757841141178,51.3071142211069,2.96278333168366,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,tmr,4,332.640352749123,343.991207230843,23.9783230550946,6.43318760323928,2.69712858451234,36.9668032098699,2.8086706918737,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,tmr,4,314.146942641477,283.136069550294,31.4448261551183,3.576897068162,2.62010871198348,20.4856048020874,1.93209937642284,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,tmr,4,229.706884781434,222.774554612935,35.9270915397468,2.26714859117692,2.62278551522989,6.97852429025439,1.53241611402554,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,tmr,4,450,252,21,2.183243819155,2.06255307705853,23.7640943958489,1.42937741264971,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,tmr,4,229,222,37,2.15677701078221,2.49982642734807,7.22983281947651,1.47847174106701,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,tmr,4,311.182027389365,351.392773873711,25.0768199543032,2.07284678679116,2.10370243290434,7.39629817795663,1.36167475007424,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,tmr,4,327.302479082911,241.615076511065,27.722575071039,1.38594318849027,2.08281342635444,9.12812181796455,1.25091556963278,0
/Volumes/AM/iAM499_20201023_001_calc/001.NM,tmr,5,85.2295701362094,221.513252887094,30.6384665376331,3.24881336265844,2.69395222787474,15.2308706507574,1.91901983663944,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,tmr,5,137.549969477665,216.915654795199,33.5853301364882,2.06224932245368,2.72008811781682,9.62616729169103,1.58646441073512,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,tmr,6,568.083092147378,436.314367736176,28.5515732029305,5.15682775464484,2.84455793458363,28.1402599263323,2.15497009268983,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,tmr,6,259.996942134936,426.335379750561,28.6416934684591,3.51678027564321,2.29731251832212,17.6183909934744,1.77882288479978,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,tmr,6,257.5189232822,504.450255053953,26.8222302221276,2.39328224145811,2.96773514919596,5.33102448379781,1.36715218483174,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,tmr,6,395.710537254244,521.769530782509,36.8707709294669,2.02932252021401,2.82600889682425,24.6432591895562,1.59097758093238,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,tmr,6,399.832237261465,509.188747875935,36.5619284301715,2.01042737729313,2.40628919359877,13.7396363880751,1.58586365919364,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,tmr,6,487.473285996951,404.830446516587,42.0427021898728,2.00484246650194,3.40894160445027,11.9368073619259,1.47399662115885,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,tmr,6,367.036602128171,522.845441791093,41.448020914048,1.99729862903587,2.16906602797363,12.718467993939,1.73517190995845,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,tmr,6,370.979854727521,525.137463880241,45.5396489256456,1.96202383890704,2.75322424071615,9.04009049414137,1.73042326834391,2
/Volumes/AM/iAM499_20201023_001_calc/001.NM,tmr,6,473.731503355562,311.034258606237,39.0342721224458,1.94717763330937,2.44929414568583,15.5184187140485,1.37975434911648,2
